Country,Variable,Measure,Year,Unit Code,Unit,PowerCode Code,PowerCode,Value,Flags,,,,,,,
Albania,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,28218472.9,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,27386205.65,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,49079859.29,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,103228037.2,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,126401368,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,114355588.9,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,70019478.3,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,66797427.79,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,90153603.53,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,64754408.98,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,163179287.9,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,231271004.5,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,447573272.5,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,469003996.7,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,241902743.6,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,213289787.1,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,180597088.1,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,233677021.7,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,191462593.4,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,177240384.6,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,86648967.21,,,,,,,,
Albania,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,150011288,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,1998,EUR,Euro,0,Units,4900640.216,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,1999,EUR,Euro,0,Units,3953948.98,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2000,EUR,Euro,0,Units,4478199.786,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,6065753.429,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,7413247.615,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,6337683.685,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,6760163.581,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,6751463.352,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,5281176.935,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,5521038.884,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,7211631.908,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,8422077.709,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,6892209.189,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,7797815.592,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,6644616.622,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,8727413.191,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,15163104.8,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,8281268.718,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,12641321.31,,,,,,,,
Albania,Road infrastructure maintenance,Constant Euro,2017,EUR,Euro,0,Units,12822559.13,,,,,,,,
Albania,Total road spending,Constant Euro,1998,EUR,Euro,0,Units,53980499.51,,,,,,,,
Albania,Total road spending,Constant Euro,1999,EUR,Euro,0,Units,107181986.2,,,,,,,,
Albania,Total road spending,Constant Euro,2000,EUR,Euro,0,Units,130879567.8,,,,,,,,
Albania,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,120421342.3,,,,,,,,
Albania,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,77432725.92,,,,,,,,
Albania,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,73135111.48,,,,,,,,
Albania,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,96913767.11,,,,,,,,
Albania,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,71505872.33,,,,,,,,
Albania,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,168460464.8,,,,,,,,
Albania,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,236792043.4,,,,,,,,
Albania,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,454784904.4,,,,,,,,
Albania,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,477426074.4,,,,,,,,
Albania,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,248794952.8,,,,,,,,
Albania,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,221087602.7,,,,,,,,
Albania,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,187241704.7,,,,,,,,
Albania,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,242404434.9,,,,,,,,
Albania,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,206625698.2,,,,,,,,
Albania,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,185521653.3,,,,,,,,
Albania,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,99290288.52,,,,,,,,
Albania,Total road spending,Constant Euro,2017,EUR,Euro,0,Units,162833847.1,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,1847935.718,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,1191083.969,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,692347.7796,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,6190847.17,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,26107759.13,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,26603663.21,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,28762955.28,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,45119545.42,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,83116866.87,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,36547903.12,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,34467143.25,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,29491999,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,25858462.87,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,73895457.09,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,81630990.61,,,,,,,,
Armenia,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,94738623.11,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,11532306.98,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,11023130.14,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,10575393.51,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,9977785.365,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,9738371.316,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,10973849.76,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,11572961.87,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,11914180.47,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,11247035.16,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,11122493.71,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,11801825.15,,,,,,,,
Armenia,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,12139044.99,,,,,,,,
Armenia,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,37640066.1,,,,,,,,
Armenia,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,37626793.35,,,,,,,,
Armenia,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,39338348.79,,,,,,,,
Armenia,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,55097330.78,,,,,,,,
Armenia,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,92855238.19,,,,,,,,
Armenia,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,47521752.88,,,,,,,,
Armenia,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,46040105.11,,,,,,,,
Armenia,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,41406179.47,,,,,,,,
Armenia,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,37105498.03,,,,,,,,
Armenia,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,85017950.8,,,,,,,,
Armenia,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,93432815.76,,,,,,,,
Armenia,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,106877668.1,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,4957819615,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,5505514006,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,5854420568,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,7149710737,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,7104844364,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,6193145267,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,5846321035,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,5820346382,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,6690336113,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,7920096199,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,9365560232,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,9431503035,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,10105670244,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,11731433923,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,11689017976,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,11200596051,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,12267782816,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,12568822900,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,10887140552,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,9485923226,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,9495095038,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,10902186496,,,,,,,,
Australia,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,11994667305,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,757199191.4,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,683469973.8,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,571670216.8,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,677229344.5,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,603777081.2,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,677835492.9,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,900926264.8,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,741494417.9,Break,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,885341469.4,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,942346705.1,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,854424476.1,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,922507102.8,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,970765454.1,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,894015714.2,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,691613279,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,390000000,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,286931818.2,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,296464188.6,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,328209764.9,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,408108108.1,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,424044734.4,,,,,,,,
Austria,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,417972831.8,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,881466017.2,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,1996,EUR,Euro,0,Units,766898233.6,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,1997,EUR,Euro,0,Units,725159754.4,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,1998,EUR,Euro,0,Units,839449396.8,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,1999,EUR,Euro,0,Units,813786500.7,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2000,EUR,Euro,0,Units,724927221.9,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,732002590.2,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,409773230.9,Break,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,528480754,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,599437209.6,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,550960761.1,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,569377825.3,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,542289667.5,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,477148958.3,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,536650303.7,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,559000000,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,467803030.3,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,468721668.2,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,505424954.8,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,600900900.9,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,644920782.9,,,,,,,,
Austria,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,656142035.5,,,,,,,,
Austria,Total road spending,Constant Euro,1995,EUR,Euro,0,Units,1638665209,,,,,,,,
Austria,Total road spending,Constant Euro,1996,EUR,Euro,0,Units,1450368207,,,,,,,,
Austria,Total road spending,Constant Euro,1997,EUR,Euro,0,Units,1296829971,,,,,,,,
Austria,Total road spending,Constant Euro,1998,EUR,Euro,0,Units,1516678741,,,,,,,,
Austria,Total road spending,Constant Euro,1999,EUR,Euro,0,Units,1417563582,,,,,,,,
Austria,Total road spending,Constant Euro,2000,EUR,Euro,0,Units,1402762715,,,,,,,,
Austria,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,1632928855,,,,,,,,
Austria,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,1151267649,Break,,,,,,,
Austria,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,1413822223,,,,,,,,
Austria,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,1541783915,,,,,,,,
Austria,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,1405385237,,,,,,,,
Austria,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,1491884928,,,,,,,,
Austria,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,1513055122,,,,,,,,
Austria,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,1371164673,,,,,,,,
Austria,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,1228263583,,,,,,,,
Austria,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,949000000,,,,,,,,
Austria,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,754734848.5,,,,,,,,
Austria,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,765185856.8,,,,,,,,
Austria,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,833634719.7,,,,,,,,
Austria,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,1009009009,,,,,,,,
Austria,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,1068965517,,,,,,,,
Austria,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,1074114867,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,3005271.848,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,58972939.09,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,94356702.54,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,103822641,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,79025384.1,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,108678883.8,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,150274401.8,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,384342492.3,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,536246222.8,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,1586146521,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,1744909435,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,1545539906,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,1206942027,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,1008911128,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,1396540886,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,1085617789,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,1053848298,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,733131501.1,,,,,,,,
Azerbaijan,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,659681601.8,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,31397282.69,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,1996,EUR,Euro,0,Units,52302102.72,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,1997,EUR,Euro,0,Units,29169682.52,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,30901820.08,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,34527064.33,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,39304730.51,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,78101435.16,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,59954838.67,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,80553974.42,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,44849684.09,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,41678320.79,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,33819873.88,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,23380281.69,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,20467373.53,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,23287741.86,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,22762075.62,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,23985437.22,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,27755237.72,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,27523708.23,,,,,,,,
Azerbaijan,Road infrastructure maintenance,Constant Euro,2017,EUR,Euro,0,Units,32923111.37,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,125258522.6,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,138349705.3,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,118330114.6,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,186780319,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,210229240.5,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,464896466.8,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,581095906.9,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,1627824842,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,1778729309,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,1568920188,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,1227409400,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,1032198870,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,1419302962,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,1109603227,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,1081603536,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,760655209.4,,,,,,,,
Azerbaijan,Total road spending,Constant Euro,2017,EUR,Euro,0,Units,692604713.2,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,207382828.7,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,206041286,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,193639021.4,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,193912178.2,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,204182572.2,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,181073559.6,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,176678445.2,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,203079248.1,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,217496090.9,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,179020208.6,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,174046925.7,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,179766197.6,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,169025557.5,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,154302670.6,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,175000000,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,348000000,Break,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,238691049.1,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,522190746,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,553251649.4,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,388268156.4,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,713107241.1,Provisional value,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,731046931.4,,,,,,,,
Belgium,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,584586452.8,Provisional value,,,,,,,
Belgium,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,75176275.4,,,,,,,,
