Country,Variable,Measure,Year,Unit Code,Unit,PowerCode Code,PowerCode,Value,Flags,,,,,,,
Czech Republic,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,654125822.5,,,,,,,,
Czech Republic,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,745529577.5,,,,,,,,
Czech Republic,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,817904068.7,,,,,,,,
Czech Republic,Road infrastructure maintenance,Constant Euro,2017,EUR,Euro,0,Units,739035435.8,,,,,,,,
Czech Republic,Total road spending,Constant Euro,1995,EUR,Euro,0,Units,1139746374,,,,,,,,
Czech Republic,Total road spending,Constant Euro,1996,EUR,Euro,0,Units,1205403486,,,,,,,,
Czech Republic,Total road spending,Constant Euro,1997,EUR,Euro,0,Units,1277375853,,,,,,,,
Czech Republic,Total road spending,Constant Euro,1998,EUR,Euro,0,Units,1151213455,,,,,,,,
Czech Republic,Total road spending,Constant Euro,1999,EUR,Euro,0,Units,1040047208,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2000,EUR,Euro,0,Units,966887709.9,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,990863838.7,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,1207359599,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,1360839271,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,1965210141,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,2363231034,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,2531439070,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,2437485644,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,2671411216,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,2684121147,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,2389350792,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,1825634614,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,1461959545,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,1225510677,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,1327065804,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,1709907516,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,1723175683,,,,,,,,
Czech Republic,Total road spending,Constant Euro,2017,EUR,Euro,0,Units,1747469117,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,583542614.7,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,646738951.7,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,626862084.3,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,599771409.1,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,623441398.1,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,629073985.2,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,669331264.6,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,526426296.9,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,756463839.2,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,909865183.7,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,1100757188,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,1344393157,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,1113008657,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,938771030.8,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,742549596.5,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,936593619.1,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,1001611783,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,1226329123,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,975739991.3,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,1033704143,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,1049869038,,,,,,,,
Denmark,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,1036169375,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,920132167.8,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,1996,EUR,Euro,0,Units,919279230.3,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,1997,EUR,Euro,0,Units,792487852.4,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,1998,EUR,Euro,0,Units,860882345.7,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,1999,EUR,Euro,0,Units,864502740.3,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2000,EUR,Euro,0,Units,810851857.5,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,872262962.8,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,889032137.9,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,907444233.8,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,920954953.3,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,910477303.6,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,796313037.5,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,788078657.9,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,718073712.8,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,901258221.4,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,1057981523,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,838680547.6,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,875095916.6,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,857521493.4,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,746829844.2,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,780631982.2,,,,,,,,
Denmark,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,866807705.7,,,,,,,,
Denmark,Total road spending,Constant Euro,1995,EUR,Euro,0,Units,1503674783,,,,,,,,
Denmark,Total road spending,Constant Euro,1996,EUR,Euro,0,Units,1566018182,,,,,,,,
Denmark,Total road spending,Constant Euro,1997,EUR,Euro,0,Units,1419349937,,,,,,,,
Denmark,Total road spending,Constant Euro,1998,EUR,Euro,0,Units,1460653755,,,,,,,,
Denmark,Total road spending,Constant Euro,1999,EUR,Euro,0,Units,1487944138,,,,,,,,
Denmark,Total road spending,Constant Euro,2000,EUR,Euro,0,Units,1439925843,,,,,,,,
Denmark,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,1541594227,,,,,,,,
Denmark,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,1415458435,,,,,,,,
Denmark,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,1663908073,,,,,,,,
Denmark,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,1830820137,,,,,,,,
Denmark,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,2011234491,,,,,,,,
Denmark,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,2140706195,,,,,,,,
Denmark,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,1901087315,,,,,,,,
Denmark,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,1656844744,,,,,,,,
Denmark,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,1643807818,,,,,,,,
Denmark,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,1994575142,,,,,,,,
Denmark,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,1840292331,,,,,,,,
Denmark,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,2101425040,,,,,,,,
Denmark,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,1833261485,,,,,,,,
Denmark,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,1780533987,,,,,,,,
Denmark,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,1830501020,,,,,,,,
Denmark,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,1902977081,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,17574306.36,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,22202897.48,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,16809265.27,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,26524785.07,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,32123353.68,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,32818676.81,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,31044944.61,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,63742642.47,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,62746738.48,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,68766500.89,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,116728845.8,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,134858968.6,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,115943095.9,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,126349132.9,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,115708104.4,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,137000000,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,153244813.4,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,184029162.7,Break,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,189173221.4,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,129529724.5,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,161508518.4,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,130707456.3,,,,,,,,
Estonia,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,170716489.3,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,50526130.8,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,1996,EUR,Euro,0,Units,38855070.59,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,1997,EUR,Euro,0,Units,43704089.69,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,1998,EUR,Euro,0,Units,39007036.87,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,1999,EUR,Euro,0,Units,21415569.12,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2000,EUR,Euro,0,Units,20884612.52,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,21167007.69,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,21699622.97,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,27451698.08,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,28243384.29,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,28610011.22,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,29046547.09,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,29445865.62,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,33811739.79,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,37921143.47,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,38000000,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,37826251.42,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,41091189.05,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,41621106.84,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,40615103.91,Break,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,41457198.72,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,38350236.17,,,,,,,,
Estonia,Road infrastructure maintenance,Constant Euro,2017,EUR,Euro,0,Units,36396408.89,,,,,,,,
Estonia,Total road spending,Constant Euro,1995,EUR,Euro,0,Units,68100437.16,,,,,,,,
Estonia,Total road spending,Constant Euro,1996,EUR,Euro,0,Units,61057968.06,,,,,,,,
Estonia,Total road spending,Constant Euro,1997,EUR,Euro,0,Units,60513354.96,,,,,,,,
Estonia,Total road spending,Constant Euro,1998,EUR,Euro,0,Units,65531821.94,,,,,,,,
Estonia,Total road spending,Constant Euro,1999,EUR,Euro,0,Units,53538922.8,,,,,,,,
Estonia,Total road spending,Constant Euro,2000,EUR,Euro,0,Units,53703289.33,,,,,,,,
Estonia,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,52211952.3,,,,,,,,
Estonia,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,85442265.44,,,,,,,,
Estonia,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,90198436.56,,,,,,,,
Estonia,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,97009885.18,,,,,,,,
Estonia,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,145338857,,,,,,,,
Estonia,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,163905515.7,,,,,,,,
Estonia,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,145388961.5,,,,,,,,
Estonia,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,160160872.7,,,,,,,,
Estonia,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,153629247.9,,,,,,,,
Estonia,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,175000000,,,,,,,,
Estonia,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,191071064.9,,,,,,,,
Estonia,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,225120351.7,Break,,,,,,,
Estonia,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,230794328.2,,,,,,,,
Estonia,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,170144828.4,Break,,,,,,,
Estonia,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,202965717.1,,,,,,,,
Estonia,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,169057692.5,,,,,,,,
Estonia,Total road spending,Constant Euro,2017,EUR,Euro,0,Units,207112898.2,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,720945274.4,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,677885754.9,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,673796130.3,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,672925021.3,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,686409687.7,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,681307328.2,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,692050950.2,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,695270821.4,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,697452271,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,756896094.2,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,715350581.9,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,739249604.8,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,870414586.5,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,978676322.7,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,946505014.8,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,890000000,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,918097754.3,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,1013932584,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,1025549401,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,1099174287,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,1129076210,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,1086816127,,,,,,,,
Finland,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,1111011155,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,944958904.5,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,1996,EUR,Euro,0,Units,831160622.6,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,1997,EUR,Euro,0,Units,871607838.3,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,1998,EUR,Euro,0,Units,833940940.6,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,1999,EUR,Euro,0,Units,789820754.2,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2000,EUR,Euro,0,Units,745528920.7,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,739731625.9,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,847695578.3,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,820455110.5,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,741732900.3,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,721361931.3,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,696031935.6,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,663121337.1,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,676926171.8,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,702179425.3,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,667000000,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,620871862.6,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,471910112.4,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,456494550.7,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,449258634.5,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,462258152.4,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,501891318.4,,,,,,,,
Finland,Road infrastructure maintenance,Constant Euro,2017,EUR,Euro,0,Units,493432889.5,,,,,,,,
Finland,Total road spending,Constant Euro,1995,EUR,Euro,0,Units,1665904179,,,,,,,,
Finland,Total road spending,Constant Euro,1996,EUR,Euro,0,Units,1509046377,,,,,,,,
Finland,Total road spending,Constant Euro,1997,EUR,Euro,0,Units,1545403969,,,,,,,,
Finland,Total road spending,Constant Euro,1998,EUR,Euro,0,Units,1506865962,,,,,,,,
Finland,Total road spending,Constant Euro,1999,EUR,Euro,0,Units,1476230442,,,,,,,,
Finland,Total road spending,Constant Euro,2000,EUR,Euro,0,Units,1426836249,,,,,,,,
Finland,Total road spending,Constant Euro,2001,EUR,Euro,0,Units,1431782576,,,,,,,,
Finland,Total road spending,Constant Euro,2002,EUR,Euro,0,Units,1542966400,,,,,,,,
Finland,Total road spending,Constant Euro,2003,EUR,Euro,0,Units,1517907381,,,,,,,,
Finland,Total road spending,Constant Euro,2004,EUR,Euro,0,Units,1498628995,,,,,,,,
Finland,Total road spending,Constant Euro,2005,EUR,Euro,0,Units,1436712513,,,,,,,,
Finland,Total road spending,Constant Euro,2006,EUR,Euro,0,Units,1435281540,,,,,,,,
Finland,Total road spending,Constant Euro,2007,EUR,Euro,0,Units,1533535924,,,,,,,,
Finland,Total road spending,Constant Euro,2008,EUR,Euro,0,Units,1655602494,,,,,,,,
Finland,Total road spending,Constant Euro,2009,EUR,Euro,0,Units,1648684440,,,,,,,,
Finland,Total road spending,Constant Euro,2010,EUR,Euro,0,Units,1557000000,,,,,,,,
Finland,Total road spending,Constant Euro,2011,EUR,Euro,0,Units,1538969617,,,,,,,,
Finland,Total road spending,Constant Euro,2012,EUR,Euro,0,Units,1485842697,,,,,,,,
Finland,Total road spending,Constant Euro,2013,EUR,Euro,0,Units,1482043952,,,,,,,,
Finland,Total road spending,Constant Euro,2014,EUR,Euro,0,Units,1548432922,,,,,,,,
Finland,Total road spending,Constant Euro,2015,EUR,Euro,0,Units,1591334363,,,,,,,,
Finland,Total road spending,Constant Euro,2016,EUR,Euro,0,Units,1588707445,,,,,,,,
Finland,Total road spending,Constant Euro,2017,EUR,Euro,0,Units,1604444045,,,,,,,,
France,Road infrastructure investment,Constant Euro,1995,EUR,Euro,0,Units,16905153582,,,,,,,,
France,Road infrastructure investment,Constant Euro,1996,EUR,Euro,0,Units,16555259828,,,,,,,,
France,Road infrastructure investment,Constant Euro,1997,EUR,Euro,0,Units,15814319589,,,,,,,,
France,Road infrastructure investment,Constant Euro,1998,EUR,Euro,0,Units,14879394577,,,,,,,,
France,Road infrastructure investment,Constant Euro,1999,EUR,Euro,0,Units,14276194582,,,,,,,,
France,Road infrastructure investment,Constant Euro,2000,EUR,Euro,0,Units,14265326773,,,,,,,,
France,Road infrastructure investment,Constant Euro,2001,EUR,Euro,0,Units,14115080021,,,,,,,,
France,Road infrastructure investment,Constant Euro,2002,EUR,Euro,0,Units,13041509927,,,,,,,,
France,Road infrastructure investment,Constant Euro,2003,EUR,Euro,0,Units,13643496616,,,,,,,,
France,Road infrastructure investment,Constant Euro,2004,EUR,Euro,0,Units,13802705755,,,,,,,,
France,Road infrastructure investment,Constant Euro,2005,EUR,Euro,0,Units,14102542873,,,,,,,,
France,Road infrastructure investment,Constant Euro,2006,EUR,Euro,0,Units,14115106860,,,,,,,,
France,Road infrastructure investment,Constant Euro,2007,EUR,Euro,0,Units,14758852274,,,,,,,,
France,Road infrastructure investment,Constant Euro,2008,EUR,Euro,0,Units,14090284922,,,,,,,,
France,Road infrastructure investment,Constant Euro,2009,EUR,Euro,0,Units,14984583808,,,,,,,,
France,Road infrastructure investment,Constant Euro,2010,EUR,Euro,0,Units,14497093953,,,,,,,,
France,Road infrastructure investment,Constant Euro,2011,EUR,Euro,0,Units,11845247795,,,,,,,,
France,Road infrastructure investment,Constant Euro,2012,EUR,Euro,0,Units,11984263390,,,,,,,,
France,Road infrastructure investment,Constant Euro,2013,EUR,Euro,0,Units,11840967579,,,,,,,,
France,Road infrastructure investment,Constant Euro,2014,EUR,Euro,0,Units,10064915505,,,,,,,,
France,Road infrastructure investment,Constant Euro,2015,EUR,Euro,0,Units,9813292218,,,,,,,,
France,Road infrastructure investment,Constant Euro,2016,EUR,Euro,0,Units,9180978289,,,,,,,,
France,Road infrastructure investment,Constant Euro,2017,EUR,Euro,0,Units,8891747178,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,1995,EUR,Euro,0,Units,278486161.7,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,1996,EUR,Euro,0,Units,272199370.9,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,1997,EUR,Euro,0,Units,271866230.1,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,1998,EUR,Euro,0,Units,261362191.5,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,1999,EUR,Euro,0,Units,291767975,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2000,EUR,Euro,0,Units,297293068.4,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2001,EUR,Euro,0,Units,285651505.2,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2002,EUR,Euro,0,Units,293728332.8,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2003,EUR,Euro,0,Units,296680652.4,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2004,EUR,Euro,0,Units,286200124.5,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2005,EUR,Euro,0,Units,2489140570,Break,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2006,EUR,Euro,0,Units,2442622951,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2007,EUR,Euro,0,Units,2438687319,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2008,EUR,Euro,0,Units,2294789042,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2009,EUR,Euro,0,Units,2729762917,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2010,EUR,Euro,0,Units,2431000000,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2011,EUR,Euro,0,Units,2580633035,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2012,EUR,Euro,0,Units,2593586536,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2013,EUR,Euro,0,Units,2672605791,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2014,EUR,Euro,0,Units,2570430733,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2015,EUR,Euro,0,Units,2546859837,,,,,,,,
France,Road infrastructure maintenance,Constant Euro,2016,EUR,Euro,0,Units,2410768300,,,,,,,,
