STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10,CAT23,CAT29
10,      1298 005 ,1,3,1,00007,0,05,003,59900,'RED LION CREEK          ',,'BEAR CORBITT RD   ','N/W OF DELAWARE CITY     ',99.99,2.961,0,,,39361954,075395346,2,3,01,01,07,1927,2,0,5989,2015,4,11.8,0,0,0,0,0,0,1,5,0,0,0,A,1,5,1,19,0,00,1,0,9.1,6.2,6.2,0,0,9.1,10.7,99.99,N,0,N,0,0,N,N,N,5,6,3,47.5,3,36.6,6,3,N,5,6,8,33,1,30.5,416,24,N  ,N  ,N  ,,,,500,100,600,,,,_              ,0,N,2,,0,0,0,1,6,0,0,5,0,,Y,8,5918,2036,0,N,3/23/2017,B,A ,,,,,,,,,2,,78.3,2,F,6,66.34
10,      1299 035 ,1,3,1,00071,0,05,003,59900,'RED LION CREEK          ',,'SR71 / RED LION RD','RED LION                 ',99.99,10.235,0,,,39361604,075400497,1,3,01,01,07,2004,2,0,4258,2014,6,12.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,1,0,13.2,7.6,8.6,0,0,13.4,14.4,99.99,N,0,N,0,0,N,N,N,6,8,1,99.9,1,65.2,8,7,N,5,6,8,31,1,,316,24,N  ,N  ,N  ,,,,800,200,1000,,,,_              ,0,N,2,,0,0,0,2,6,0,1,9,0,,Y,8,5273,2036,0,N,5/4/2018,B,Z ,,,,,,,,,0,,99.8,0,G,8,123.84
10,      1301 356 ,1,3,1,00072,0,05,003,54050,'SR 1                    ',,'SR72/WRANGLE HILL ','WRANGLE HILL             ',99.99,0.354,1,0000000356,0,39344890,075394272,0,3,01,01,06,1995,4,6,23483,2015,9,28.7,2,14,0,1,0,0,0,5,N,0,0,A,6,1,4,02,0,00,2,0,28.6,32,66.3,0,0,28.7,29.5,99.99,H,5.09,H,9.1,5.6,7,6,7,N,N,3,92.5,3,71.7,6,9,8,5,N,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,1,1,0,1,8,0,,Y,N,20304,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,98,0,F,6,1955.85
10,      1303 378 ,1,3,1,00009,0,05,003,50800,'ARMY CREEK              ',,'SR 9 / RIVER RD   ','SOUTH OF NEW CASTLE      ',99.99,12.762,0,,,39390664,075351800,4,3,01,01,16,1993,2,0,6683,2015,5,8.5,0,45,0,1,0,0,0,5,0,0,0,A,1,5,5,05,0,00,1,0,10.8,18.3,20.6,0,0,11,11.8,99.99,N,0,N,0,0,6,6,6,7,N,3,66.6,3,51.4,6,4,N,5,8,8,,1,,317,24,N  ,N  ,N  ,,,,1,,,,,,_              ,0,N,2,,0,0,0,1,1,0,1,6,0,,Y,8,7238,2037,0,N,5/4/2018,B,K*,,1180,1121003,1,12,12,,,0,,94.7,0,F,6,243.08
10,      1305 378 ,1,3,1,00009,0,05,003,60680,'RED LION CREEK          ',,'RIVER RD / SR9    ','N/W OF DELAWARE CITY     ',99.99,6.18,0,,,39361928,075374839,5,3,01,01,07,1966,2,0,5131,2015,5,12.2,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,05,0,00,1,0,12.2,9.1,10.4,0,0,12.2,13.5,99.99,N,0,N,0,0,5,6,5,8,N,3,52.5,3,40.5,5,5,N,5,7,8,,,,716,24,N  ,Y48,N  ,,0414,,,,,,,,_              ,0,N,2,,0,0,0,2,6,0,0,7,0,,Y,8,7159,2036,0,N,5/4/2018,B,Z ,,,,,,,,,0,,82.6,0,F,5,140.4
10,      1305N082 ,1,2,1,00013,0,05,003,59900,'RED LION CREEK          ',,'KOREAN WAR VET MEM','N/W OF DELAWARE CITY     ',99.99,8.336,1,0000000082,0,39362121,075391049,1,3,01,01,02,1994,3,0,36638,2015,9,18.3,0,22,0,1,0,0,0,5,0,0,0,A,1,5,5,02,0,00,1,0,18.3,22.9,25,0,0,18.3,19.1,99.99,N,0,N,0,0,7,8,7,8,N,3,85.5,3,66.5,7,9,N,5,8,8,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,R,1,,1,0,0,1,1,0,1,10,1,,Y,8,41073,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,94.3,0,G,7,477.5
10,      1305S082 ,1,2,1,00013,0,05,003,59900,'RED LION CREEK          ',,'KOREAN WAR VET MEM','N/W OF DELAWARE CITY     ',99.99,20.583,1,0000000082,0,39362126,075391109,1,3,01,01,02,1996,3,0,36638,2015,9,18.3,1,0,0,1,0,0,0,5,0,0,0,A,1,5,5,02,0,00,1,0,18.3,22.9,25,0,0,18.3,19.1,99.99,N,0,N,0,0,7,8,7,8,N,3,85.5,3,66.5,7,9,N,5,8,8,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,L,1,,1,0,0,1,1,0,1,10,1,,Y,8,41073,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,94.3,0,G,7,477.5
10,      1306 409 ,1,4,1,00409,0,05,003,63830,'SR1                     ',,'KIRKWOOD/ST GEORGE','ST. GEORGES              ',99.99,1.03,0,,,39333535,075394890,4,3,01,01,19,1995,2,6,2697,2015,9,12.2,0,8,0,1,0,0,1,5,N,0,0,A,1,1,4,02,0,00,2,0,13.4,32.2,66.5,0,0,13.4,14.2,99.99,H,5.29,H,9.8,5.2,7,7,7,N,N,1,80.4,1,58.7,7,7,9,5,N,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,1,1,0,1,8,0,,Y,N,3384,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,98.5,0,G,7,944.3
10,      1307 378 ,1,3,1,00009,0,05,003,60680,'VALERO OIL PIPE LINES   ',,'SR 9 / RIVER ROAD ','W. OF DELAWARE CITY      ',99.99,4.136,0,,,39351357,075374740,4,3,01,01,07,1955,2,0,5002,2016,A,11.9,0,3,0,1,0,0,0,5,N,0,0,A,1,0,2,01,0,00,2,0,10.8,6.6,13.3,0,0,11,13.1,99.99,N,0,N,0,0,6,6,6,N,N,3,98.9,3,76.2,6,4,N,5,N,8,,,,417,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,2004,1,1,0,1,10,0,,Y,N,7180,2037,0,N,5/4/2018,B,Z ,,Q100,2002008,0,11,14,,,0,,90,0,F,6,174.23
10,      1308 378 ,1,4,1,00378,0,05,003,19730,'DRAGON CREEK            ',,'CLARKS CORNER RD. ','W. OF DELAWARE CITY      ',99.99,2.092,0,,,39341240,075381169,3,3,01,01,09,1970,2,0,877,2016,A,8.5,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,05,0,00,1,0,9.8,10.7,11.3,0,0,9.8,9.8,99.99,N,0,N,0,0,8,8,6,7,N,3,72.6,3,56.2,6,6,N,5,6,8,,,,1217,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,2,6,0,0,10,0,,Y,8,982,2036,0,N,5/4/2018,B,Z ,,,,,,,,,0,,97.9,0,F,6,110.74
10,      1310 067 ,1,3,1,00001,0,05,003,50800,'US 13                   ',,'SR 1              ','TYBOUTS CORNER           ',99.99,1.32,1,0000000067,0,39370571,075383683,2,2,01,01,02,1990,3,5,53575,2015,9,19.8,3,0,0,1,0,0,1,5,N,0,0,A,1,1,4,02,0,00,2,0,20.4,26.2,53.3,0,0,19.8,21.3,99.99,H,5.1,H,1.8,6,7,6,6,N,N,3,68,3,52.6,6,9,4,5,N,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,N,2,,1,0,0,1,1,0,1,1,0,,Y,N,61459,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,89.9,0,F,6,1135.29
10,      1313 067 ,1,3,1,00001,0,05,003,50800,'SR 71                   ',,'SR 1              ','TYBOUTS CORNER           ',99.99,19.731,1,0000000067,0,39370272,075384474,2,3,01,01,02,1990,2,2,107150,2015,9,11.6,0,0,0,1,0,0,0,5,N,0,0,A,1,1,3,02,0,00,1,0,11.6,30.5,31.1,0,0,11.6,12.4,99.99,H,4.76,H,3.4,0,7,6,6,N,N,3,47,3,36.3,6,7,7,5,N,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,N,1,,1,0,0,1,1,0,1,5,0,,Y,N,126475,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,86,0,F,6,385.64
10,      1315N067 ,1,3,1,00001,0,05,003,4130,'NORFOLK SOUTHERN/ RD 381',,'KOREAN WAR VET MEM','BEAR                     ',99.99,3.042,1,0000000067,0,39375550,075391021,1,3,01,01,12,1990,3,2,56992,2016,9,16.5,0,0,0,1,0,0,0,5,N,0,0,A,1,4,4,02,0,00,3,0,16.5,17.7,51.8,0,0,16.5,17.3,99.99,H,5.33,H,1,0,7,7,6,N,N,3,69.7,3,53.8,6,6,3,5,N,8,38,1,51.8,417,24,N  ,N  ,N  ,,,,100,10,150,,,,_              ,2,R,1,,1,0,0,1,1,0,1,11,0,,Y,N,63238,2037,0,N,5/4/2018,B,A ,,,,,,,,,2,,89.2,2,F,6,896.14
10,      1315S067 ,1,3,1,00001,0,05,003,4130,'NORFOLK SOUTHERN/ RD 381',,'KOREAN WAR VET MEM','BEAR                     ',99.99,3.042,1,0000000067,0,39375499,075391115,1,3,01,01,12,1990,3,2,56992,2016,9,16.5,0,0,0,1,0,0,0,5,N,0,0,A,1,4,4,02,0,00,3,0,16.5,19.7,50.5,0,0,16.5,17.3,99.99,H,5.41,H,0.9,0,7,7,6,N,N,3,69.7,3,53.8,6,6,3,5,N,8,38,1,50.5,417,24,N  ,N  ,N  ,,,,100,10,150,,,,_              ,2,L,1,,1,0,0,1,1,0,1,11,0,,Y,N,63238,2037,0,N,5/4/2018,B,A ,,,,,,,,,2,,89.2,2,F,6,873.65
10,      1317N067 ,1,3,1,00001,0,05,003,50800,'US 40                   ',,'SR 1              ','EAST OF BEAR             ',99.99,3.573,1,0000000067,0,39381281,075391127,1,3,01,01,02,1990,3,6,37553,2015,9,16.5,0,42,0,1,0,0,0,5,N,0,0,A,1,1,4,02,0,00,2,0,16.5,42.2,80.3,0,0,16.5,17.3,99.99,H,5.07,H,4.1,3.6,7,6,6,N,N,3,93.6,3,72.2,6,7,6,5,N,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,R,1,,1,0,0,1,1,0,1,5,1,,Y,N,44325,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,94.2,0,F,6,1389.19
10,      1317S067 ,1,3,1,00001,0,05,003,50800,'US 40                   ',,'SR 1              ','EAST OF BEAR             ',99.99,3.573,1,0000000067,0,39381221,075391234,1,3,01,01,02,1990,2,6,53575,2015,9,12.8,0,43,0,1,0,0,0,5,N,0,0,A,1,1,4,02,0,00,2,0,12.8,42.1,82,0,0,12.8,13.6,99.99,H,5.11,H,3.8,6.4,7,6,6,N,N,3,64.9,3,50.1,6,8,6,5,N,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,L,1,,1,0,0,1,1,0,1,5,1,,Y,N,44325,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,93.5,0,F,6,1115.2
10,      1318 406 ,1,4,1,00406,0,05,003,59900,'SR 1                    ',,'LOWER TWIN LANE RD','WEST OF DELAWARE CITY    ',99.99,2.478,0,,,39355192,075392639,0,3,01,01,09,1992,2,6,641,2015,9,13.4,0,6,0,1,0,0,1,5,N,0,0,A,1,1,4,02,0,00,2,0,13.4,35.4,72.7,0,0,13.4,14.2,99.99,H,5.25,H,9.1,5.7,7,6,6,N,N,1,97.1,1,58.1,6,9,8,5,N,8,,1,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,1,1,0,1,6,0,,Y,N,673,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,99,0,F,6,1032.34
10,      1319 407 ,1,4,1,00407,0,05,003,39620,'DRAGON CREEK            ',,'MCCOY RD          ','E. OF LUMS POND          ',99.99,2.01,0,,,39335539,075401476,3,3,01,01,09,1986,2,0,1995,2015,5,8.6,0,0,0,0,0,0,0,5,0,0,0,A,1,5,7,01,0,00,1,0,8.6,9.1,9.8,0,0,8.6,9.5,99.99,N,0,N,0,0,5,5,5,6,N,1,60.8,1,41.7,5,5,N,5,7,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,8,6,0,0,6,0,,Y,8,2095,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,76.1,0,F,5,93.1
10,      1319N067 ,1,3,1,00001,0,05,003,50800,'SCHOOL BELL RD          ',,'SR 1              ','NEAR BEAR                ',99.99,5.697,1,0000000067,0,39391926,075390335,2,3,01,01,02,1990,3,2,37335,2016,9,12.8,0,0,0,1,0,0,1,5,N,0,0,A,1,1,3,02,0,00,1,0,12.8,35.8,36,0,0,12.8,13.6,99.99,H,4.6,H,2.1,0,7,6,6,N,N,3,99.9,3,80.4,6,4,4,5,N,8,,,,517,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,R,1,,1,0,0,1,1,0,1,5,0,,Y,N,44325,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,73.5,0,F,6,489.6
10,      1319S067 ,1,3,1,00001,0,05,003,50800,'SCHOOL BELL RD          ',,'SR 1              ','N. BEAR LIMITS           ',99.99,5.697,1,0000000067,0,39391965,075390446,2,3,01,01,02,1990,2,2,39948,2016,9,15.8,0,27,0,1,0,0,1,5,N,0,0,A,1,1,3,02,0,00,1,0,16.2,35.2,36,0,0,16.2,17,99.99,H,5.26,H,2.1,0,7,6,6,N,N,3,98.8,3,76.2,6,9,4,5,N,8,,,,517,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,L,1,,1,0,0,1,1,0,1,11,0,,Y,N,44325,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,91.2,0,F,6,612
10,      1320 397 ,1,4,1,00397,0,05,003,1350,'AMTRAK                  ',,'OTTS CHAPEL RD.   ','WEST OF NEWARK           ',99.99,3.347,0,,,39391705,075465424,2,3,01,01,17,1977,4,0,16207,2015,5,26.2,2,18,0,1,0,0,N,5,N,0,0,A,5,2,4,02,0,00,3,0,26.8,30.5,80.5,1.2,1.2,26.8,30.5,99.99,R,7.35,R,7.9,0,6,6,6,N,N,1,59,1,35.4,6,9,9,5,N,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,1,1,0,0,5,0,,Y,N,17777,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,97.5,0,F,6,2455.25
10,      1321B000 ,1,5,1,00000,0,05,003,39620,'WATERWAY                ',,'CORNWELL DR.      ','E OF LUMS POND STATE PARK',99.99,0.08,0,,,39341874,075413454,199,3,01,01,09,1998,2,0,99,2015,9,9.4,0,0,0,N,N,1,1,5,0,0,0,A,5,5,1,19,0,00,3,0,9.4,2.4,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,6,1,54.4,5,32.6,6,N,N,5,6,8,,1,,616,24,N  ,Y48,N  ,,0616,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,5,124,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,*,94.1,0,F,6,74.26
10,      1322 011 ,1,3,1,00002,0,05,003,50670,'CHRISTINA CREEK         ',,'ELKTON RD/SR2     ','S/W OF NEWARK            ',99.99,2.25,1,0000000011,0,39400975,075461802,5,3,01,01,14,1968,5,0,27709,2015,6,22.6,3,15,0,1,0,0,1,5,0,0,0,A,5,5,3,02,0,00,1,0,10.7,14.7,15.8,1.6,1.6,25,30,99.99,N,0,N,0,0,6,7,6,6,N,3,81.1,3,62.4,6,9,N,5,8,8,,1,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,1,3,0,0,6,0,,Y,7,23581,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,92.5,0,F,6,474
10,      1323 011 ,1,3,1,00002,0,05,003,50670,'WEST BRANCH             ',,'ELKTON RD/SR2     ','S/W NEWARK               ',99.99,0.35,1,0000000011,0,39392325,075470981,199,3,01,01,14,1968,4,0,29925,2015,5,24.4,2,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,00,3,0,30.2,3,9.7,0,0,30.2,39.9,99.99,N,0,N,0,0,N,N,N,6,6,3,54.4,3,41.7,6,9,N,5,8,8,,,,516,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,1983,1,0,0,1,6,0,,Y,8,40529,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,77,0,F,6,387.03
10,      1324 397 ,1,4,1,00397,0,05,003,50670,'WEST BRANCH             ',,'OTTS CHAPEL RD    ','WEST OF NEWARK           ',99.99,3.49,0,,,39392063,075465728,6,3,01,01,17,1972,4,0,16207,2015,5,20.1,2,10,0,0,0,0,0,5,0,0,0,A,1,5,3,19,0,00,2,0,26.2,4.6,10.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,0,54.4,0,32.7,6,N,N,5,8,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,8,18388,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,*,76.5,0,F,6,203.01
10,      1325 397 ,1,4,1,00397,0,05,003,50670,'PERSIMMON RUN           ',,'OTTS CHAPEL RD    ','S.W. OF NEWARK           ',99.99,3.042,0,,,39390458,075464886,6,3,01,01,17,2010,6,0,16207,2015,6,26.1,2,0,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,2,0,28.4,4,8.7,1.8,1.8,32.9,33.8,99.99,N,0,N,0,0,N,N,N,7,6,3,53.5,3,41.3,6,9,N,5,7,8,,1,,1116,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,5,0,,Y,8,20144,2038,0,N,3/23/2017,B,Z ,,L1C0,N397001,0,11,15,,,0,,95.4,0,F,6,294.06
10,      1326 364 ,1,4,1,00364,0,05,003,50670,'CHRISTINA CREEK         ',,'W.CHESTNUT HILL RD','SOUTH NEWARK             ',99.99,3.22,0,,,39391290,075451590,2,3,01,01,17,1961,2,0,9715,2015,5,9.8,0,4,0,0,0,0,0,5,0,0,0,A,5,5,3,02,0,00,1,0,8.5,15.9,16.6,0.6,0.6,8.5,10.5,99.99,N,0,N,0,0,6,5,6,6,N,1,66.2,1,40.8,5,2,N,5,7,8,35,1,16.8,716,24,N  ,N  ,N  ,,,,190,19,285,,,,_              ,0,N,2,,0,0,1990,1,6,0,0,5,0,,Y,5,10717,2036,0,N,3/23/2017,B,A ,,,,,,,,,2,,65.6,2,F,5,174.3
10,      1327 364 ,1,4,1,00364,0,05,003,50670,'TRIB OF CHRISTINA CRK   ',,'CHESTNUT HILL RD. ','SOUTH NEWARK             ',99.99,3.347,0,,,39391535,075451212,2,3,01,01,17,1984,2,0,9715,2015,5,10.4,0,25,0,1,0,0,0,5,0,0,0,A,5,5,1,19,0,00,1,0,10.5,7.6,7.6,1.4,2.1,10.5,14.6,99.99,N,0,N,0,0,N,N,N,7,6,1,83.3,1,49.9,6,4,N,5,6,8,,,,317,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,1,6,0,1,5,0,,Y,7,10460,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,95.1,0,F,6,110.96
10,      1328N067 ,1,3,1,00001,0,05,003,14790,'SR273/HARES CORNER RD   ',,'KOREAN WAR MEM HGY','NORTH OF CHRISTIANA      ',99.99,6.36,1,0000000067,0,39394050,075390911,0,2,01,01,12,1992,2,5,35097,2015,5,12.8,0,14,0,1,1,1,1,5,N,0,0,A,1,1,3,02,0,00,1,0,12.8,36.1,37.2,0,0,12.8,13.6,99.99,H,5.44,H,3.2,3.2,7,7,5,N,N,3,64.6,3,49.8,5,8,5,5,N,8,,,,916,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,R,1,,1,0,0,1,1,0,1,5,0,,Y,N,41509,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,86,0,F,5,505.92
10,      1328S067 ,1,3,1,00001,0,05,003,14790,'SR 273/HARES CORNER RD  ',,'KOREAN WAR MEM HGY','NORTH OF CHRISTIANA      ',99.99,11.65,1,0000000067,0,39394014,075390991,0,3,01,01,12,1992,2,5,35097,2015,5,12.8,0,14,0,1,1,1,1,5,N,0,0,A,1,1,3,02,0,00,1,0,12.8,36.1,37.2,0,0,12.8,13.6,99.99,H,5.47,H,2.6,3.3,7,7,5,N,N,3,61.6,3,47.5,5,8,3,5,N,8,38,1,37.2,916,24,N  ,N  ,N  ,,,,100,10,150,,,,_              ,2,L,1,,1,0,0,1,1,0,1,4,0,,Y,N,41509,2036,0,N,5/4/2018,B,A ,,,,,,,,,2,,83,2,F,5,505.92
10,      1329N067 ,1,3,1,00001,0,05,003,14790,'CHRISTINA RIVER         ',,'SR1 NORTHBOUND    ','EAST OF CHRISTIANA       ',99.99,6.84,1,0000000067,0,39395621,075391653,1,3,01,01,12,1992,3,0,37335,2016,9,17.3,0,7,0,1,1,0,1,5,0,0,0,A,1,5,6,02,0,00,9,0,16.5,29.9,210.1,0,0,16.5,17.3,99.99,N,0,N,0,0,7,7,7,8,N,3,77.4,3,60.5,7,6,N,5,8,8,,,,517,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,R,1,,1,0,0,1,1,0,1,5,0,,Y,8,40504,2037,0,N,5/4/2018,B,Z ,,,,,,,,,0,,91.1,0,G,7,3634.73
10,      1329S067 ,1,3,1,00001,0,05,003,14790,'CHRISTINA RIVER         ',,'KOREAN WAR MEM HGY','NORTH OF CHRISTIANA      ',99.99,14.098,1,0000000067,0,39395607,075391761,1,3,01,01,14,1992,3,0,37552,2015,9,16.5,0,0,0,1,1,0,0,5,0,0,0,A,1,5,6,02,0,00,9,0,16.3,29.1,209.5,0,0,16.3,17.3,99.99,N,0,N,0,0,7,7,7,8,N,3,77.4,3,60.5,7,7,N,5,6,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,L,1,,1,0,0,1,1,0,1,8,1,,Y,8,41509,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,95.2,0,G,7,3624.35
10,      1331A6332,1,3,7,06332,0,05,003,14790,'EAGLE RUN               ',,'RAMP 6332 TO SR1  ','CHRISTIANA               ',99.99,0.064,0,,,39401381,075391532,4,3,01,01,12,1997,1,0,1934,2015,9,7.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,6,06,0,00,3,0,7.8,16.5,51.7,0,0,7.9,8.7,99.99,N,0,N,0,0,7,7,7,6,N,3,77.7,3,58.6,7,8,N,5,8,8,,1,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,N,1,,1,0,0,1,1,0,1,7,0,,Y,8,4579,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,97.6,0,G,7,449.79
10,      1331B6338,1,3,7,00001,0,05,003,14790,'EAGLE RUN               ',,'RAMP 6338 TO SR1  ','NORTH OF CHRISTIANA      ',99.99,0.22,0,,,39401507,075391815,4,3,01,01,12,1992,1,0,6521,2015,9,7.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,6,06,0,00,4,0,7.9,18.3,69.3,0,0,7.9,8.8,99.99,N,0,N,0,0,7,7,7,6,N,3,69.5,3,54.5,7,8,N,5,8,8,,1,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,2,N,1,,1,0,0,1,1,0,1,7,0,,Y,8,2719,2036,0,N,3/23/2017,B,Z ,,,,,,,,,0,,96.8,0,G,7,609.84
