COUNTRY,Country,VARIABLE,Variable,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2004,2004,EUR,Euro,0,Units,,,6760163.581,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2005,2005,EUR,Euro,0,Units,,,6751463.352,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2006,2006,EUR,Euro,0,Units,,,5281176.935,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2007,2007,EUR,Euro,0,Units,,,5521038.884,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2008,2008,EUR,Euro,0,Units,,,7211631.908,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2009,2009,EUR,Euro,0,Units,,,8422077.709,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2010,2010,EUR,Euro,0,Units,,,6892209.189,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2011,2011,EUR,Euro,0,Units,,,7797815.592,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2012,2012,EUR,Euro,0,Units,,,6644616.622,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2013,2013,EUR,Euro,0,Units,,,8727413.191,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2014,2014,EUR,Euro,0,Units,,,15163104.8,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2015,2015,EUR,Euro,0,Units,,,8281268.718,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2016,2016,EUR,Euro,0,Units,,,12641321.31,,
ALB,Albania,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2017,2017,EUR,Euro,0,Units,,,12822559.13,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,1998,1998,EUR,Euro,0,Units,,,53980499.51,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,1999,1999,EUR,Euro,0,Units,,,107181986.2,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2000,2000,EUR,Euro,0,Units,,,130879567.8,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2001,2001,EUR,Euro,0,Units,,,120421342.3,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2002,2002,EUR,Euro,0,Units,,,77432725.92,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2003,2003,EUR,Euro,0,Units,,,73135111.48,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2004,2004,EUR,Euro,0,Units,,,96913767.11,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2005,2005,EUR,Euro,0,Units,,,71505872.33,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2006,2006,EUR,Euro,0,Units,,,168460464.8,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2007,2007,EUR,Euro,0,Units,,,236792043.4,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2008,2008,EUR,Euro,0,Units,,,454784904.4,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2009,2009,EUR,Euro,0,Units,,,477426074.4,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2010,2010,EUR,Euro,0,Units,,,248794952.8,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2011,2011,EUR,Euro,0,Units,,,221087602.7,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2012,2012,EUR,Euro,0,Units,,,187241704.7,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2013,2013,EUR,Euro,0,Units,,,242404434.9,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2014,2014,EUR,Euro,0,Units,,,206625698.2,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2015,2015,EUR,Euro,0,Units,,,185521653.3,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2016,2016,EUR,Euro,0,Units,,,99290288.52,,
ALB,Albania,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2017,2017,EUR,Euro,0,Units,,,162833847.1,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2001,2001,AMD,Armenian Dram,0,Units,,,682000000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2002,2002,AMD,Armenian Dram,0,Units,,,450000000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2003,2003,AMD,Armenian Dram,0,Units,,,273500000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2004,2004,AMD,Armenian Dram,0,Units,,,2599900000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2005,2005,AMD,Armenian Dram,0,Units,,,11319400000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2006,2006,AMD,Armenian Dram,0,Units,,,12067200000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2007,2007,AMD,Armenian Dram,0,Units,,,13599000000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2008,2008,AMD,Armenian Dram,0,Units,,,22610000000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2009,2009,AMD,Armenian Dram,0,Units,,,42715900000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2010,2010,AMD,Armenian Dram,0,Units,,,18122000000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2011,2011,AMD,Armenian Dram,0,Units,,,15827300000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2012,2012,AMD,Armenian Dram,0,Units,,,13683100000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2013,2013,AMD,Armenian Dram,0,Units,,,12612600000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2014,2014,AMD,Armenian Dram,0,Units,,,36875000000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2015,2015,AMD,Armenian Dram,0,Units,,,41215200000,,
ARM,Armenia,I-INV-RD,Road infrastructure investment,NAT,National currency,2016,2016,AMD,Armenian Dram,0,Units,,,48077000000,,
ARM,Armenia,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005,2005,AMD,Armenian Dram,0,Units,,,5000000000,,
