State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
New Jersey,1983,"$6,346 ","$5,910 ",$337 ,$175 ,$162 ,$281 ,$131 ,$150 ,$56 ,$44 ,$12 
New Jersey,1984,"$6,895 ","$6,134 ",$337 ,$175 ,$163 ,$285 ,$128 ,$157 ,$52 ,$46 ,$6 
New Jersey,1985,"$7,135 ","$6,428 ",$413 ,$180 ,$232 ,$346 ,$131 ,$214 ,$67 ,$49 ,$18 
New Jersey,1986,"$7,610 ","$7,079 ",$522 ,$187 ,$335 ,$450 ,$133 ,$317 ,$72 ,$54 ,$18 
New Jersey,1987,"$8,154 ","$7,417 ",$514 ,$189 ,$325 ,$416 ,$133 ,$282 ,$98 ,$55 ,$43 
New Jersey,1988,"$8,365 ","$7,689 ",$579 ,$196 ,$383 ,$447 ,$137 ,$310 ,$132 ,$59 ,$73 
New Jersey,1989,"$8,505 ","$8,059 ",$536 ,$198 ,$339 ,$452 ,$136 ,$316 ,$84 ,$62 ,$23 
New Jersey,1990,"$8,477 ","$8,185 ",$482 ,$191 ,$291 ,$381 ,$130 ,$251 ,$101 ,$61 ,$40 
New Jersey,1991,"$8,759 ","$8,343 ",$472 ,$190 ,$282 ,$386 ,$126 ,$260 ,$86 ,$64 ,$22 
New Jersey,1992,"$9,585 ","$9,438 ",$573 ,$199 ,$374 ,$472 ,$135 ,$338 ,$101 ,$64 ,$36 
New Jersey,1993,"$9,503 ","$9,034 ",$488 ,$187 ,$300 ,$384 ,$119 ,$265 ,$104 ,$68 ,$35 
New Jersey,1994,"$9,426 ","$9,066 ",$504 ,$196 ,$309 ,$383 ,$124 ,$259 ,$122 ,$72 ,$50 
New Jersey,1995,"$9,863 ","$9,768 ",$560 ,$196 ,$364 ,$438 ,$123 ,$315 ,$122 ,$73 ,$49 
New Jersey,1996,"$10,287 ","$9,399 ",$494 ,$211 ,$282 ,$394 ,$141 ,$253 ,$100 ,$71 ,$30 
New Jersey,1997,"$9,950 ","$8,900 ",$458 ,$202 ,$256 ,$375 ,$138 ,$237 ,$83 ,$64 ,$19 
New Jersey,1998,"$10,252 ","$9,239 ",$478 ,$204 ,$274 ,$406 ,$144 ,$262 ,$72 ,$61 ,$12 
New Jersey,1999,"$10,406 ","$9,023 ",$421 ,$203 ,$218 ,$343 ,$143 ,$199 ,$78 ,$59 ,$19 
New Jersey,2000,"$10,524 ","$9,217 ",$395 ,$210 ,$186 ,$329 ,$149 ,$180 ,$67 ,$61 ,$6 
New Jersey,2002,"$8,736 ","$10,242 ",$472 ,$192 ,$280 ,$381 ,$127 ,$254 ,$91 ,$65 ,$26 
New Jersey,2004,"$11,350 ","$11,171 ",$477 ,$202 ,$274 ,$341 ,$141 ,$200 ,$135 ,$61 ,$75 
New Jersey,2005,"$11,478 ","$11,391 ",$456 ,$218 ,$237 ,$304 ,$122 ,$182 ,$152 ,$97 ,$56 
New Jersey,2006,"$11,998 ","$11,899 ",$501 ,$228 ,$273 ,$326 ,$121 ,$205 ,$175 ,$107 ,$68 
New Jersey,2007,"$12,979 ","$11,861 ",$479 ,$207 ,$271 ,$347 ,$111 ,$236 ,$132 ,$97 ,$35 
New Jersey,2008,"$11,232 ","$11,985 ",$490 ,$213 ,$277 ,$353 ,$109 ,$244 ,$138 ,$104 ,$33 
New Jersey,2009,"$9,823 ","$12,616 ",$485 ,$211 ,$274 ,$341 ,$111 ,$230 ,$145 ,$101 ,$44 
New Jersey,2010,"$12,743 ","$13,115 ",$512 ,$206 ,$306 ,$351 ,$108 ,$243 ,$161 ,$99 ,$63 
New Jersey,2011,"$12,990 ","$12,503 ",$541 ,$195 ,$347 ,$347 ,$103 ,$244 ,$194 ,$92 ,$103 
New Jersey,2012,"$11,432 ","$12,306 ",$498 ,$184 ,$314 ,$294 ,$97 ,$198 ,$203 ,$87 ,$116 
New Jersey,2013,"$12,244 ","$12,203 ",$504 ,$173 ,$331 ,$283 ,$88 ,$194 ,$221 ,$84 ,$137 
New Jersey,2014,"$12,963 ","$12,296 ",$553 ,$184 ,$368 ,$329 ,$103 ,$226 ,$223 ,$81 ,$142 
New Jersey,2015,"$12,329 ","$12,468 ",$534 ,$195 ,$339 ,$334 ,$107 ,$227 ,$200 ,$88 ,$113 
New Jersey,2016,"$11,943 ","$12,632 ",$538 ,$198 ,$340 ,$333 ,$105 ,$228 ,$205 ,$93 ,$112 
New Jersey,2017,"$13,154 ","$12,334 ",$516 ,$194 ,$322 ,$302 ,$95 ,$207 ,$214 ,$99 ,$115 
New Mexico,1977,"$5,752 ","$5,047 ",$495 ,$251 ,$244 ,$495 ,$251 ,$244 ,$0 ,$0 ,$0 
New Mexico,1978,"$6,283 ","$5,196 ",$564 ,$283 ,$281 ,$564 ,$283 ,$281 ,$0 ,$0 ,$0 
New Mexico,1979,"$6,330 ","$5,573 ",$675 ,$273 ,$402 ,$675 ,$273 ,$402 ,$0 ,$0 ,$0 
New Mexico,1980,"$6,366 ","$5,392 ",$574 ,$210 ,$364 ,$574 ,$210 ,$364 ,$0 ,$0 ,$0 
New Mexico,1981,"$6,843 ","$5,448 ",$554 ,$259 ,$295 ,$554 ,$259 ,$295 ,$0 ,$0 ,$0 
New Mexico,1982,"$6,991 ","$5,930 ",$664 ,$249 ,$416 ,$664 ,$249 ,$416 ,$0 ,$0 ,$0 
New Mexico,1983,"$7,545 ","$6,291 ",$700 ,$262 ,$438 ,$700 ,$262 ,$438 ,$0 ,$0 ,$0 
New Mexico,1984,"$8,128 ","$6,373 ",$719 ,$254 ,$465 ,$719 ,$254 ,$465 ,$0 ,$0 ,$0 
New Mexico,1985,"$7,559 ","$6,370 ",$644 ,$282 ,$362 ,$644 ,$282 ,$362 ,$0 ,$0 ,$0 
New Mexico,1986,"$7,850 ","$6,681 ",$655 ,$287 ,$368 ,$655 ,$287 ,$368 ,$0 ,$0 ,$0 
New Mexico,1987,"$7,510 ","$6,570 ",$698 ,$254 ,$444 ,$698 ,$254 ,$444 ,$0 ,$0 ,$0 
New Mexico,1988,"$7,480 ","$6,615 ",$624 ,$195 ,$429 ,$624 ,$195 ,$429 ,$0 ,$0 ,$0 
New Mexico,1989,"$7,798 ","$6,761 ",$722 ,$259 ,$463 ,$722 ,$259 ,$463 ,$0 ,$0 ,$0 
New Mexico,1990,"$7,656 ","$6,762 ",$605 ,$195 ,$410 ,$605 ,$195 ,$410 ,$0 ,$0 ,$0 
New Mexico,1991,"$7,390 ","$6,649 ",$548 ,$188 ,$360 ,$548 ,$188 ,$360 ,$0 ,$0 ,$0 
New Mexico,1992,"$7,797 ","$7,379 ",$818 ,$495 ,$323 ,$818 ,$495 ,$323 ,$0 ,$0 ,$0 
New Mexico,1993,"$7,903 ","$7,453 ",$997 ,$522 ,$475 ,$997 ,$522 ,$475 ,$0 ,$0 ,$0 
New Mexico,1994,"$8,075 ","$7,449 ",$881 ,$559 ,$322 ,$881 ,$559 ,$322 ,$0 ,$0 ,$0 
New Mexico,1995,"$8,003 ","$7,597 ",$829 ,$581 ,$248 ,$829 ,$581 ,$248 ,$0 ,$0 ,$0 
New Mexico,1996,"$9,046 ","$7,666 ",$748 ,$508 ,$240 ,$748 ,$508 ,$240 ,$0 ,$0 ,$0 
New Mexico,1997,"$8,896 ","$8,014 ",$729 ,$494 ,$235 ,$729 ,$494 ,$235 ,$0 ,$0 ,$0 
New Mexico,1998,"$9,628 ","$8,206 ",$894 ,$621 ,$273 ,$894 ,$621 ,$273 ,$0 ,$0 ,$0 
New Mexico,1999,"$9,145 ","$8,608 ",$921 ,$644 ,$278 ,$921 ,$644 ,$278 ,$0 ,$0 ,$0 
New Mexico,2000,"$10,218 ","$8,750 ",$832 ,$564 ,$268 ,$832 ,$564 ,$268 ,$0 ,$0 ,$0 
New Mexico,2002,"$8,448 ","$9,318 ",$840 ,$494 ,$345 ,$840 ,$494 ,$345 ,$0 ,$0 ,$0 
New Mexico,2004,"$10,192 ","$9,593 ",$559 ,$320 ,$239 ,$559 ,$320 ,$239 ,$0 ,$0 ,$0 
New Mexico,2005,"$10,819 ","$10,021 ",$631 ,$334 ,$297 ,$631 ,$334 ,$297 ,$0 ,$0 ,$0 
New Mexico,2006,"$11,442 ","$10,068 ",$740 ,$422 ,$318 ,$740 ,$422 ,$318 ,$0 ,$0 ,$0 
New Mexico,2007,"$12,444 ","$10,757 ",$787 ,$322 ,$465 ,$787 ,$322 ,$465 ,$0 ,$0 ,$0 
New Mexico,2008,"$9,323 ","$11,089 ",$677 ,$283 ,$394 ,$677 ,$283 ,$394 ,$0 ,$0 ,$0 
New Mexico,2009,"$7,955 ","$11,876 ",$791 ,$281 ,$510 ,$791 ,$281 ,$510 ,$0 ,$0 ,$0 
New Mexico,2010,"$11,977 ","$12,181 ",$672 ,$247 ,$425 ,$672 ,$247 ,$425 ,$0 ,$0 ,$0 
New Mexico,2011,"$12,716 ","$11,550 ",$621 ,$236 ,$386 ,$621 ,$236 ,$386 ,$0 ,$0 ,$0 
New Mexico,2012,"$10,097 ","$10,806 ",$528 ,$214 ,$314 ,$528 ,$214 ,$314 ,$0 ,$0 ,$0 
New Mexico,2013,"$11,310 ","$10,607 ",$540 ,$221 ,$319 ,$540 ,$221 ,$319 ,$0 ,$0 ,$0 
New Mexico,2014,"$12,412 ","$10,714 ",$531 ,$229 ,$301 ,$530 ,$229 ,$301 ,$0 ,$0 ,$0 
New Mexico,2015,"$11,953 ","$11,829 ",$662 ,$224 ,$437 ,$661 ,$224 ,$437 ,$1 ,$1 ,$0 
New Mexico,2016,"$11,417 ","$11,512 ",$479 ,$222 ,$257 ,$474 ,$220 ,$254 ,$5 ,$2 ,$3 
New Mexico,2017,"$12,689 ","$11,828 ",$433 ,$222 ,$211 ,$428 ,$220 ,$209 ,$5 ,$3 ,$2 
New York,1977,"$9,024 ","$8,720 ",$331 ,$204 ,$128 ,$304 ,$182 ,$122 ,$27 ,$22 ,$6 
New York,1978,"$8,807 ","$8,338 ",$357 ,$206 ,$151 ,$329 ,$184 ,$145 ,$28 ,$22 ,$6 
New York,1979,"$8,514 ","$7,937 ",$384 ,$199 ,$185 ,$357 ,$178 ,$179 ,$27 ,$21 ,$5 
New York,1980,"$8,204 ","$7,754 ",$366 ,$186 ,$180 ,$340 ,$167 ,$173 ,$26 ,$19 ,$7 
New York,1981,"$8,184 ","$7,795 ",$399 ,$176 ,$223 ,$369 ,$156 ,$213 ,$30 ,$20 ,$10 
New York,1982,"$8,340 ","$7,978 ",$366 ,$195 ,$171 ,$339 ,$176 ,$163 ,$27 ,$19 ,$8 
New York,1983,"$8,791 ","$8,282 ",$398 ,$212 ,$186 ,$366 ,$189 ,$177 ,$32 ,$23 ,$9 
New York,1984,"$9,353 ","$8,641 ",$380 ,$205 ,$175 ,$349 ,$181 ,$167 ,$31 ,$23 ,$8 
New York,1985,"$10,058 ","$9,148 ",$417 ,$208 ,$209 ,$382 ,$186 ,$196 ,$35 ,$22 ,$13 
New York,1986,"$10,739 ","$9,542 ",$450 ,$219 ,$231 ,$416 ,$197 ,$219 ,$34 ,$23 ,$12 
New York,1987,"$11,207 ","$10,078 ",$460 ,$220 ,$241 ,$423 ,$196 ,$226 ,$38 ,$23 ,$14 
New York,1988,"$11,193 ","$10,395 ",$458 ,$218 ,$240 ,$421 ,$194 ,$227 ,$37 ,$24 ,$13 
New York,1989,"$11,162 ","$10,800 ",$489 ,$231 ,$258 ,$443 ,$200 ,$242 ,$47 ,$31 ,$16 
New York,1990,"$11,312 ","$11,164 ",$499 ,$232 ,$267 ,$448 ,$199 ,$249 ,$51 ,$32 ,$19 
New York,1991,"$11,262 ","$11,702 ",$526 ,$230 ,$296 ,$467 ,$197 ,$270 ,$59 ,$34 ,$26 
New York,1992,"$12,126 ","$11,903 ",$489 ,$221 ,$268 ,$427 ,$186 ,$241 ,$62 ,$35 ,$27 
New York,1993,"$12,058 ","$11,981 ",$459 ,$219 ,$239 ,$408 ,$185 ,$223 ,$50 ,$34 ,$17 
New York,1994,"$12,120 ","$12,149 ",$510 ,$219 ,$290 ,$435 ,$184 ,$251 ,$75 ,$35 ,$40 
New York,1995,"$12,754 ","$12,424 ",$513 ,$208 ,$305 ,$448 ,$174 ,$274 ,$65 ,$34 ,$31 
New York,1996,"$12,979 ","$12,211 ",$500 ,$207 ,$292 ,$431 ,$173 ,$258 ,$69 ,$35 ,$34 
New York,1997,"$13,072 ","$12,131 ",$496 ,$203 ,$294 ,$424 ,$165 ,$259 ,$73 ,$37 ,$35 
New York,1998,"$13,721 ","$12,308 ",$499 ,$207 ,$291 ,$435 ,$169 ,$265 ,$64 ,$38 ,$26 
New York,1999,"$13,425 ","$12,540 ",$511 ,$196 ,$315 ,$442 ,$158 ,$285 ,$68 ,$38 ,$30 
New York,2000,"$14,151 ","$12,874 ",$512 ,$198 ,$314 ,$444 ,$160 ,$284 ,$68 ,$38 ,$30 
New York,2002,"$12,173 ","$14,135 ",$504 ,$210 ,$294 ,$441 ,$169 ,$272 ,$63 ,$41 ,$22 
New York,2004,"$15,325 ","$14,846 ",$556 ,$229 ,$327 ,$477 ,$182 ,$294 ,$79 ,$46 ,$33 
New York,2005,"$15,396 ","$14,882 ",$580 ,$226 ,$353 ,$490 ,$180 ,$309 ,$90 ,$46 ,$44 
New York,2006,"$16,936 ","$15,183 ",$554 ,$240 ,$314 ,$465 ,$193 ,$272 ,$89 ,$47 ,$42 
New York,2007,"$17,982 ","$15,439 ",$583 ,$235 ,$347 ,$476 ,$187 ,$289 ,$107 ,$48 ,$59 
New York,2008,"$14,347 ","$15,542 ",$574 ,$248 ,$326 ,$464 ,$194 ,$270 ,$110 ,$55 ,$56 
New York,2009,"$10,425 ","$16,531 ",$611 ,$272 ,$339 ,$504 ,$215 ,$289 ,$107 ,$57 ,$49 
New York,2010,"$18,182 ","$17,120 ",$618 ,$266 ,$351 ,$510 ,$212 ,$298 ,$108 ,$55 ,$53 
New York,2011,"$18,132 ","$16,808 ",$620 ,$268 ,$352 ,$476 ,$197 ,$280 ,$143 ,$71 ,$73 
New York,2012,"$16,144 ","$16,538 ",$560 ,$247 ,$313 ,$448 ,$178 ,$270 ,$112 ,$69 ,$43 
New York,2013,"$17,700 ","$16,650 ",$527 ,$230 ,$297 ,$407 ,$163 ,$244 ,$120 ,$67 ,$53 
New York,2014,"$19,126 ","$16,452 ",$554 ,$247 ,$307 ,$393 ,$178 ,$215 ,$161 ,$70 ,$91 
New York,2015,"$17,844 ","$16,842 ",$587 ,$259 ,$327 ,$390 ,$186 ,$204 ,$197 ,$73 ,$123 
New York,2016,"$17,073 ","$17,013 ",$611 ,$253 ,$359 ,$407 ,$180 ,$227 ,$204 ,$73 ,$132 
New York,2017,"$19,527 ","$17,781 ",$610 ,$247 ,$364 ,$405 ,$170 ,$235 ,$205 ,$76 ,$128 
North Carolina,1977,"$4,857 ","$4,557 ",$356 ,$81 ,$275 ,$350 ,$75 ,$275 ,$6 ,$6 ,$0 
North Carolina,1978,"$4,773 ","$4,476 ",$407 ,$157 ,$250 ,$404 ,$153 ,$250 ,$4 ,$4 ,$0 
North Carolina,1979,"$4,810 ","$4,765 ",$389 ,$133 ,$256 ,$385 ,$129 ,$256 ,$4 ,$4 ,$0 
North Carolina,1980,"$4,667 ","$4,467 ",$354 ,$146 ,$208 ,$351 ,$143 ,$208 ,$3 ,$3 ,$0 
North Carolina,1981,"$4,578 ","$4,498 ",$290 ,$158 ,$132 ,$286 ,$154 ,$132 ,$4 ,$3 ,$1 
North Carolina,1982,"$4,629 ","$4,464 ",$263 ,$163 ,$99 ,$259 ,$160 ,$99 ,$4 ,$3 ,$0 
North Carolina,1983,"$4,843 ","$4,565 ",$281 ,$169 ,$112 ,$277 ,$166 ,$111 ,$4 ,$4 ,$1 
North Carolina,1984,"$5,052 ","$4,530 ",$287 ,$173 ,$114 ,$283 ,$169 ,$113 ,$4 ,$3 ,$1 
North Carolina,1985,"$5,566 ","$5,065 ",$341 ,$191 ,$150 ,$337 ,$188 ,$150 ,$4 ,$4 ,$0 
North Carolina,1986,"$5,918 ","$5,479 ",$347 ,$201 ,$146 ,$343 ,$197 ,$146 ,$4 ,$4 ,$0 
North Carolina,1987,"$6,230 ","$5,676 ",$349 ,$198 ,$151 ,$344 ,$194 ,$151 ,$5 ,$4 ,$1 
North Carolina,1988,"$6,331 ","$5,838 ",$391 ,$194 ,$197 ,$386 ,$190 ,$196 ,$5 ,$4 ,$1 
North Carolina,1989,"$6,403 ","$6,024 ",$389 ,$206 ,$183 ,$383 ,$202 ,$181 ,$6 ,$4 ,$1 
North Carolina,1990,"$6,522 ","$6,255 ",$425 ,$198 ,$227 ,$419 ,$193 ,$226 ,$6 ,$5 ,$1 
North Carolina,1991,"$6,439 ","$6,423 ",$412 ,$203 ,$209 ,$406 ,$198 ,$209 ,$6 ,$5 ,$1 
North Carolina,1992,"$6,907 ","$6,563 ",$402 ,$195 ,$207 ,$397 ,$191 ,$206 ,$5 ,$4 ,$1 
North Carolina,1993,"$7,038 ","$6,592 ",$402 ,$205 ,$197 ,$398 ,$201 ,$197 ,$4 ,$4 ,$0 
North Carolina,1994,"$7,297 ","$6,720 ",$422 ,$210 ,$212 ,$417 ,$207 ,$210 ,$5 ,$4 ,$1 
North Carolina,1995,"$7,463 ","$7,021 ",$422 ,$195 ,$227 ,$417 ,$191 ,$226 ,$5 ,$4 ,$1 
North Carolina,1996,"$7,474 ","$7,077 ",$400 ,$135 ,$265 ,$396 ,$131 ,$264 ,$4 ,$4 ,$0 
North Carolina,1997,"$7,787 ","$7,229 ",$418 ,$157 ,$261 ,$417 ,$156 ,$261 ,$1 ,$1 ,$0 
North Carolina,1998,"$9,153 ","$7,505 ",$442 ,$177 ,$265 ,$438 ,$173 ,$265 ,$4 ,$4 ,$0 
North Carolina,1999,"$9,083 ","$7,810 ",$465 ,$180 ,$285 ,$461 ,$176 ,$285 ,$4 ,$4 ,$0 
North Carolina,2000,"$8,902 ","$8,126 ",$464 ,$187 ,$277 ,$460 ,$183 ,$277 ,$4 ,$4 ,$0 
North Carolina,2002,"$7,953 ","$8,483 ",$494 ,$178 ,$315 ,$490 ,$175 ,$315 ,$4 ,$4 ,$0 
North Carolina,2004,"$9,627 ","$8,600 ",$526 ,$207 ,$319 ,$523 ,$204 ,$319 ,$4 ,$4 ,$0 
North Carolina,2005,"$9,344 ","$8,662 ",$512 ,$199 ,$313 ,$508 ,$195 ,$313 ,$4 ,$4 ,$0 
North Carolina,2006,"$9,303 ","$8,628 ",$456 ,$196 ,$260 ,$451 ,$192 ,$260 ,$5 ,$5 ,$0 
North Carolina,2007,"$9,827 ","$8,711 ",$432 ,$191 ,$241 ,$424 ,$183 ,$241 ,$8 ,$8 ,$0 
North Carolina,2008,"$9,415 ","$8,810 ",$435 ,$193 ,$243 ,$430 ,$187 ,$243 ,$5 ,$5 ,$0 
North Carolina,2009,"$7,026 ","$9,287 ",$397 ,$169 ,$228 ,$392 ,$164 ,$228 ,$5 ,$5 ,$0 
North Carolina,2010,"$10,179 ","$9,387 ",$397 ,$178 ,$219 ,$391 ,$173 ,$218 ,$5 ,$5 ,$1 
North Carolina,2011,"$10,600 ","$9,142 ",$432 ,$186 ,$246 ,$427 ,$181 ,$246 ,$5 ,$5 ,$0 
North Carolina,2012,"$9,213 ","$9,234 ",$429 ,$165 ,$264 ,$424 ,$160 ,$264 ,$5 ,$5 ,$0 
North Carolina,2013,"$9,761 ","$9,075 ",$427 ,$162 ,$265 ,$421 ,$156 ,$265 ,$6 ,$6 ,$0 
North Carolina,2014,"$9,919 ","$8,734 ",$432 ,$162 ,$270 ,$426 ,$157 ,$269 ,$6 ,$5 ,$1 
North Carolina,2015,"$9,146 ","$8,879 ",$419 ,$158 ,$262 ,$413 ,$153 ,$260 ,$6 ,$5 ,$1 
North Carolina,2016,"$9,084 ","$8,946 ",$429 ,$149 ,$280 ,$423 ,$144 ,$278 ,$6 ,$4 ,$2 
North Carolina,2017,"$10,023 ","$8,797 ",$476 ,$153 ,$323 ,$469 ,$147 ,$322 ,$8 ,$6 ,$2 
North Dakota,1977,"$6,232 ","$5,949 ",$943 ,$370 ,$573 ,$943 ,$370 ,$573 ,$0 ,$0 ,$0 
North Dakota,1978,"$6,203 ","$5,744 ",$822 ,$326 ,$495 ,$822 ,$326 ,$495 ,$0 ,$0 ,$0 
North Dakota,1979,"$5,972 ","$5,796 ",$923 ,$315 ,$608 ,$923 ,$315 ,$608 ,$0 ,$0 ,$0 
North Dakota,1980,"$6,287 ","$5,896 ",$899 ,$327 ,$572 ,$899 ,$327 ,$572 ,$0 ,$0 ,$0 
North Dakota,1981,"$6,591 ","$5,634 ",$732 ,$299 ,$433 ,$732 ,$299 ,$433 ,$0 ,$0 ,$0 
North Dakota,1982,"$6,569 ","$5,896 ",$734 ,$347 ,$387 ,$734 ,$347 ,$387 ,$0 ,$0 ,$0 
North Dakota,1983,"$6,496 ","$6,034 ",$660 ,$325 ,$335 ,$660 ,$325 ,$335 ,$0 ,$0 ,$0 
North Dakota,1984,"$7,101 ","$6,324 ",$833 ,$362 ,$471 ,$833 ,$362 ,$471 ,$0 ,$0 ,$0 
North Dakota,1985,"$7,303 ","$6,697 ",$911 ,$367 ,$544 ,$911 ,$367 ,$544 ,$0 ,$0 ,$0 
North Dakota,1986,"$7,031 ","$6,690 ",$804 ,$369 ,$435 ,$804 ,$369 ,$435 ,$0 ,$0 ,$0 
North Dakota,1987,"$6,966 ","$6,935 ",$742 ,$356 ,$387 ,$742 ,$356 ,$387 ,$0 ,$0 ,$0 
North Dakota,1988,"$7,030 ","$6,706 ",$772 ,$322 ,$450 ,$772 ,$322 ,$450 ,$0 ,$0 ,$0 
North Dakota,1989,"$7,263 ","$7,071 ",$764 ,$347 ,$417 ,$764 ,$347 ,$417 ,$0 ,$0 ,$0 
North Dakota,1990,"$7,267 ","$7,009 ",$735 ,$354 ,$381 ,$735 ,$354 ,$381 ,$0 ,$0 ,$0 
North Dakota,1991,"$7,492 ","$6,913 ",$702 ,$335 ,$367 ,$702 ,$335 ,$367 ,$0 ,$0 ,$0 
North Dakota,1992,"$7,466 ","$7,434 ",$785 ,$366 ,$418 ,$785 ,$366 ,$418 ,$0 ,$0 ,$0 
North Dakota,1993,"$7,817 ","$7,468 ",$713 ,$359 ,$354 ,$713 ,$359 ,$354 ,$0 ,$0 ,$0 
North Dakota,1994,"$7,903 ","$7,298 ",$753 ,$353 ,$400 ,$753 ,$353 ,$400 ,$0 ,$0 ,$0 
North Dakota,1995,"$8,134 ","$7,499 ",$853 ,$389 ,$465 ,$853 ,$389 ,$465 ,$0 ,$0 ,$0 
North Dakota,1996,"$8,261 ","$7,105 ",$676 ,$348 ,$328 ,$676 ,$348 ,$328 ,$0 ,$0 ,$0 
North Dakota,1997,"$8,908 ","$7,747 ",$678 ,$396 ,$282 ,$678 ,$396 ,$282 ,$0 ,$0 ,$0 
North Dakota,1998,"$9,765 ","$8,271 ",$957 ,$436 ,$522 ,$957 ,$436 ,$522 ,$0 ,$0 ,$0 
North Dakota,1999,"$9,343 ","$8,640 ",$942 ,$528 ,$414 ,$942 ,$528 ,$414 ,$0 ,$0 ,$0 
North Dakota,2000,"$9,967 ","$8,959 ",$998 ,$404 ,$594 ,$998 ,$404 ,$594 ,$0 ,$0 ,$0 
North Dakota,2002,"$9,024 ","$8,947 ",$983 ,$441 ,$542 ,$983 ,$441 ,$542 ,$0 ,$0 ,$0 
North Dakota,2004,"$13,143 ","$9,144 ","$1,009 ",$450 ,$559 ,"$1,009 ",$450 ,$559 ,$0 ,$0 ,$0 
North Dakota,2005,"$10,178 ","$9,314 ","$1,014 ",$386 ,$629 ,"$1,014 ",$386 ,$629 ,$0 ,$0 ,$0 
North Dakota,2006,"$10,807 ","$9,222 ","$1,073 ",$383 ,$690 ,"$1,073 ",$383 ,$690 ,$0 ,$0 ,$0 
North Dakota,2007,"$11,451 ","$9,426 ","$1,070 ",$391 ,$679 ,"$1,070 ",$391 ,$679 ,$0 ,$0 ,$0 
North Dakota,2008,"$11,388 ","$9,714 ","$1,069 ",$396 ,$673 ,"$1,069 ",$396 ,$673 ,$0 ,$0 ,$0 
North Dakota,2009,"$10,325 ","$10,433 ","$1,207 ",$491 ,$716 ,"$1,207 ",$491 ,$716 ,$0 ,$0 ,$0 
North Dakota,2010,"$13,146 ","$11,239 ","$1,414 ",$586 ,$829 ,"$1,414 ",$586 ,$829 ,$0 ,$0 ,$0 
North Dakota,2011,"$15,394 ","$11,450 ","$1,552 ",$648 ,$904 ,"$1,551 ",$647 ,$904 ,$0 ,$0 ,$0 
North Dakota,2012,"$14,458 ","$12,160 ","$2,014 ",$682 ,"$1,332 ","$2,014 ",$682 ,"$1,332 ",$0 ,$0 ,$0 
North Dakota,2013,"$16,513 ","$12,222 ","$1,935 ",$609 ,"$1,325 ","$1,935 ",$609 ,"$1,325 ",$0 ,$0 ,$0 
North Dakota,2014,"$17,452 ","$12,956 ","$2,364 ",$745 ,"$1,619 ","$2,364 ",$745 ,"$1,619 ",$0 ,$0 ,$0 
North Dakota,2015,"$16,907 ","$13,865 ","$2,289 ",$725 ,"$1,563 ","$2,275 ",$718 ,"$1,557 ",$14 ,$8 ,$7 
North Dakota,2016,"$13,439 ","$14,613 ","$2,455 ",$843 ,"$1,612 ","$2,452 ",$841 ,"$1,612 ",$3 ,$3 ,$0 
North Dakota,2017,"$14,400 ","$14,311 ","$2,305 ",$926 ,"$1,380 ","$2,277 ",$897 ,"$1,379 ",$29 ,$28 ,$0 
Ohio,1977,"$5,479 ","$5,280 ",$348 ,$170 ,$177 ,$338 ,$164 ,$174 ,$9 ,$6 ,$3 
Ohio,1978,"$5,603 ","$5,238 ",$353 ,$176 ,$176 ,$342 ,$169 ,$172 ,$11 ,$7 ,$4 
Ohio,1979,"$5,628 ","$5,114 ",$343 ,$160 ,$183 ,$334 ,$153 ,$181 ,$10 ,$7 ,$3 
Ohio,1980,"$5,371 ","$5,180 ",$325 ,$147 ,$178 ,$315 ,$141 ,$174 ,$10 ,$7 ,$3 
Ohio,1981,"$5,511 ","$5,314 ",$301 ,$157 ,$144 ,$291 ,$151 ,$140 ,$11 ,$6 ,$5 
Ohio,1982,"$5,640 ","$5,282 ",$295 ,$162 ,$133 ,$284 ,$156 ,$128 ,$11 ,$6 ,$5 
Ohio,1983,"$6,161 ","$5,529 ",$315 ,$174 ,$141 ,$303 ,$167 ,$136 ,$12 ,$7 ,$5 
Ohio,1984,"$6,252 ","$5,587 ",$400 ,$175 ,$225 ,$387 ,$169 ,$218 ,$14 ,$7 ,$7 
Ohio,1985,"$6,704 ","$5,815 ",$365 ,$184 ,$180 ,$347 ,$178 ,$170 ,$17 ,$7 ,$11 
Ohio,1986,"$7,104 ","$6,142 ",$397 ,$193 ,$204 ,$381 ,$186 ,$195 ,$16 ,$7 ,$9 
Ohio,1987,"$7,287 ","$6,346 ",$383 ,$198 ,$185 ,$369 ,$191 ,$178 ,$14 ,$7 ,$7 
Ohio,1988,"$7,228 ","$6,420 ",$386 ,$183 ,$203 ,$368 ,$176 ,$193 ,$17 ,$7 ,$10 
Ohio,1989,"$7,366 ","$6,495 ",$370 ,$181 ,$189 ,$355 ,$174 ,$180 ,$16 ,$7 ,$9 
Ohio,1990,"$7,344 ","$6,645 ",$369 ,$180 ,$189 ,$352 ,$173 ,$180 ,$17 ,$7 ,$9 
