,ID,State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay,State_Abbreviation
0,1,United States,1977,1.041,1,0.071,0.0324,0.0387,0.0688,0.031,0.0378,0.0022,0.0013,0.0009,US
1,2,United States,1978,1.0716,1,0.071,0.0338,0.0372,0.0688,0.0324,0.0364,0.0021,0.0013,0.0008,US
2,3,United States,1979,1.0603,1,0.0745,0.0337,0.0408,0.0722,0.0324,0.0398,0.0022,0.0013,0.001,US
3,4,United States,1980,1.0402,1,0.0767,0.0327,0.0441,0.0743,0.0314,0.0429,0.0025,0.0012,0.0012,US
4,5,United States,1981,1.0404,1,0.071,0.0314,0.0397,0.0688,0.0301,0.0386,0.0023,0.0012,0.0011,US
5,6,United States,1982,1.0441,1,0.0658,0.0312,0.0347,0.0637,0.0299,0.0337,0.0021,0.0012,0.0009,US
6,7,United States,1983,1.0471,1,0.0647,0.0318,0.0329,0.0624,0.0304,0.0319,0.0023,0.0014,0.0009,US
7,8,United States,1984,1.0863,1,0.0657,0.0319,0.0338,0.0634,0.0305,0.0328,0.0023,0.0014,0.0009,US
8,9,United States,1985,1.0945,1,0.0684,0.0321,0.0363,0.0661,0.0307,0.0354,0.0023,0.0014,0.0009,US
9,10,United States,1986,1.0919,1,0.0688,0.0314,0.0374,0.0663,0.0301,0.0362,0.0025,0.0014,0.0012,US
10,11,United States,1987,1.0859999999999999,1,0.0674,0.0309,0.0365,0.0647,0.0296,0.0352,0.0026,0.0013,0.0013,US
11,12,United States,1988,1.0693,1,0.0673,0.028999999999999998,0.0383,0.0642,0.0277,0.0366,0.003,0.0014,0.0017,US
12,13,United States,1989,1.0706,1,0.0652,0.0285,0.0368,0.0623,0.0271,0.0353,0.0029,0.0014,0.0015,US
13,14,United States,1990,1.0576,1,0.0626,0.0279,0.0347,0.0598,0.0265,0.0333,0.0027,0.0014,0.0014,US
14,15,United States,1991,1.0165,1,0.0611,0.0268,0.0342,0.0582,0.0254,0.0328,0.0029,0.0015,0.0014,US
15,16,United States,1992,1.0287,1,0.0582,0.0261,0.0321,0.0553,0.0247,0.0306,0.0029,0.0014,0.0015,US
16,17,United States,1993,1.047,1,0.0563,0.0259,0.0305,0.0535,0.0245,0.028999999999999998,0.0028,0.0014,0.0015,US
17,18,United States,1994,1.0532,1,0.057,0.0258,0.0312,0.0541,0.0243,0.0298,0.0029,0.0014,0.0015,US
18,19,United States,1995,1.0492,1,0.0571,0.0256,0.0315,0.0543,0.0242,0.0301,0.0027,0.0014,0.0014,US
19,20,United States,1996,1.083,1,0.0566,0.0255,0.0311,0.0539,0.0241,0.0297,0.0027,0.0014,0.0013,US
20,21,United States,1997,1.1068,1,0.0562,0.0254,0.0308,0.0534,0.024,0.0294,0.0028,0.0014,0.0014,US
21,22,United States,1998,1.1253,1,0.057,0.0256,0.0314,0.0545,0.0242,0.0302,0.0026,0.0014,0.0012,US
22,23,United States,1999,1.1034,1,0.0572,0.0253,0.0319,0.0542,0.0239,0.0302,0.003,0.0014,0.0017,US
23,24,United States,2000,1.1118,1,0.057999999999999996,0.0257,0.0323,0.0547,0.0244,0.0303,0.0033,0.0013,0.002,US
24,25,United States,2001,0.9956,1,0.0565,0.0248,0.0316,0.053,0.0235,0.0296,0.0034,0.0013,0.0021,US
25,26,United States,2002,0.8806,1,0.0562,0.024,0.0322,0.0526,0.0226,0.0301,0.0036,0.0014,0.0021,US
26,27,United States,2003,0.946,1,0.0544,0.0241,0.0303,0.0506,0.0226,0.027999999999999997,0.0038,0.0015,0.0022,US
27,28,United States,2004,1.0739,1,0.0517,0.023,0.0287,0.0484,0.0217,0.0267,0.0033,0.0013,0.002,US
28,29,United States,2005,1.0677,1,0.0534,0.0235,0.0298,0.05,0.022000000000000002,0.0281,0.0033,0.0015,0.0018,US
29,30,United States,2006,1.0959,1,0.0546,0.0238,0.0307,0.0511,0.0223,0.0289,0.0034,0.0016,0.0019,US
30,31,United States,2007,1.1514,1,0.0543,0.023,0.0313,0.0508,0.0215,0.0293,0.0035,0.0016,0.002,US
31,32,United States,2008,0.9229999999999999,1,0.0542,0.023,0.0312,0.0493,0.0213,0.027999999999999997,0.0049,0.0017,0.0032,US
32,33,United States,2009,0.701,1,0.0516,0.0226,0.028999999999999998,0.0479,0.0209,0.027000000000000003,0.0036,0.0016,0.002,US
33,34,United States,2010,1.0208,1,0.05,0.0212,0.0289,0.0465,0.0197,0.0268,0.0036,0.0015,0.0021,US
34,35,United States,2011,1.0889,1,0.0487,0.0214,0.0273,0.0453,0.0198,0.0255,0.0034,0.0016,0.0018,US
35,36,United States,2012,0.9566,1,0.0508,0.022000000000000002,0.0288,0.0469,0.0204,0.0265,0.004,0.0016,0.0023,US
36,37,United States,2013,1.068,1,0.0496,0.0219,0.0276,0.0457,0.0203,0.0254,0.0038,0.0016,0.0022,US
37,38,United States,2014,1.1187,1,0.0496,0.023,0.0266,0.0456,0.0213,0.0243,0.004,0.0017,0.0023,US
38,39,United States,2015,1.0037,1,0.0493,0.0223,0.0271,0.0451,0.0206,0.0246,0.0042,0.0017,0.0025,US
39,40,United States,2016,0.9692,1,0.0498,0.0223,0.0276,0.0454,0.0206,0.0249,0.0044,0.0017,0.0027,US
40,41,United States,2017,1.0744,1,0.0495,0.0221,0.0273,0.0446,0.0203,0.0243,0.0049,0.0019,0.003,US
41,42,Alabama,1977,1.0397,1,0.0972,0.0373,0.0599,0.0972,0.0373,0.0599,0.0,0.0,0.0,AL
42,43,Alabama,1978,1.0485,1,0.0962,0.0388,0.0574,0.0962,0.0388,0.0574,0.0,0.0,0.0,AL
43,44,Alabama,1979,1.0568,1,0.0923,0.0444,0.0479,0.0923,0.0444,0.0479,0.0,0.0,0.0,AL
44,45,Alabama,1980,1.0406,1,0.0841,0.0409,0.0432,0.0841,0.0409,0.0432,0.0,0.0,0.0,AL
45,46,Alabama,1981,1.1161,1,0.0922,0.0437,0.0485,0.0922,0.0437,0.0485,0.0,0.0,0.0,AL
46,47,Alabama,1982,1.0262,1,0.0746,0.0404,0.0341,0.0746,0.0404,0.0341,0.0,0.0,0.0,AL
47,48,Alabama,1983,1.0335,1,0.0801,0.0405,0.0395,0.0801,0.0405,0.0395,0.0,0.0,0.0,AL
48,49,Alabama,1984,1.1414,1,0.0825,0.0391,0.0434,0.0825,0.0391,0.0434,0.0,0.0,0.0,AL
49,50,Alabama,1985,1.0821,1,0.087,0.040999999999999995,0.046,0.087,0.040999999999999995,0.046,0.0,0.0,0.0,AL
50,51,Alabama,1986,1.0565,1,0.0819,0.0403,0.0416,0.0819,0.0403,0.0416,0.0,0.0,0.0,AL
51,52,Alabama,1987,1.0987,1,0.0706,0.0396,0.0309,0.0706,0.0396,0.0309,0.0,0.0,0.0,AL
52,53,Alabama,1988,1.1364,1,0.0784,0.0352,0.0432,0.0784,0.0352,0.0432,0.0,0.0,0.0,AL
53,54,Alabama,1989,1.0752,1,0.07400000000000001,0.0365,0.0374,0.07400000000000001,0.0365,0.0374,0.0,0.0,0.0,AL
54,55,Alabama,1990,1.0732,1,0.0682,0.033,0.0352,0.0682,0.033,0.0352,0.0,0.0,0.0,AL
55,56,Alabama,1991,1.0364,1,0.0634,0.0307,0.0327,0.0634,0.0307,0.0327,0.0,0.0,0.0,AL
56,57,Alabama,1992,1.0274,1,0.0616,0.0303,0.0313,0.0616,0.0303,0.0313,0.0,0.0,0.0,AL
57,58,Alabama,1993,1.0575,1,0.066,0.0308,0.0352,0.066,0.0308,0.0352,0.0,0.0,0.0,AL
58,59,Alabama,1994,1.0249,1,0.0657,0.0334,0.0323,0.0657,0.0334,0.0323,0.0,0.0,0.0,AL
59,60,Alabama,1995,1.0170000000000001,1,0.0638,0.032,0.0319,0.0638,0.032,0.0319,0.0,0.0,0.0,AL
60,61,Alabama,1996,1.0163,1,0.0594,0.0304,0.0291,0.0594,0.0304,0.0291,0.0,0.0,0.0,AL
61,62,Alabama,1997,1.0495,1,0.0571,0.0305,0.0266,0.0571,0.0305,0.0266,0.0,0.0,0.0,AL
62,63,Alabama,1998,1.0345,1,0.0569,0.0302,0.0266,0.0569,0.0302,0.0266,0.0,0.0,0.0,AL
63,64,Alabama,1999,1.0104,1,0.0534,0.0272,0.0262,0.0534,0.0272,0.0262,0.0,0.0,0.0,AL
64,65,Alabama,2000,1.0161,1,0.0589,0.0266,0.0323,0.0589,0.0266,0.0323,0.0,0.0,0.0,AL
65,66,Alabama,2002,0.8451,1,0.0585,0.0216,0.0369,0.0585,0.0216,0.0369,0.0,0.0,0.0,AL
66,67,Alabama,2004,1.0201,1,0.0513,0.0195,0.0318,0.0513,0.0195,0.0318,0.0,0.0,0.0,AL
67,68,Alabama,2005,1.0512,1,0.0548,0.0193,0.0355,0.0548,0.0193,0.0355,0.0,0.0,0.0,AL
68,69,Alabama,2006,1.0583,1,0.0568,0.0223,0.0345,0.0568,0.0223,0.0345,0.0,0.0,0.0,AL
69,70,Alabama,2007,1.1178,1,0.0549,0.0233,0.0316,0.0549,0.0233,0.0316,0.0,0.0,0.0,AL
70,71,Alabama,2008,0.818,1,0.0515,0.0236,0.0279,0.0515,0.0236,0.0279,0.0,0.0,0.0,AL
71,72,Alabama,2009,0.8233,1,0.055999999999999994,0.0253,0.0307,0.055999999999999994,0.0253,0.0307,0.0,0.0,0.0,AL
72,73,Alabama,2010,0.9984,1,0.0502,0.025,0.0252,0.05,0.0248,0.0252,0.0001,0.0001,0.0,AL
73,74,Alabama,2011,0.9764,1,0.0516,0.0248,0.0268,0.0516,0.0248,0.0268,0.0,0.0,0.0,AL
74,75,Alabama,2012,1.0358,1,0.0538,0.0247,0.0291,0.0537,0.0246,0.0291,0.0001,0.0,0.0,AL
75,76,Alabama,2013,1.0101,1,0.0534,0.0242,0.0291,0.0533,0.0242,0.0291,0.0,0.0,0.0,AL
76,77,Alabama,2014,0.9992,1,0.0522,0.0245,0.0277,0.0521,0.0245,0.0276,0.0001,0.0,0.0001,AL
77,78,Alabama,2015,0.9508,1,0.0535,0.0246,0.0289,0.0534,0.0246,0.0289,0.0001,0.0,0.0001,AL
78,79,Alabama,2016,1.0164,1,0.0536,0.0264,0.0272,0.0535,0.0263,0.0272,0.0001,0.0,0.0,AL
79,80,Alabama,2017,1.0257,1,0.052000000000000005,0.0255,0.0265,0.052000000000000005,0.0255,0.0265,0.0,0.0,0.0,AL
80,81,Florida,1977,1.0105,1,0.0682,0.0254,0.0429,0.0646,0.0238,0.0409,0.0036,0.0016,0.002,FL
81,82,Florida,1978,1.0611,1,0.0696,0.0242,0.0454,0.0672,0.0226,0.0446,0.0024,0.0016,0.0008,FL
82,83,Florida,1979,1.0735,1,0.0764,0.0259,0.0505,0.0745,0.0245,0.05,0.0019,0.0014,0.0005,FL
83,84,Florida,1980,1.0513,1,0.0821,0.0253,0.0569,0.0805,0.0239,0.0565,0.0017,0.0013,0.0003,FL
84,85,Florida,1981,1.0346,1,0.0731,0.0242,0.0488,0.0706,0.023,0.0475,0.0025,0.0012,0.0013,FL
85,86,Florida,1982,0.9778,1,0.0691,0.0245,0.0447,0.0655,0.023,0.0425,0.0036,0.0014,0.0021,FL
86,87,Florida,1983,1.0212,1,0.0659,0.0256,0.0402,0.0628,0.0243,0.0385,0.0031,0.0014,0.0017,FL
87,88,Florida,1984,1.0298,1,0.0607,0.0235,0.0372,0.0586,0.0223,0.0363,0.0021,0.0013,0.0009,FL
88,89,Florida,1985,1.0816,1,0.0642,0.0214,0.0428,0.0619,0.0201,0.0418,0.0022,0.0012,0.001,FL
89,90,Florida,1986,1.061,1,0.0646,0.0242,0.0404,0.0608,0.0227,0.0381,0.0037,0.0015,0.0023,FL
90,91,Florida,1987,1.0438,1,0.0639,0.0244,0.0394,0.0589,0.0231,0.0358,0.0049,0.0013,0.0036,FL
91,92,Florida,1988,1.0394,1,0.07400000000000001,0.0247,0.0493,0.0662,0.0229,0.0432,0.0078,0.0018,0.0061,FL
92,93,Florida,1989,1.0339,1,0.0682,0.0252,0.043,0.0617,0.0239,0.0378,0.0065,0.0013,0.0052,FL
93,94,Florida,1990,1.0107,1,0.0593,0.0227,0.0366,0.0549,0.0218,0.0331,0.0044,0.001,0.0035,FL
94,95,Florida,1991,0.9590000000000001,1,0.057999999999999996,0.0245,0.0334,0.0509,0.0216,0.0293,0.0071,0.003,0.0041,FL
95,96,Florida,1992,1.0037,1,0.0621,0.0251,0.037000000000000005,0.0526,0.0222,0.0304,0.0095,0.0029,0.0066,FL
96,97,Florida,1993,1.0493,1,0.063,0.0246,0.0384,0.0545,0.0219,0.0326,0.0085,0.0027,0.0058,FL
97,98,Florida,1994,1.0913,1,0.0669,0.0266,0.0403,0.0586,0.0235,0.0351,0.0084,0.0031,0.0053,FL
98,99,Florida,1995,1.0443,1,0.0665,0.0259,0.0406,0.0584,0.023,0.0354,0.0082,0.003,0.0052,FL
99,100,Florida,1996,1.0819,1,0.0668,0.0254,0.0414,0.0581,0.0225,0.0356,0.0087,0.0029,0.0058,FL
100,101,Florida,1997,1.0681,1,0.0643,0.0251,0.0392,0.0574,0.0224,0.035,0.0069,0.0027,0.0042,FL
101,102,Florida,1998,1.1918,1,0.0636,0.0247,0.0389,0.0566,0.0219,0.0347,0.006999999999999999,0.0028,0.0042,FL
102,103,Florida,1999,1.0962,1,0.0627,0.0243,0.0384,0.0542,0.0214,0.0327,0.0085,0.0029,0.0056,FL
103,104,Florida,2000,1.0961,1,0.0614,0.0244,0.037000000000000005,0.0533,0.0214,0.0319,0.0081,0.003,0.0052,FL
104,105,Florida,2002,0.9394,1,0.0677,0.0218,0.0459,0.0563,0.0167,0.0396,0.0114,0.005,0.0063,FL
105,106,Florida,2004,1.1189,1,0.061,0.0205,0.0405,0.0555,0.018000000000000002,0.0375,0.0055,0.0025,0.003,FL
106,107,Florida,2005,1.0354,1,0.0608,0.0215,0.0393,0.0534,0.0191,0.0343,0.0074,0.0024,0.005,FL
107,108,Florida,2006,1.0865,1,0.064,0.0231,0.0409,0.0558,0.0207,0.0352,0.0082,0.0024,0.0058,FL
108,109,Florida,2007,1.1633,1,0.0659,0.0205,0.0454,0.0564,0.0175,0.0389,0.0095,0.0029,0.0065,FL
109,110,Florida,2008,0.9367,1,0.0675,0.0197,0.0478,0.0577,0.0166,0.0411,0.0098,0.0031,0.0067,FL
110,111,Florida,2009,0.7378,1,0.0612,0.0197,0.0415,0.053,0.0168,0.0362,0.0082,0.0029,0.0052,FL
111,112,Florida,2010,1.0201,1,0.0537,0.0187,0.035,0.0476,0.0161,0.0314,0.0062,0.0025,0.0036,FL
112,113,Florida,2011,1.1051,1,0.0502,0.0185,0.0317,0.044000000000000004,0.016,0.027999999999999997,0.0062,0.0025,0.0038,FL
113,114,Florida,2012,0.9441,1,0.0502,0.0185,0.0317,0.0442,0.016,0.0282,0.006,0.0025,0.0036,FL
114,115,Florida,2013,1.093,1,0.0526,0.0187,0.0338,0.0462,0.0162,0.03,0.0063,0.0025,0.0038,FL
115,116,Florida,2014,1.1287,1,0.0569,0.0195,0.0374,0.0465,0.0171,0.0295,0.0104,0.0024,0.008,FL
116,117,Florida,2015,1.0068,1,0.057999999999999996,0.0193,0.0387,0.0507,0.0168,0.0339,0.0073,0.0025,0.0048,FL
117,118,Florida,2016,0.9732,1,0.057999999999999996,0.0199,0.0381,0.0499,0.0171,0.0328,0.008,0.0028,0.0053,FL
118,119,Florida,2017,1.0896,1,0.061,0.0209,0.0401,0.0506,0.0174,0.0332,0.0104,0.0035,0.0069,FL
119,120,Georgia,1977,0.9909,1,0.0729,0.0305,0.0424,0.0729,0.0305,0.0424,0.0,0.0,0.0,GA
120,121,Georgia,1978,1.0692,1,0.0929,0.0307,0.0622,0.0929,0.0307,0.0622,0.0,0.0,0.0,GA
121,122,Georgia,1979,1.0533,1,0.08900000000000001,0.0297,0.0593,0.08900000000000001,0.0297,0.0593,0.0,0.0,0.0,GA
122,123,Georgia,1980,1.0532,1,0.0924,0.0288,0.0636,0.0924,0.0288,0.0636,0.0,0.0,0.0,GA
123,124,Georgia,1981,1.0511,1,0.0753,0.0266,0.0488,0.0753,0.0266,0.0488,0.0,0.0,0.0,GA
124,125,Georgia,1982,1.0027,1,0.0904,0.0288,0.0616,0.0904,0.0288,0.0616,0.0,0.0,0.0,GA
125,126,Georgia,1983,1.0374,1,0.0737,0.0276,0.0461,0.0737,0.0276,0.0461,0.0,0.0,0.0,GA
126,127,Georgia,1984,1.0913,1,0.0638,0.0304,0.0334,0.0638,0.0304,0.0334,0.0,0.0,0.0,GA
127,128,Georgia,1985,1.0984,1,0.0786,0.0286,0.05,0.0785,0.0286,0.05,0.0,0.0,0.0,GA
128,129,Georgia,1986,1.0633,1,0.0727,0.0271,0.0456,0.0726,0.027000000000000003,0.0456,0.0,0.0,0.0,GA
129,130,Georgia,1987,1.0369,1,0.0687,0.0253,0.0434,0.0687,0.0253,0.0434,0.0,0.0,0.0,GA
130,131,Georgia,1988,1.0499,1,0.0683,0.0198,0.0486,0.0683,0.0197,0.0486,0.0001,0.0001,0.0,GA
131,132,Georgia,1989,1.0422,1,0.0616,0.0197,0.0419,0.0615,0.0196,0.0419,0.0001,0.0001,0.0,GA
132,133,Georgia,1990,1.0566,1,0.0634,0.0193,0.0441,0.0633,0.0193,0.0441,0.0,0.0,0.0,GA
133,134,Georgia,1991,1.0189,1,0.0622,0.0179,0.0443,0.0622,0.0179,0.0443,0.0,0.0,0.0,GA
134,135,Georgia,1992,1.0298,1,0.0528,0.0165,0.0362,0.0527,0.0165,0.0362,0.0,0.0,0.0,GA
135,136,Georgia,1993,1.0525,1,0.0557,0.0159,0.0399,0.0557,0.0158,0.0399,0.0,0.0,0.0,GA
136,137,Georgia,1994,1.0726,1,0.051,0.016,0.035,0.0508,0.0158,0.035,0.0002,0.0002,0.0,GA
137,138,Georgia,1995,1.0372,1,0.0579,0.0157,0.0422,0.0577,0.0155,0.0422,0.0002,0.0002,0.0,GA
138,139,Georgia,1996,1.0819,1,0.0584,0.0162,0.0422,0.0582,0.016,0.0422,0.0002,0.0002,0.0,GA
139,140,Georgia,1997,1.0716,1,0.0508,0.0167,0.0342,0.0506,0.0164,0.0342,0.0002,0.0002,0.0,GA
140,141,Georgia,1998,1.0424,1,0.0548,0.0149,0.0398,0.0545,0.0147,0.0398,0.0002,0.0002,0.0,GA
141,142,Georgia,1999,1.1268,1,0.0603,0.0149,0.0454,0.0601,0.0147,0.0454,0.0002,0.0002,0.0,GA
142,143,Georgia,2000,1.1331,1,0.0574,0.015,0.0423,0.0571,0.0148,0.0423,0.0003,0.0003,0.0,GA
143,144,Georgia,2002,0.8611,1,0.0548,0.0127,0.0421,0.0546,0.0125,0.0421,0.0002,0.0002,0.0,GA
144,145,Georgia,2004,0.9746,1,0.0418,0.0125,0.0292,0.0415,0.0123,0.0292,0.0002,0.0002,0.0,GA
145,146,Georgia,2005,0.9929,1,0.0615,0.0261,0.0353,0.0612,0.0259,0.0353,0.0002,0.0002,0.0,GA
146,147,Georgia,2006,1.0265,1,0.0588,0.0258,0.033,0.0585,0.0255,0.033,0.0003,0.0003,0.0,GA
147,148,Georgia,2007,1.0329,1,0.0875,0.0167,0.0708,0.0874,0.0166,0.0708,0.0001,0.0001,0.0,GA
148,149,Georgia,2008,0.9401,1,0.05,0.0162,0.0338,0.0499,0.0161,0.0338,0.0001,0.0001,0.0,GA
149,150,Georgia,2009,0.8293,1,0.043,0.0152,0.0278,0.0429,0.0151,0.0278,0.0001,0.0001,0.0,GA
150,151,Georgia,2010,0.9771,1,0.0442,0.0142,0.03,0.0441,0.0141,0.03,0.0001,0.0001,0.0,GA
151,152,Georgia,2011,1.0771,1,0.037000000000000005,0.0151,0.0219,0.0369,0.015,0.0219,0.0001,0.0001,0.0,GA
152,153,Georgia,2012,0.9237,1,0.0396,0.0152,0.0244,0.0394,0.015,0.0244,0.0002,0.0002,0.0,GA
153,154,Georgia,2013,1.0502,1,0.0425,0.0162,0.0264,0.0423,0.016,0.0264,0.0002,0.0002,0.0,GA
154,155,Georgia,2014,1.107,1,0.0439,0.0165,0.0275,0.0438,0.0163,0.0275,0.0002,0.0002,0.0,GA
155,156,Georgia,2015,0.9699,1,0.04,0.0162,0.0238,0.0399,0.0161,0.0238,0.0001,0.0001,0.0,GA
156,157,Georgia,2016,0.9543,1,0.0503,0.0194,0.0309,0.0501,0.0192,0.0309,0.0002,0.0002,0.0,GA
157,158,Georgia,2017,1.0769,1,0.0512,0.02,0.0312,0.051,0.0198,0.0312,0.0002,0.0002,0.0,GA
158,159,Hawaii,1977,0.9606,1,0.0701,0.0316,0.0385,0.0701,0.0316,0.0385,0.0,0.0,0.0,HI
159,160,Hawaii,1978,1.0196,1,0.0549,0.0195,0.0353,0.0549,0.0195,0.0353,0.0,0.0,0.0,HI
160,161,Hawaii,1979,1.0877,1,0.0632,0.0223,0.0409,0.0632,0.0223,0.0409,0.0,0.0,0.0,HI
161,162,Hawaii,1980,1.123,1,0.0619,0.0184,0.0435,0.0619,0.0184,0.0435,0.0,0.0,0.0,HI
162,163,Hawaii,1981,1.0942,1,0.0615,0.0212,0.0403,0.0615,0.0212,0.0403,0.0,0.0,0.0,HI
163,164,Hawaii,1982,1.0616,1,0.0563,0.0237,0.0326,0.0563,0.0237,0.0326,0.0,0.0,0.0,HI
164,165,Hawaii,1983,1.0419,1,0.0551,0.0184,0.0368,0.0551,0.0184,0.0368,0.0,0.0,0.0,HI
165,166,Hawaii,1984,1.0995,1,0.0611,0.0217,0.0393,0.0611,0.0217,0.0393,0.0,0.0,0.0,HI
166,167,Hawaii,1985,1.0390000000000001,1,0.042,0.0205,0.0215,0.042,0.0205,0.0215,0.0,0.0,0.0,HI
167,168,Hawaii,1986,1.1236,1,0.0453,0.0218,0.0235,0.0453,0.0218,0.0235,0.0,0.0,0.0,HI
168,169,Hawaii,1987,1.1238,1,0.0428,0.0217,0.0211,0.0428,0.0217,0.0211,0.0,0.0,0.0,HI
169,170,Hawaii,1988,1.1938,1,0.0507,0.0243,0.0264,0.0507,0.0243,0.0264,0.0,0.0,0.0,HI
170,171,Hawaii,1989,1.1674,1,0.0499,0.0248,0.0251,0.0499,0.0248,0.0251,0.0,0.0,0.0,HI
171,172,Hawaii,1990,1.1524,1,0.0538,0.0197,0.0341,0.0538,0.0197,0.0341,0.0,0.0,0.0,HI
172,173,Hawaii,1991,1.0427,1,0.0599,0.0197,0.0402,0.0599,0.0197,0.0402,0.0,0.0,0.0,HI
173,174,Hawaii,1992,0.9757,1,0.0647,0.0196,0.0451,0.0647,0.0196,0.0451,0.0,0.0,0.0,HI
174,175,Hawaii,1993,0.9597,1,0.0608,0.0162,0.0446,0.0608,0.0162,0.0446,0.0,0.0,0.0,HI
175,176,Hawaii,1994,0.9484,1,0.0576,0.0147,0.0429,0.0576,0.0147,0.0429,0.0,0.0,0.0,HI
176,177,Hawaii,1995,0.937,1,0.0463,0.0123,0.034,0.0463,0.0123,0.034,0.0,0.0,0.0,HI
177,178,Hawaii,1996,1.0331,1,0.0453,0.0121,0.0332,0.0453,0.0121,0.0332,0.0,0.0,0.0,HI
178,179,Hawaii,1997,1.0651,1,0.0517,0.0145,0.0373,0.0517,0.0145,0.0373,0.0,0.0,0.0,HI
179,180,Hawaii,1998,1.1062,1,0.0446,0.0144,0.0302,0.0446,0.0144,0.0302,0.0,0.0,0.0,HI
180,181,Hawaii,1999,1.0391,1,0.0518,0.0196,0.0322,0.0518,0.0196,0.0322,0.0,0.0,0.0,HI
181,182,Hawaii,2000,1.0284,1,0.0428,0.0195,0.0233,0.0428,0.0195,0.0233,0.0,0.0,0.0,HI
182,183,Hawaii,2002,0.7926,1,0.0445,0.0196,0.025,0.0445,0.0196,0.025,0.0,0.0,0.0,HI
183,184,Hawaii,2004,1.0289,1,0.0356,0.0208,0.0148,0.0356,0.0208,0.0148,0.0,0.0,0.0,HI
184,185,Hawaii,2005,1.0443,1,0.0443,0.0205,0.0238,0.0443,0.0205,0.0238,0.0,0.0,0.0,HI
185,186,Hawaii,2006,1.089,1,0.0404,0.0227,0.0177,0.0404,0.0227,0.0177,0.0,0.0,0.0,HI
186,187,Hawaii,2007,1.107,1,0.0412,0.0217,0.0195,0.0409,0.0217,0.0192,0.0003,0.0,0.0003,HI
187,188,Hawaii,2008,0.8916,1,0.0457,0.024,0.0218,0.0457,0.024,0.0218,0.0,0.0,0.0,HI
188,189,Hawaii,2009,0.6954,1,0.0479,0.0256,0.0223,0.0479,0.0256,0.0223,0.0,0.0,0.0,HI
189,190,Hawaii,2010,1.0227,1,0.0522,0.0276,0.0246,0.0522,0.0276,0.0246,0.0,0.0,0.0,HI
190,191,Hawaii,2011,1.1081,1,0.0392,0.0209,0.0183,0.0392,0.0209,0.0183,0.0,0.0,0.0,HI
191,192,Hawaii,2012,0.9367,1,0.0446,0.026000000000000002,0.0185,0.0446,0.026000000000000002,0.0185,0.0,0.0,0.0,HI
192,193,Hawaii,2013,1.113,1,0.0466,0.0261,0.0205,0.0466,0.0261,0.0205,0.0,0.0,0.0,HI
193,194,Hawaii,2014,1.1177,1,0.0448,0.0272,0.0176,0.0448,0.0272,0.0176,0.0,0.0,0.0,HI
194,195,Hawaii,2015,1.0457,1,0.0522,0.0241,0.0281,0.0522,0.0241,0.0281,0.0,0.0,0.0,HI
195,196,Hawaii,2016,1.0716,1,0.0476,0.025,0.0226,0.0474,0.025,0.0224,0.0002,0.0,0.0002,HI
196,197,Hawaii,2017,1.2125,1,0.0359,0.0248,0.0111,0.0358,0.0247,0.0111,0.0001,0.0,0.0001,HI
197,198,Idaho,1977,1.0303,1,0.1405,0.0491,0.0914,0.1405,0.0491,0.0914,0.0,0.0,0.0,ID
198,199,Idaho,1978,1.0814,1,0.1352,0.0553,0.0799,0.1352,0.0553,0.0799,0.0,0.0,0.0,ID
199,200,Idaho,1979,1.1075,1,0.1193,0.051,0.0683,0.1193,0.051,0.0683,0.0,0.0,0.0,ID
200,201,Idaho,1980,1.0805,1,0.1174,0.0435,0.0738,0.1174,0.0435,0.0738,0.0,0.0,0.0,ID
201,202,Idaho,1981,1.08,1,0.1067,0.0475,0.0592,0.1067,0.0475,0.0592,0.0,0.0,0.0,ID
202,203,Idaho,1982,1.0479,1,0.0965,0.04,0.0565,0.0965,0.04,0.0565,0.0,0.0,0.0,ID
203,204,Idaho,1983,1.0428,1,0.1029,0.0361,0.0668,0.1029,0.0361,0.0668,0.0,0.0,0.0,ID
204,205,Idaho,1984,1.0924,1,0.1124,0.0417,0.0708,0.1124,0.0417,0.0708,0.0,0.0,0.0,ID
205,206,Idaho,1985,1.077,1,0.1137,0.0378,0.0759,0.1137,0.0378,0.0759,0.0,0.0,0.0,ID
206,207,Idaho,1986,1.0876,1,0.1136,0.0376,0.0761,0.1136,0.0376,0.0761,0.0,0.0,0.0,ID
207,208,Idaho,1987,1.1089,1,0.1048,0.0358,0.069,0.1048,0.0358,0.069,0.0,0.0,0.0,ID
208,209,Idaho,1988,1.0828,1,0.1024,0.0347,0.0677,0.1024,0.0347,0.0677,0.0,0.0,0.0,ID
209,210,Idaho,1989,1.1341,1,0.1138,0.0347,0.0791,0.1138,0.0347,0.0791,0.0,0.0,0.0,ID
210,211,Idaho,1990,1.1448,1,0.1106,0.0334,0.0772,0.1106,0.0334,0.0772,0.0,0.0,0.0,ID
211,212,Idaho,1991,1.0873,1,0.0982,0.032,0.0662,0.0982,0.032,0.0662,0.0,0.0,0.0,ID
