,ID,State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay,State_Abbreviation
494,495,Alaska,2002,9528047,12804330,1247514,589392,658122,1115826,494473,621353,131688,94918,36769,AK
495,496,Alaska,2004,14314492,12997298,1236096,707695,528402,1063294,605925,457369,172802,101770,71033,AK
496,497,Alaska,2005,14313166,12584688,1508687,657204,851483,1343266,540224,803042,165420,116980,48440,AK
497,498,Alaska,2006,16106169,13127937,1585258,744816,840442,1422939,596840,826098,162319,147975,14344,AK
498,499,Alaska,2007,18364371,13783267,1655630,773226,882405,1469307,617367,851940,186323,155859,30464,AK
499,500,Alaska,2008,21730092,14690694,1731912,786770,945142,1543492,633515,909977,188420,153254,35166,AK
500,501,Alaska,2009,14395318,16619995,1949467,839394,1110073,1763838,690372,1073466,185630,149022,36607,AK
501,502,Alaska,2010,17584986,16243888,1949781,844154,1105627,1775620,700978,1074643,174160,143176,30984,AK
502,503,Alaska,2011,20000367,15888378,1833764,877576,956188,1638625,715867,922758,195139,161709,33430,AK
503,504,Alaska,2012,19428599,15625064,1359937,798732,561205,1139807,621505,518301,220130,177227,42904,AK
504,505,Alaska,2013,18289294,16296673,1483100,849407,633693,1265888,675732,590156,217212,173675,43537,AK
505,506,Alaska,2014,17047207,17128304,1667037,857702,809335,1480148,693591,786557,186888,164110,22778,AK
506,507,Alaska,2015,12393601,17444872,1638567,795986,842580,1456069,641864,814204,182498,154122,28376,AK
507,508,Alaska,2016,11890914,16188172,1616616,707267,909349,1473271,585726,887545,143345,121541,21804,AK
508,509,Alaska,2017,14283536,14928952,1412527,706430,706097,1290379,591614,698765,122148,114816,7332,AK
509,510,Maine,1977,5745022,5783906,641357,390428,250928,579705,347880,231824,61652,42548,19104,ME
510,511,Maine,1978,6058411,5881012,635925,393677,242248,599247,369876,229371,36678,23801,12876,ME
511,512,Maine,1979,5813774,5623613,657442,382992,274450,614151,353510,260641,43291,29482,13809,ME
512,513,Maine,1980,5637930,5423771,627721,347205,280517,592378,322101,270278,35343,25104,10239,ME
513,514,Maine,1981,5594086,5340693,520987,330742,190244,490510,306597,183913,30477,24145,6332,ME
514,515,Maine,1982,5639002,5518108,543989,323591,220397,513528,299105,214423,30461,24487,5974,ME
515,516,Maine,1983,5798203,5718753,558541,365947,192594,511373,342705,168668,47168,23242,23926,ME
516,517,Maine,1984,6224920,5968736,523814,344687,179126,495414,320159,175255,28400,24529,3871,ME
517,518,Maine,1985,6786680,6263925,607574,364431,243143,563710,336486,227224,43864,27945,15919,ME
518,519,Maine,1986,7285501,6728305,633794,377760,256034,590963,346576,244386,42831,31183,11648,ME
519,520,Maine,1987,7853274,7066467,629346,402771,226574,582005,370673,211332,47341,32099,15242,ME
520,521,Maine,1988,8216897,7425010,628674,393477,235197,580135,353990,226144,48539,39486,9053,ME
521,522,Maine,1989,8558173,7971656,656046,381571,274475,592495,344759,247735,63551,36811,26740,ME
522,523,Maine,1990,8478645,8245452,684374,446285,238089,626414,407511,218903,57960,38775,19186,ME
523,524,Maine,1991,8253410,8985820,734493,447778,286715,662828,402884,259944,71664,44894,26771,ME
524,525,Maine,1992,9132518,9240451,690428,435465,254963,625655,393815,231840,64772,41649,23123,ME
525,526,Maine,1993,9298893,9134345,664750,445304,219446,608798,404818,203981,55952,40486,15465,ME
526,527,Maine,1994,9495648,9087606,654128,385814,268314,596953,347215,249738,57175,38599,18576,ME
527,528,Maine,1995,9583531,9345893,691991,397749,294242,615438,357901,257537,76553,39848,36705,ME
528,529,Maine,1996,9599410,9383579,761984,472357,289627,680159,435431,244728,81825,36926,44900,ME
529,530,Maine,1997,11188909,9717916,761460,490481,270979,673584,446497,227086,87877,43984,43893,ME
530,531,Maine,1998,12020292,10027634,714964,510244,204720,674289,473931,200358,40675,36312,4363,ME
531,532,Maine,1999,11911397,10244470,753788,501651,252137,695514,462909,232605,58274,38742,19532,ME
532,533,Maine,2000,12176884,10892655,814341,497540,316801,714327,458520,255807,100014,39020,60994,ME
533,534,Maine,2002,10926770,11822868,841591,508543,333048,723168,467314,255854,118423,41229,77194,ME
534,535,Maine,2004,14656266,12994614,902045,535940,366106,762065,459967,302098,139981,75973,64008,ME
535,536,Maine,2005,14286855,12810223,885474,540832,344643,784398,465388,319010,101077,75444,25633,ME
536,537,Maine,2006,13965572,13002009,970492,567304,403187,882146,489485,392661,88345,77820,10526,ME
537,538,Maine,2007,14756934,12841038,859030,557371,301659,763540,469548,293992,95490,87823,7667,ME
538,539,Maine,2008,12062824,12744270,811109,567262,243847,721452,484351,237102,89657,82912,6746,ME
539,540,Maine,2009,10836942,13636048,883016,590685,292330,787992,502222,285770,95024,88463,6561,ME
540,541,Maine,2010,14115548,13810682,940640,565525,375115,850230,481220,369010,90410,84305,6105,ME
541,542,Maine,2011,15170597,13621721,998344,567355,430989,890025,484409,405616,108319,82946,25373,ME
542,543,Maine,2012,12560595,13365138,949487,536796,412691,838723,454493,384230,110764,82303,28461,ME
543,544,Maine,2013,13630946,12982094,945582,544920,400662,832698,458402,374296,112884,86518,26366,ME
544,545,Maine,2014,14507705,13182558,904011,545346,358666,808927,466906,342021,95084,78440,16644,ME
545,546,Maine,2015,12971564,12858879,972643,560484,412159,860549,471568,388982,112094,88916,23177,ME
546,547,Maine,2016,13034278,13240203,1041152,637699,403453,894052,553571,340481,147099,84128,62972,ME
547,548,Maine,2017,14426263,12814776,986429,619007,367422,857848,533410,324438,128581,85597,42984,ME
548,549,Maryland,1977,26507685,26460967,1853746,566680,1287066,1715318,521551,1193767,138428,45129,93299,MD
549,550,Maryland,1978,27955635,26327907,1862950,684389,1178561,1754867,637173,1117695,108082,47216,60866,MD
550,551,Maryland,1979,27247725,25781711,1850767,731504,1119263,1786810,686144,1100666,63957,45361,18597,MD
551,552,Maryland,1980,26565936,25822232,2021098,698530,1322568,1904600,645189,1259411,116497,53340,63157,MD
552,553,Maryland,1981,25742972,24886839,1755615,669685,1085930,1649655,629176,1020479,105960,40508,65452,MD
553,554,Maryland,1982,25602268,25022312,2146294,579692,1566601,2043930,537275,1506655,102364,42417,59946,MD
554,555,Maryland,1983,26483666,26436807,2100223,808251,1291972,2008505,766450,1242055,91718,41801,49917,MD
555,556,Maryland,1984,27509228,26292220,1809276,793582,1015693,1718669,750862,967806,90607,42720,47887,MD
556,557,Maryland,1985,29283903,26678444,2138638,858089,1280549,2037512,817616,1219896,101126,40472,60654,MD
557,558,Maryland,1986,32389535,28997985,2397269,915324,1481945,2009490,865068,1144422,387779,50256,337523,MD
558,559,Maryland,1987,33476192,30178501,2524781,966714,1558068,2383958,915510,1468448,140823,51203,89620,MD
559,560,Maryland,1988,37365024,31475843,2860695,1000392,1860303,2664552,948511,1716041,196144,51881,144262,MD
560,561,Maryland,1989,35815881,32602601,2895326,1025396,1869930,2630448,971116,1659332,264878,54280,210598,MD
561,562,Maryland,1990,36622777,35008318,2829439,1079599,1749840,2619933,1017589,1602344,209505,62010,147496,MD
562,563,Maryland,1991,35899017,36840145,2574298,955451,1618847,2454850,895980,1558870,119448,59471,59977,MD
563,564,Maryland,1992,37661860,36054603,1950034,942306,1007728,1813205,885584,927621,136829,56722,80107,MD
564,565,Maryland,1993,39524083,35999073,1829832,909153,920679,1710575,850760,859815,119257,58393,60864,MD
565,566,Maryland,1994,40274875,37523810,1889353,1040255,849098,1769083,983097,785987,120269,57158,63111,MD
566,567,Maryland,1995,41016871,38697053,2022938,1063148,959790,1892852,1006332,886521,130086,56817,73269,MD
567,568,Maryland,1996,40373928,38605299,2040794,1112462,928331,1873528,1053305,820222,167266,59157,108109,MD
568,569,Maryland,1997,47156231,39524725,2145073,1076491,1068583,1997916,1021181,976735,147158,55310,91847,MD
569,570,Maryland,1998,47998065,39778410,2057397,1002026,1055371,1926363,946284,980080,131034,55743,75291,MD
570,571,Maryland,1999,46004358,41110171,2164420,1076156,1088264,2009619,1017202,992417,154801,58954,95847,MD
571,572,Maryland,2000,48325482,43555240,2116641,1118496,998145,1985449,1058740,926709,131192,59755,71436,MD
572,573,Maryland,2002,45601339,48679043,2527780,1162934,1364846,2379566,1081887,1297679,148214,81048,67166,MD
573,574,Maryland,2004,57619965,49842541,2517011,1251715,1265297,2246733,1102965,1143768,270278,148750,121528,MD
574,575,Maryland,2005,56575218,51927571,2833331,1417495,1415836,2572899,1259824,1313075,260432,157671,102761,MD
575,576,Maryland,2006,58717115,53839358,2955613,1388300,1567314,2654831,1245445,1409385,300783,142854,157929,MD
576,577,Maryland,2007,62877642,56497857,3259424,1532964,1726460,2698042,1395536,1302507,561381,137429,423953,MD
577,578,Maryland,2008,51142794,58368466,3284653,1558973,1725680,2508605,1461051,1047554,776048,97923,678126,MD
578,579,Maryland,2009,45709820,62546517,3431593,1638694,1792900,2466539,1548739,917800,965054,89954,875100,MD
579,580,Maryland,2010,64629159,64619246,3499619,1708656,1790963,2480131,1611533,868598,1019488,97122,922366,MD
580,581,Maryland,2011,68438012,62943841,3225746,1476975,1748771,2167579,1378895,788684,1058167,98080,960087,MD
581,582,Maryland,2012,60404314,65953097,5395118,1574167,3820951,2382449,1483741,898709,3012669,90427,2922242,MD
582,583,Maryland,2013,66937420,63943483,2991165,1562268,1428898,2426431,1518330,908100,564734,43937,520797,MD
583,584,Maryland,2014,69689280,65504631,3202657,1714011,1488645,2606248,1669539,936709,596408,44472,551936,MD
584,585,Maryland,2015,66536304,68852573,3546701,1793521,1753180,2754391,1748472,1005919,792311,45049,747261,MD
585,586,Maryland,2016,65468830,67592947,3473203,1745978,1727225,2856818,1704471,1152347,616385,41507,574878,MD
586,587,Maryland,2017,72903723,69565402,3365433,1649097,1716336,2852785,1609774,1243011,512648,39323,473325,MD
587,588,Massachusetts,1977,39689871,39901592,2089066,1234131,854935,1960806,1135334,825472,128259,98796,29463,MA
588,589,Massachusetts,1978,40675423,38550301,2243220,1344085,899135,2138992,1268643,870349,104229,75442,28787,MA
589,590,Massachusetts,1979,39844968,39207437,1931809,1123892,807917,1819341,1053449,765892,112468,70443,42025,MA
590,591,Massachusetts,1980,37469540,37124284,1834914,1033300,801614,1721795,961522,760274,113118,71778,41340,MA
591,592,Massachusetts,1981,35577030,36777044,1842464,997595,844869,1742102,927985,814117,100362,69610,30752,MA
592,593,Massachusetts,1982,35929088,35888197,1575542,904734,670808,1477449,830690,646759,98094,74044,24050,MA
593,594,Massachusetts,1983,37259345,37687153,1649330,935522,713809,1545477,855031,690446,103854,80491,23363,MA
594,595,Massachusetts,1984,38432072,37785269,1623485,962706,660779,1523054,880950,642104,100431,81755,18675,MA
595,596,Massachusetts,1985,40721583,39453741,1713008,965424,747584,1586580,876258,710322,126428,89166,37262,MA
596,597,Massachusetts,1986,44805362,43092982,1853011,1037401,815610,1715044,942625,772419,137967,94776,43191,MA
597,598,Massachusetts,1987,45657359,45529579,2099612,1110849,988764,1958228,1029129,929100,141384,81720,59664,MA
598,599,Massachusetts,1988,46360016,48150123,2207205,1055603,1151602,2038779,962700,1076079,168426,92903,75523,MA
599,600,Massachusetts,1989,47847800,50923803,2188512,1051169,1137343,2020190,954357,1065833,168322,96813,71510,MA
600,601,Massachusetts,1990,48890133,51886685,1850549,1021186,829363,1667587,919382,748205,182962,101805,81158,MA
601,602,Massachusetts,1991,50214497,54209636,1977996,907416,1070580,1775821,795080,980741,202175,112336,89840,MA
602,603,Massachusetts,1992,52578495,53471597,2305531,915377,1390154,2077396,794570,1282827,228135,120808,107327,MA
603,604,Massachusetts,1993,53489946,53806542,2730158,1059790,1670368,2531289,938686,1592603,198870,121105,77765,MA
604,605,Massachusetts,1994,54673804,55744575,3145753,1074294,2071459,2924470,945943,1978527,221283,128351,92932,MA
605,606,Massachusetts,1995,56840886,57561618,3344264,989685,2354579,3189775,858898,2330877,154488,130787,23701,MA
606,607,Massachusetts,1996,57842805,57239830,3565838,1143251,2422587,3304194,1010379,2293815,261644,132873,128772,MA
607,608,Massachusetts,1997,58714479,57981105,3875251,1169804,2705447,3407518,948909,2458609,467733,220895,246838,MA
608,609,Massachusetts,1998,61676174,59788341,4224905,1219648,3005257,3867523,970150,2897373,357382,249498,107884,MA
609,610,Massachusetts,1999,60949350,60303690,4001946,1200473,2801473,3684844,959609,2725234,317102,240864,76239,MA
610,611,Massachusetts,2000,65625360,63147289,4604818,1132867,3471951,3483844,899738,2584106,1120974,233129,887845,MA
611,612,Massachusetts,2002,57092398,69659872,4437945,1137608,3300337,3040957,876310,2164647,1396988,261297,1135690,MA
612,613,Massachusetts,2004,79071007,74736221,4188303,1175333,3012970,2489277,894527,1594750,1699025,280806,1418220,MA
613,614,Massachusetts,2005,77840212,72622629,2883092,1210494,1672598,2451855,933347,1518508,431237,277146,154090,MA
614,615,Massachusetts,2006,80962785,73896550,2637156,1150917,1486238,2126274,870380,1255893,510882,280537,230345,MA
615,616,Massachusetts,2007,82896202,76514242,2685485,1225374,1460111,1975062,913976,1061086,710423,311398,399025,MA
616,617,Massachusetts,2008,74879341,77911959,3260967,1498980,1761987,2011427,1070316,941111,1249540,428664,820876,MA
617,618,Massachusetts,2009,60036696,83787912,2945082,1513888,1431195,2474085,1183556,1290529,470997,330332,140665,MA
618,619,Massachusetts,2010,85545121,86195566,2852891,1278339,1574552,2481913,988332,1493581,370978,290007,80971,MA
619,620,Massachusetts,2011,90282734,85159211,2792250,1308077,1484173,2444709,1026757,1417952,347541,281320,66221,MA
620,621,Massachusetts,2012,78164936,85061785,2781683,1367355,1414328,2406007,1008867,1397140,375675,358488,17188,MA
621,622,Massachusetts,2013,84356101,84177824,2936131,1603006,1333124,2528773,1206704,1322069,407357,396302,11056,MA
622,623,Massachusetts,2014,91858902,84706194,3166562,1654351,1512211,2707201,1201939,1505262,459361,452412,6949,MA
623,624,Massachusetts,2015,87123392,89635035,3835308,2033570,1801738,3293723,1506169,1787554,541585,527401,14184,MA
624,625,Massachusetts,2016,87672343,91351597,3885489,1908029,1977460,3341760,1377012,1964748,543729,531017,12712,MA
625,626,Massachusetts,2017,95424970,93242336,3861115,2062488,1798627,3281057,1506354,1774703,580058,556134,23924,MA
626,627,Michigan,1977,62325607,59324759,3638503,1522422,2116081,3628043,1512649,2115394,10460,9772,688,MI
627,628,Michigan,1978,63196068,58814142,3245915,1483502,1762413,3236073,1473976,1762097,9842,9527,316,MI
628,629,Michigan,1979,62549752,58903160,3565598,1682296,1883302,3556394,1673329,1883065,9204,8967,236,MI
629,630,Michigan,1980,60536308,61166620,3758261,1596909,2161352,3748608,1587958,2160650,9653,8951,702,MI
630,631,Michigan,1981,63990922,58359248,3142587,1566053,1576534,3133259,1558130,1575129,9328,7923,1405,MI
631,632,Michigan,1982,61447243,58021301,2633038,1376020,1257019,2623041,1367417,1255624,9998,8603,1395,MI
632,633,Michigan,1983,64375083,59826414,2696861,1612887,1083974,2686028,1602817,1083211,10834,10071,763,MI
633,634,Michigan,1984,64783503,59130321,3030695,1719954,1310741,3020275,1710279,1309995,10421,9675,746,MI
634,635,Michigan,1985,65021105,58720815,3228112,2055589,1172523,3217826,2045918,1171908,10285,9670,615,MI
635,636,Michigan,1986,71637284,64776058,3536706,2213771,1322935,3524703,2202461,1322241,12003,11310,693,MI
636,637,Michigan,1987,72104603,66105696,3476445,2215645,1260799,3463026,2204078,1258948,13419,11568,1851,MI
637,638,Michigan,1988,70009743,68316434,3574859,2027136,1547722,3562447,2015605,1546842,12411,11531,881,MI
638,639,Michigan,1989,70472488,67108315,3532810,2020742,1512068,3519156,2008847,1510309,13654,11894,1759,MI
639,640,Michigan,1990,69736299,68853501,3488453,2004873,1483580,3473969,1992702,1481267,14484,12172,2312,MI
640,641,Michigan,1991,71154582,70648686,3504329,2050582,1453747,3491592,2038760,1452833,12737,11822,914,MI
641,642,Michigan,1992,73508911,71993881,3353423,1950944,1402480,3339450,1939325,1400124,13973,11618,2355,MI
642,643,Michigan,1993,77097599,73124743,3415388,1889153,1526236,3401953,1876964,1524989,13435,12188,1247,MI
643,644,Michigan,1994,79707822,74113946,3565355,1969465,1595890,3549187,1955508,1593679,16168,13956,2211,MI
644,645,Michigan,1995,79582695,76310876,3583317,2251474,1331843,3558510,2233818,1324692,24806,17655,7151,MI
645,646,Michigan,1996,82144877,76660247,3691587,2287595,1403992,3667150,2270452,1396698,24437,17143,7294,MI
646,647,Michigan,1997,94305056,79213010,3770207,2260949,1509258,3746371,2242098,1504273,23835,18851,4985,MI
647,648,Michigan,1998,87679062,81988175,4249463,2418692,1830771,4223072,2396950,1826121,26392,21742,4650,MI
648,649,Michigan,1999,97220411,83950247,4477237,2440199,2037038,4451822,2423806,2028016,25415,16393,9022,MI
649,650,Michigan,2000,99801237,87550747,4391087,2669949,1721138,4361075,2652910,1708165,30012,17039,12973,MI
650,651,Michigan,2002,86386039,94950659,4406699,2842395,1564304,4384236,2823430,1560807,22463,18965,3498,MI
651,652,Michigan,2004,103405828,100341251,4575380,2859210,1716170,4548823,2836216,1712606,26557,22994,3563,MI
652,653,Michigan,2005,101836456,95466831,4576811,2658630,1918181,4551476,2633967,1917509,25335,24663,673,MI
653,654,Michigan,2006,102009155,92883808,4402969,2646708,1756262,4359046,2612978,1746068,43923,33730,10194,MI
654,655,Michigan,2007,108039660,95467745,4483966,2659769,1824197,4447351,2626834,1820517,36615,32935,3680,MI
655,656,Michigan,2008,78655990,95357758,4209969,2553154,1656815,4167566,2521954,1645612,42403,31200,11203,MI
656,657,Michigan,2009,82450802,98638724,4513973,2828926,1685047,4469187,2796345,1672842,44786,32581,12205,MI
657,658,Michigan,2010,105462890,102220930,4151483,2543239,1608244,4109441,2513761,1595680,42042,29478,12564,MI
658,659,Michigan,2011,101948648,97677075,3781779,2392947,1388832,3725327,2366238,1359089,56452,26709,29743,MI
659,660,Michigan,2012,97563552,94710303,3510411,2263725,1246686,3440666,2234893,1205773,69745,28832,40912,MI
660,661,Michigan,2013,99860229,93754177,3577177,2323775,1253402,3525613,2295482,1230131,51564,28293,23271,MI
661,662,Michigan,2014,101606890,92871345,3580132,2238653,1341478,3548362,2218560,1329802,31770,20093,11676,MI
662,663,Michigan,2015,98415240,96716434,3774015,2317275,1456740,3724400,2296587,1427813,49615,20688,28927,MI
663,664,Michigan,2016,100963925,98708942,3914462,2403462,1511000,3873754,2383741,1490013,40708,19721,20987,MI
664,665,Michigan,2017,109921261,98285404,4295146,2678696,1616450,4260039,2658001,1602038,35107,20695,14412,MI
665,666,Minnesota,1977,27639974,26415834,2443939,1137385,1306554,2443939,1137385,1306554,0,0,0,MN
666,667,Minnesota,1978,28295149,26086618,2492190,1216761,1275429,2492190,1216761,1275429,0,0,0,MN
667,668,Minnesota,1979,28059153,25463876,2609215,1226765,1382450,2609215,1226765,1382450,0,0,0,MN
668,669,Minnesota,1980,26797732,25852396,2654429,1145377,1509053,2654429,1145377,1509053,0,0,0,MN
669,670,Minnesota,1981,27990350,26440587,2384481,1078463,1306018,2384481,1078463,1306018,0,0,0,MN
670,671,Minnesota,1982,28323159,27421140,2341912,1163060,1178852,2341912,1163060,1178852,0,0,0,MN
671,672,Minnesota,1983,31139570,28181062,2459769,1185487,1274282,2459769,1185487,1274282,0,0,0,MN
672,673,Minnesota,1984,33173944,29596850,2576822,1233357,1343465,2576822,1233357,1343465,0,0,0,MN
673,674,Minnesota,1985,34387226,31023654,2783659,1229124,1554535,2783659,1229124,1554535,0,0,0,MN
674,675,Minnesota,1986,35260338,32944381,2934552,1308033,1626519,2934552,1308033,1626519,0,0,0,MN
675,676,Minnesota,1987,37532662,34306011,2881189,1241026,1640164,2881189,1241026,1640164,0,0,0,MN
676,677,Minnesota,1988,38171168,35091481,2945507,1111941,1833566,2945507,1111941,1833566,0,0,0,MN
677,678,Minnesota,1989,39155959,35887181,3008498,1085075,1923423,3008498,1085075,1923423,0,0,0,MN
678,679,Minnesota,1990,39568979,36156104,3080708,1113426,1967282,3080708,1113426,1967282,0,0,0,MN
679,680,Minnesota,1991,39125621,38116057,2986037,1081467,1904570,2986037,1081467,1904570,0,0,0,MN
680,681,Minnesota,1992,41548023,40330504,3073775,1221112,1852663,3073775,1221112,1852663,0,0,0,MN
681,682,Minnesota,1993,43476828,41388269,3102452,1140215,1962237,3102452,1140215,1962237,0,0,0,MN
682,683,Minnesota,1994,43522523,41188931,2838733,1157530,1681202,2838733,1157530,1681202,0,0,0,MN
683,684,Minnesota,1995,45616037,43443145,3102306,1196845,1905461,3102306,1196845,1905461,0,0,0,MN
684,685,Minnesota,1996,48108735,43572884,3044489,1143447,1901042,3044489,1143447,1901042,0,0,0,MN
685,686,Minnesota,1997,51047747,43252947,3120294,1199067,1921226,3120294,1199067,1921226,0,0,0,MN
686,687,Minnesota,1998,54644039,45817212,3376196,1395049,1981147,3376196,1395049,1981147,0,0,0,MN
687,688,Minnesota,1999,53903743,46896526,3270023,1394678,1875345,3270023,1394678,1875345,0,0,0,MN
688,689,Minnesota,2000,55209163,50424189,3399627,1402005,1997621,3399627,1402005,1997621,0,0,0,MN
689,690,Minnesota,2002,47867283,55204004,3652310,1534288,2118022,3652310,1534288,2118022,0,0,0,MN
690,691,Minnesota,2004,55739177,53900760,3862198,1482931,2379268,3862198,1482931,2379268,0,0,0,MN
691,692,Minnesota,2005,57062436,53888251,3558954,1480304,2078650,3558954,1480304,2078650,0,0,0,MN
692,693,Minnesota,2006,59303354,54205371,3703554,1470048,2233506,3703554,1470048,2233506,0,0,0,MN
693,694,Minnesota,2007,64243816,55834897,3786688,1559324,2227364,3786688,1559324,2227364,0,0,0,MN
694,695,Minnesota,2008,51982289,57949650,4293420,1618334,2675086,4293420,1618334,2675086,0,0,0,MN
695,696,Minnesota,2009,44576901,62125082,4044044,1682728,2361316,4044044,1682728,2361316,0,0,0,MN
696,697,Minnesota,2010,64535701,62922608,4294090,1725734,2568355,4294090,1725734,2568355,0,0,0,MN
697,698,Minnesota,2011,69365051,60663245,3994105,1730020,2264085,3994105,1730020,2264085,0,0,0,MN
698,699,Minnesota,2012,59996002,60246971,3855573,1648180,2207392,3855573,1648180,2207392,0,0,0,MN
699,700,Minnesota,2013,67441127,58554374,3997280,1721827,2275453,3980238,1715814,2264424,17043,6013,11029,MN
700,701,Minnesota,2014,70371567,61181100,4337558,1804492,2533066,4321919,1801724,2520196,15639,2769,12870,MN
701,702,Minnesota,2015,68440462,62803372,4534600,2023513,2511087,4530142,2022272,2507870,4457,1241,3216,MN
702,703,Minnesota,2016,65078758,67009181,5102307,2123740,2978566,5084524,2120279,2964245,17783,3461,14322,MN
703,704,Minnesota,2017,73719742,68638086,4823222,2035736,2787486,4818738,2033601,2785137,4484,2135,2349,MN
704,705,Mississippi,1977,11615743,11090673,1514987,617294,897693,1514987,617294,897693,0,0,0,MS
705,706,Mississippi,1978,12459273,11117639,1268658,641756,626902,1268658,641756,626902,0,0,0,MS
706,707,Mississippi,1979,12337906,11393718,1308009,600983,707026,1308009,600983,707026,0,0,0,MS
707,708,Mississippi,1980,11987995,11326603,1465963,571391,894572,1465963,571391,894572,0,0,0,MS
708,709,Mississippi,1981,11659579,11411223,1337330,539188,798142,1337330,539188,798142,0,0,0,MS
709,710,Mississippi,1982,12383041,11600442,1315436,593930,721506,1315436,593930,721506,0,0,0,MS
710,711,Mississippi,1983,12196534,11454829,1239123,580425,658698,1239123,580425,658698,0,0,0,MS
711,712,Mississippi,1984,12745546,11761320,1218530,614338,604191,1218530,614338,604191,0,0,0,MS
712,713,Mississippi,1985,13313777,12160749,1262885,606658,656227,1262885,606658,656227,0,0,0,MS
713,714,Mississippi,1986,14521253,13011540,1327665,615567,712098,1327665,615567,712098,0,0,0,MS
714,715,Mississippi,1987,14635722,13104834,1194677,605267,589410,1194677,605267,589410,0,0,0,MS
715,716,Mississippi,1988,14467094,13724211,1076727,496632,580095,1076727,496632,580095,0,0,0,MS
716,717,Mississippi,1989,14943642,14042711,1099353,534684,564670,1099353,534684,564670,0,0,0,MS
717,718,Mississippi,1990,15286587,13911642,1049931,507348,542584,1049931,507348,542584,0,0,0,MS
718,719,Mississippi,1991,15383807,14187117,1196369,518674,677696,1196369,518674,677696,0,0,0,MS
719,720,Mississippi,1992,16068771,15619108,1311691,593134,718556,1311691,593134,718556,0,0,0,MS
720,721,Mississippi,1993,17293097,15243731,1228587,573150,655437,1228587,573150,655437,0,0,0,MS
721,722,Mississippi,1994,17914422,15933971,1206923,579562,627362,1206923,579562,627362,0,0,0,MS
722,723,Mississippi,1995,18772562,17298506,1385394,608840,776554,1385394,608840,776554,0,0,0,MS
723,724,Mississippi,1996,19553021,18298063,1554970,665758,889212,1554970,665758,889212,0,0,0,MS
724,725,Mississippi,1997,20213411,19242335,1498766,673668,825098,1498346,673248,825098,420,420,0,MS
725,726,Mississippi,1998,22020426,19879381,1756888,751449,1005439,1756437,750998,1005439,451,451,0,MS
726,727,Mississippi,1999,22030409,21037573,1680334,797052,883282,1680334,797052,883282,0,0,0,MS
727,728,Mississippi,2000,23732611,21890712,1751839,784830,967010,1751839,784830,967010,0,0,0,MS
728,729,Mississippi,2002,21671273,23551143,1684461,810610,873851,1684461,810610,873851,0,0,0,MS
729,730,Mississippi,2004,26821508,25152038,1733259,846378,886882,1733259,846378,886882,0,0,0,MS
730,731,Mississippi,2005,26499130,25153754,1641754,828401,813353,1641754,828401,813353,0,0,0,MS
731,732,Mississippi,2006,29161154,26865872,2094843,833170,1261674,2094843,833170,1261674,0,0,0,MS
732,733,Mississippi,2007,34916936,29194320,2217411,825465,1391946,2216055,825129,1390926,1356,336,1020,MS
733,734,Mississippi,2008,26782039,28649363,1919170,822724,1096445,1917729,822378,1095351,1440,346,1094,MS
734,735,Mississippi,2009,24860786,29976696,1791101,882303,908798,1789260,881953,907307,1841,350,1491,MS
735,736,Mississippi,2010,32251247,30594296,1907733,858208,1049525,1907182,857815,1049367,551,392,159,MS
736,737,Mississippi,2011,34324539,29928791,1843471,801425,1042046,1842185,801066,1041120,1286,360,926,MS
737,738,Mississippi,2012,28567022,29648645,1853993,787486,1066507,1852734,787141,1065593,1259,345,914,MS
738,739,Mississippi,2013,31298632,28986229,1728635,785603,943032,1726454,785264,941189,2181,339,1842,MS
739,740,Mississippi,2014,32311570,28769381,1643268,795837,847431,1642872,795493,847379,396,344,52,MS
740,741,Mississippi,2015,30441241,29876802,1669207,783359,885849,1668608,783009,885598,600,350,250,MS
741,742,Mississippi,2016,29936932,30567581,1695101,856750,838351,1694338,856410,837928,763,340,423,MS
742,743,Mississippi,2017,32510369,30079872,1729910,899671,830239,1729150,899325,829825,760,346,414,MS
743,744,Missouri,1977,22763077,21016164,2052868,795293,1257575,2043807,791167,1252640,9061,4126,4935,MO
744,745,Missouri,1978,22975304,20686985,1978923,969153,1009770,1973464,964953,1008511,5459,4199,1259,MO
745,746,Missouri,1979,23033201,20924730,2212681,898115,1314566,2207316,893638,1313678,5365,4477,888,MO
746,747,Missouri,1980,22628625,21598862,2086554,833878,1252676,2076690,830332,1246358,9864,3546,6318,MO
747,748,Missouri,1981,21722621,21586675,1822407,808146,1014260,1819020,805229,1013791,3387,2918,469,MO
748,749,Missouri,1982,21944512,20750871,1587174,819128,768046,1583196,815150,768046,3978,3978,0,MO
749,750,Missouri,1983,22973766,21009924,1683950,843427,840523,1678457,839248,839209,5493,4179,1314,MO
750,751,Missouri,1984,24177285,21840286,1662013,855780,806232,1657837,852885,804951,4176,2895,1281,MO
751,752,Missouri,1985,25574254,22954408,2101380,897513,1203867,2097813,894579,1203234,3567,2934,633,MO
