,ID,State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay,State_Abbreviation
0,1,United States,1977,1366644562,1312783911,93266505,42485760,50780746,90317388,40734171,49583217,2949117,1751589,1197528,US
1,2,United States,1978,1397060275,1303751373,92516739,44026936,48489804,89750496,42298080,47452416,2766243,1728855,1037388,US
2,3,United States,1979,1367037303,1289301287,96022532,43465121,52557412,93130083,41812327,51317756,2892450,1652794,1239656,US
3,4,United States,1980,1343211785,1291262980,99092991,42175481,56917510,95916322,40573137,55343185,3176669,1602344,1574325,US
4,5,United States,1981,1366436974,1313366901,93310461,41174187,52136274,90318331,39588900,50729431,2992130,1585287,1406843,US
5,6,United States,1982,1391260275,1332507307,87685010,41510051,46174959,84876943,39907022,44969921,2808067,1603029,1205038,US
6,7,United States,1983,1460314017,1394582510,90209390,44366944,45842446,86997823,42444384,44553439,3211567,1922560,1289006,US
7,8,United States,1984,1538185344,1416038993,92996553,45178973,47817580,89743662,43254043,46489620,3252891,1924930,1327961,US
8,9,United States,1985,1640349798,1498713152,102487941,48041937,54446004,99112992,45998269,53114723,3374949,2043667,1331282,US
9,10,United States,1986,1752021851,1604591453,110411862,50458270,59953592,106320460,48288667,58031793,4091402,2169603,1921799,US
10,11,United States,1987,1820876346,1676667080,112968737,51791933,61176804,108541844,49590523,58951321,4426893,2201411,2225482,US
11,12,United States,1988,1831908287,1713247300,115247567,49699941,65547626,110067788,47378700,62689088,5179779,2321241,2858538,US
12,13,United States,1989,1885452040,1761035594,114859711,50111520,64748191,109775717,47642810,62132907,5083994,2468710,2615284,US
13,14,United States,1990,1935668796,1830316824,114509355,50994335,63515020,109520647,48492181,61028466,4988708,2502154,2486554,US
14,15,United States,1991,1945234886,1913574565,116866838,51341890,65524947,111384920,48554698,62830222,5481918,2787193,2694725,US
15,16,United States,1992,2079042323,2021028265,117670674,52744280,64926393,111765396,49911626,61853770,5905278,2832654,3072624,US
16,17,United States,1993,2155744485,2058878384,115977497,53246522,62730975,110154194,50437537,59716657,5823303,2808985,3014318,US
17,18,United States,1994,2202262860,2091110487,119198115,53860841,65337274,113181552,50880417,62301135,6016563,2980424,3036139,US
18,19,United States,1995,2280588324,2173651312,124021272,55565904,68455369,118114257,52604571,65509686,5907016,2961333,2945683,US
19,20,United States,1996,2364702337,2183480955,123563503,55677713,67885790,117624481,52685971,64938510,5939022,2991742,2947280,US
20,21,United States,1997,2468755827,2230608806,125327156,56660372,68666784,119057438,53576004,65481435,6269718,3084369,3185349,US
21,22,United States,1998,2587879765,2299778539,131152853,58868912,72283941,125251843,55707855,69543988,5901010,3161057,2739953,US
22,23,United States,1999,2639706138,2392257223,136858160,60488080,76370080,129589768,57250850,72338918,7268392,3237230,4031162,US
23,24,United States,2000,2764828958,2486704961,144247725,63908636,80339089,135993807,60665070,75328737,8253918,3243565,5010352,US
24,25,United States,2001,2617139020,2628573737,148422035,65228483,83193552,139410659,61724052,77686607,9011377,3504431,5506945,US
25,26,United States,2002,2461543809,2795290603,157093007,67141887,89951120,147105377,63096409,84008968,9987630,4045479,5942152,US
26,27,United States,2003,2727408954,2883058996,156791377,69503949,87287428,145974439,65145181,80829258,10816938,4358768,6458170,US
27,28,United States,2004,3158603155,2941241626,152100653,67661941,84438712,142380078,63833900,78546178,9720576,3828041,5892534,US
28,29,United States,2005,3173565178,2972461186,158581694,69860267,88721427,148715963,65271180,83444783,9865731,4589087,5276644,US
29,30,United States,2006,3334107628,3042435105,165968971,72529769,93439202,155486322,67710194,87776127,10482649,4819575,5663074,US
30,31,United States,2007,3626086195,3149162168,171081586,72566085,98515500,159922478,67612852,92309626,11159107,4953233,6205874,US
31,32,United States,2008,2983828234,3232792710,175134405,74277252,100857153,159370312,68926282,90444030,15764093,5350970,10413123,US
32,33,United States,2009,2397757526,3420661520,176338987,77152733,99186254,163876982,71574832,92302150,12462005,5577900,6884104,US
33,34,United States,2010,3574711312,3501810992,175263445,74211227,101052218,162747545,69038641,93708904,12515900,5172586,7343314,US
34,35,United States,2011,3749291956,3443051623,167702270,73680357,94021913,156067278,68325307,87741971,11634992,5355050,6279942,US
35,36,United States,2012,3222794155,3368933797,171214340,74211610,97002729,157890136,68759220,89130916,13324203,5452391,7871813,US
36,37,United States,2013,3574635399,3346948183,165857374,73418042,92439333,153083718,67999613,85084105,12773656,5418429,7355228,US
37,38,United States,2014,3780913389,3379731278,167689352,77658433,90030918,154155365,71987134,82168231,13533987,5671299,7862688,US
38,39,United States,2015,3530724713,3517603140,173588120,78341598,95246522,158779021,72378085,86400936,14809098,5963512,8845586,US
39,40,United States,2016,3474257826,3584822383,178668369,79811379,98856990,162841838,73726382,89115456,15826531,6084997,9741534,US
40,41,United States,2017,3935880900,3663325116,181161832,81141791,100020041,163247128,74309135,88937993,17914704,6832656,11082048,US
41,42,Alabama,1977,18917989,18195553,1768100,678117,1089983,1768100,678117,1089983,0,0,0,AL
42,43,Alabama,1978,19218979,18330773,1764127,711228,1052899,1764127,711228,1052899,0,0,0,AL
43,44,Alabama,1979,19424534,18380246,1695964,816077,879886,1695964,816077,879886,0,0,0,AL
44,45,Alabama,1980,19068277,18324493,1541263,748818,792446,1541263,748818,792446,0,0,0,AL
45,46,Alabama,1981,20263318,18155788,1673927,793811,880116,1673927,793811,880116,0,0,0,AL
46,47,Alabama,1982,19416217,18920876,1411254,765303,645951,1411254,765303,645951,0,0,0,AL
47,48,Alabama,1983,20343190,19684135,1576176,797989,778187,1576176,797989,778187,0,0,0,AL
48,49,Alabama,1984,22348581,19580226,1615676,765782,849894,1615676,765782,849894,0,0,0,AL
49,50,Alabama,1985,23076665,21325499,1855629,874158,981471,1855629,874158,981471,0,0,0,AL
50,51,Alabama,1986,23817818,22543986,1846221,907557,938664,1846221,907557,938664,0,0,0,AL
51,52,Alabama,1987,24019894,21861785,1542480,866119,676361,1542480,866119,676361,0,0,0,AL
52,53,Alabama,1988,25512431,22449254,1759995,790838,969156,1759995,790838,969156,0,0,0,AL
53,54,Alabama,1989,25035823,23285125,1722359,850466,871894,1722359,850466,871894,0,0,0,AL
54,55,Alabama,1990,25824845,24062292,1641348,794384,846964,1641348,794384,846964,0,0,0,AL
55,56,Alabama,1991,26409808,25481441,1614268,782057,832211,1614268,782057,832211,0,0,0,AL
56,57,Alabama,1992,27976603,27231511,1677896,826388,851508,1677896,826388,851508,0,0,0,AL
57,58,Alabama,1993,28773393,27209911,1794684,838148,956536,1794684,838148,956536,0,0,0,AL
58,59,Alabama,1994,29188901,28478710,1871848,951879,919969,1871848,951879,919969,0,0,0,AL
59,60,Alabama,1995,30181963,29677640,1894088,948270,945817,1894088,948270,945817,0,0,0,AL
60,61,Alabama,1996,30647335,30155984,1792477,916282,876195,1792477,916282,876195,0,0,0,AL
61,62,Alabama,1997,32363771,30837849,1760681,941209,819472,1760681,941209,819472,0,0,0,AL
62,63,Alabama,1998,33685239,32560681,1851143,983970,867173,1851143,983970,867173,0,0,0,AL
63,64,Alabama,1999,34753689,34396170,1836876,936350,900526,1836876,936350,900526,0,0,0,AL
64,65,Alabama,2000,36620603,36040804,2123943,958576,1165368,2123943,958576,1165368,0,0,0,AL
65,66,Alabama,2002,32854187,38874443,2273197,838654,1434543,2273197,838654,1434543,0,0,0,AL
66,67,Alabama,2004,41391468,40574191,2081149,790867,1290282,2081149,790867,1290282,0,0,0,AL
67,68,Alabama,2005,41891293,39852286,2185230,768590,1416640,2185230,768590,1416640,0,0,0,AL
68,69,Alabama,2006,43462633,41069603,2334660,915708,1418952,2334660,915708,1418952,0,0,0,AL
69,70,Alabama,2007,47283655,42299985,2322921,987456,1335464,2322760,987295,1335464,161,161,0,AL
70,71,Alabama,2008,35254798,43097861,2220927,1017852,1203075,2220762,1017687,1203075,165,165,0,AL
71,72,Alabama,2009,38728575,47040534,2632994,1188261,1444733,2632960,1188227,1444733,34,34,0,AL
72,73,Alabama,2010,47425260,47499589,2382307,1186874,1195433,2375409,1179976,1195433,6899,6899,0,AL
73,74,Alabama,2011,45094327,46182718,2385115,1147189,1237926,2383919,1145993,1237926,1197,1197,0,AL
74,75,Alabama,2012,46104801,44512462,2395504,1098794,1296710,2391669,1097011,1294658,3835,1783,2052,AL
75,76,Alabama,2013,46266473,45803590,2444151,1110473,1333678,2442123,1108853,1333270,2029,1620,408,AL
76,77,Alabama,2014,44826804,44862136,2341800,1100494,1241306,2336558,1099003,1237555,5242,1491,3751,AL
77,78,Alabama,2015,43455639,45702606,2446969,1124047,1322922,2441606,1122572,1319034,5363,1475,3889,AL
78,79,Alabama,2016,46907418,46148785,2471949,1217198,1254751,2468718,1215710,1253009,3230,1488,1742,AL
79,80,Alabama,2017,49941680,48692526,2533075,1241330,1291745,2531158,1239416,1291742,1917,1914,3,AL
80,81,Florida,1977,43600477,43145788,2943131,1093899,1849232,2788216,1025330,1762886,154915,68569,86346,FL
81,82,Florida,1978,45545183,42920952,2987908,1038734,1949174,2882871,969893,1912977,105037,68840,36197,FL
82,83,Florida,1979,46581042,43393654,3316099,1125810,2190289,3232802,1063490,2169312,83297,62320,20977,FL
83,84,Florida,1980,45752091,43517864,3574334,1099381,2474953,3501727,1041587,2460139,72608,57794,14814,FL
84,85,Florida,1981,46922766,45353292,3313443,1099777,2213666,3199709,1043820,2155888,113734,55957,57777,FL
85,86,Florida,1982,48939366,50049933,3460061,1224045,2236015,3280661,1151541,2129120,179400,72505,106895,FL
86,87,Florida,1983,52522699,51431802,3388156,1318150,2070006,3229148,1247934,1981214,159008,70216,88792,FL
87,88,Florida,1984,56833205,55186652,3351611,1299546,2052065,3234187,1230363,2003824,117424,69183,48241,FL
88,89,Florida,1985,64559116,59686613,3829954,1275080,2554875,3696749,1200717,2496032,133205,74363,58842,FL
89,90,Florida,1986,69798575,65784424,4246438,1591773,2654665,4002644,1496335,2506310,243794,95438,148356,FL
90,91,Florida,1987,74587651,71456694,4562518,1746564,2815954,4211360,1651412,2559948,351158,95152,256006,FL
91,92,Florida,1988,78345418,75376739,5576356,1861256,3715099,4987521,1729211,3258310,588835,132046,456789,FL
92,93,Florida,1989,84208687,81449707,5557147,2054934,3502213,5028050,1948421,3079628,529097,106513,422585,FL
93,94,Florida,1990,88276663,87342038,5177435,1984892,3192543,4790744,1901749,2888995,386691,83144,303547,FL
94,95,Florida,1991,89262941,93082470,5397820,2284481,3113339,4737020,2009781,2727239,660800,274700,386100,FL
95,96,Florida,1992,95332651,94981065,5896443,2381094,3515349,4997273,2107013,2890260,899169,274080,625089,FL
96,97,Florida,1993,102349166,97542091,6144227,2402609,3741619,5317260,2140435,3176825,826967,262173,564794,FL
97,98,Florida,1994,106538130,97627255,6531690,2594799,3936892,5716197,2292039,3424158,815494,302760,512734,FL
98,99,Florida,1995,109735080,105084263,6991398,2726209,4265189,6133921,2411748,3722173,857478,314461,543016,FL
99,100,Florida,1996,115914159,107141760,7155567,2720306,4435261,6228093,2412592,3815501,927474,307714,619760,FL
100,101,Florida,1997,116335247,108913418,7007078,2735736,4271342,6252409,2438570,3813840,754669,297166,457502,FL
101,102,Florida,1998,133716250,112197296,7136403,2767910,4368493,6351608,2454569,3897040,784795,313342,471453,FL
102,103,Florida,1999,130096057,118679594,7438081,2885218,4552863,6427853,2544022,3883831,1010228,341196,669032,FL
103,104,Florida,2000,131530837,119999070,7366676,2922121,4444555,6392955,2567830,3825125,973721,354291,619430,FL
104,105,Florida,2002,127089878,135287508,9156893,2942575,6214318,7619000,2262064,5356936,1537893,680511,857382,FL
105,106,Florida,2004,167410455,149619184,9121576,3063103,6058472,8300826,2692748,5608078,820750,370356,450394,FL
106,107,Florida,2005,170054129,164242175,9984483,3531424,6453059,8767562,3136355,5631207,1216921,395069,821852,FL
107,108,Florida,2006,186133397,171315906,10964996,3950234,7014762,9567684,3544032,6023653,1397312,406203,991109,FL
108,109,Florida,2007,204410124,175711576,11579790,3597797,7981993,9916062,3081034,6835027,1663729,516763,1146966,FL
109,110,Florida,2008,169189464,180626920,12189881,3561947,8627934,10414675,2998256,7416418,1775206,563691,1211516,FL
110,111,Florida,2009,135301295,183388726,11223564,3620768,7602795,9728588,3083878,6644711,1494975,536890,958085,FL
111,112,Florida,2010,187522007,183833758,9877689,3435748,6441941,8745913,2967109,5778804,1131776,468639,663137,FL
112,113,Florida,2011,196370195,177701096,8924741,3283946,5640795,7816319,2844697,4971622,1108422,439249,669173,FL
113,114,Florida,2012,159752900,169218524,8494671,3123350,5371321,7471200,2702777,4768423,1023471,420573,602898,FL
114,115,Florida,2013,179149334,163905873,8613363,3071283,5542080,7577856,2659925,4917931,1035507,411358,624150,FL
115,116,Florida,2014,186159028,164935152,9391693,3215174,6176520,7676234,2813206,4863028,1715459,401968,1313491,FL
116,117,Florida,2015,171329008,170176157,9870485,3292542,6577943,8626453,2860795,5765658,1244032,431747,812285,FL
117,118,Florida,2016,166218509,170792039,9902716,3399843,6502874,8528231,2928800,5599430,1374486,471043,903443,FL
118,119,Florida,2017,192419439,176598452,10766604,3688569,7078035,8935230,3069902,5865328,1831374,618667,1212707,FL
119,120,Georgia,1977,26225316,26466504,1930061,806594,1123467,1930061,806594,1123467,0,0,0,GA
120,121,Georgia,1978,27696985,25904033,2405372,794542,1610829,2405372,794542,1610829,0,0,0,GA
121,122,Georgia,1979,28514891,27072738,2408881,802900,1605982,2408881,802900,1605982,0,0,0,GA
122,123,Georgia,1980,27825356,26419203,2440922,761939,1678983,2440922,761939,1678983,0,0,0,GA
123,124,Georgia,1981,28538124,27149858,2044997,721421,1323575,2044997,721421,1323575,0,0,0,GA
124,125,Georgia,1982,28815400,28738245,2596804,827330,1769474,2596804,827330,1769474,0,0,0,GA
125,126,Georgia,1983,32180926,31022161,2284809,855826,1428983,2284809,855826,1428983,0,0,0,GA
126,127,Georgia,1984,32891747,30140290,1922283,915321,1006962,1922283,915321,1006962,0,0,0,GA
127,128,Georgia,1985,36378621,33119336,2602901,948393,1654508,2601445,946938,1654508,1456,1456,0,GA
128,129,Georgia,1986,38557915,36261154,2634438,981115,1653323,2633041,979717,1653323,1398,1398,0,GA
129,130,Georgia,1987,40377670,38938943,2676001,984716,1691285,2674652,983367,1691285,1349,1349,0,GA
130,131,Georgia,1988,42122366,40120641,2740846,792687,1948159,2738450,790291,1948159,2395,2395,0,GA
131,132,Georgia,1989,43154179,41407641,2550721,815253,1735467,2548402,813053,1735349,2319,2200,119,GA
132,133,Georgia,1990,45122652,42707081,2706614,825222,1881393,2705204,823819,1881385,1410,1403,8,GA
133,134,Georgia,1991,45419374,44575952,2774364,798587,1975777,2772905,797187,1975718,1460,1400,59,GA
134,135,Georgia,1992,47059902,45699348,2411409,755716,1655694,2410132,754438,1655694,1277,1277,0,GA
135,136,Georgia,1993,50143028,47642003,2655701,755631,1900070,2653445,753375,1900070,2256,2256,0,GA
136,137,Georgia,1994,53091657,49499367,2523740,791031,1732709,2514471,781762,1732709,9269,9269,0,GA
137,138,Georgia,1995,55687668,53689758,3108416,840987,2267429,3099809,832380,2267429,8607,8607,0,GA
138,139,Georgia,1996,59374825,54881323,3205481,888573,2316907,3194548,877641,2316907,10933,10933,0,GA
139,140,Georgia,1997,61259243,57167109,2906631,951855,1954776,2894641,939865,1954776,11990,11990,0,GA
140,141,Georgia,1998,60579670,58114666,3181921,866319,2315602,3168737,853135,2315602,13184,13184,0,GA
141,142,Georgia,1999,68069512,60407277,3644241,902946,2741295,3631965,890670,2741295,12277,12277,0,GA
142,143,Georgia,2000,70190592,61944070,3552815,930667,2622148,3536660,914513,2622148,16155,16155,0,GA
143,144,Georgia,2002,62902885,73045640,4004308,930228,3074080,3986399,912319,3074080,17909,17909,0,GA
144,145,Georgia,2004,73947080,75874231,3168802,950375,2218427,3152479,934053,2218427,16323,16323,0,GA
145,146,Georgia,2005,75677984,76221559,4685382,1991400,2693982,4667766,1973785,2693982,17615,17615,0,GA
146,147,Georgia,2006,80318318,78242475,4600595,2018116,2582479,4580676,1998197,2582479,19918,19918,0,GA
147,148,Georgia,2007,89840768,86977800,7611400,1450150,6161251,7604272,1443021,6161251,7129,7129,0,GA
148,149,Georgia,2008,83151537,88452937,4424066,1433940,2990126,4414683,1424557,2990126,9383,9383,0,GA
149,150,Georgia,2009,72203566,87067734,3741493,1319497,2421995,3732917,1310921,2421995,8576,8576,0,GA
150,151,Georgia,2010,85848248,87859099,3884817,1246206,2638611,3875294,1236683,2638611,9524,9524,0,GA
151,152,Georgia,2011,92180984,85585728,3164140,1290026,1874114,3154216,1280102,1874114,9924,9924,0,GA
152,153,Georgia,2012,77194569,83567605,3306718,1266300,2040418,3293441,1253023,2040418,13277,13277,0,GA
153,154,Georgia,2013,86689980,82548688,3512395,1337169,2175226,3492296,1317070,2175226,20099,20099,0,GA
154,155,Georgia,2014,90623989,81864071,3595524,1347013,2248511,3582079,1333568,2248511,13445,13445,0,GA
155,156,Georgia,2015,80849141,83358918,3337759,1351983,1985776,3326797,1341020,1985776,10962,10962,0,GA
156,157,Georgia,2016,80103409,83939167,4222889,1626987,2595902,4207062,1611159,2595902,15827,15827,0,GA
157,158,Georgia,2017,91611712,85066181,4353117,1698328,2654789,4336845,1682056,2654789,16272,16272,0,GA
158,159,Hawaii,1977,7393762,7697043,539466,242924,296543,539466,242924,296543,0,0,0,HI
159,160,Hawaii,1978,7284136,7144124,391974,139538,252436,391974,139538,252436,0,0,0,HI
160,161,Hawaii,1979,7101110,6528531,412511,145313,267198,412511,145313,267198,0,0,0,HI
161,162,Hawaii,1980,7029726,6260046,387554,115394,272161,387554,115394,272161,0,0,0,HI
162,163,Hawaii,1981,6939620,6342088,390229,134374,255855,390229,134374,255855,0,0,0,HI
163,164,Hawaii,1982,6864744,6466484,363893,153331,210562,363893,153331,210562,0,0,0,HI
164,165,Hawaii,1983,7166588,6878579,379284,126252,253032,379284,126252,253032,0,0,0,HI
165,166,Hawaii,1984,7456923,6782291,414064,147240,266825,414064,147240,266825,0,0,0,HI
166,167,Hawaii,1985,7576329,7291928,306104,149535,156569,306104,149535,156569,0,0,0,HI
167,168,Hawaii,1986,8176145,7276454,329729,158382,171347,329729,158382,171347,0,0,0,HI
168,169,Hawaii,1987,8381147,7457752,319152,161848,157304,319152,161848,157304,0,0,0,HI
169,170,Hawaii,1988,9087367,7612122,386135,185315,200820,386135,185315,200820,0,0,0,HI
170,171,Hawaii,1989,9571171,8198788,408917,203525,205393,408917,203525,205393,0,0,0,HI
171,172,Hawaii,1990,10617349,9213140,495304,181126,314177,495304,181126,314177,0,0,0,HI
172,173,Hawaii,1991,10851324,10407235,623197,204846,418351,623197,204846,418351,0,0,0,HI
173,174,Hawaii,1992,11394689,11678567,755957,229298,526659,755957,229298,526659,0,0,0,HI
174,175,Hawaii,1993,11637629,12125869,737004,196347,540657,737004,196347,540657,0,0,0,HI
175,176,Hawaii,1994,11702408,12339167,711242,181458,529783,711242,181458,529783,0,0,0,HI
176,177,Hawaii,1995,11547613,12324243,570137,151188,418949,570137,151188,418949,0,0,0,HI
177,178,Hawaii,1996,12218117,11826167,535900,143640,392261,535900,143640,392261,0,0,0,HI
178,179,Hawaii,1997,12438692,11678638,604118,168869,435249,604118,168869,435249,0,0,0,HI
179,180,Hawaii,1998,12420581,11228003,500967,161364,339602,500967,161364,339602,0,0,0,HI
180,181,Hawaii,1999,11908131,11459778,593095,224323,368772,593095,224323,368772,0,0,0,HI
181,182,Hawaii,2000,12082742,11749027,502719,229149,273571,502719,229149,273571,0,0,0,HI
182,183,Hawaii,2002,10153178,12810608,570639,250882,319757,570639,250882,319757,0,0,0,HI
183,184,Hawaii,2004,13202153,12831880,456761,266891,189870,456761,266891,189870,0,0,0,HI
184,185,Hawaii,2005,13806380,13221084,585642,270744,314898,585642,270744,314898,0,0,0,HI
185,186,Hawaii,2006,14588711,13396744,541263,304737,236526,541263,304737,236526,0,0,0,HI
186,187,Hawaii,2007,16069072,14516513,598247,314577,283670,593898,314577,279321,4349,0,4349,HI
187,188,Hawaii,2008,13626313,15283793,699207,366240,332967,699207,366240,332967,0,0,0,HI
188,189,Hawaii,2009,11335080,16300651,781175,417744,363431,781175,417744,363431,0,0,0,HI
189,190,Hawaii,2010,16485889,16119748,842098,445091,397007,842098,445091,397007,0,0,0,HI
190,191,Hawaii,2011,17375721,15680232,615306,327603,287703,615306,327603,287703,0,0,0,HI
191,192,Hawaii,2012,14810190,15810875,704827,411832,292995,704827,411832,292995,0,0,0,HI
192,193,Hawaii,2013,17243202,15492695,721872,404804,317068,721872,404804,317068,0,0,0,HI
193,194,Hawaii,2014,18527131,16576134,742787,451373,291414,742787,451373,291414,0,0,0,HI
194,195,Hawaii,2015,17392956,16632756,868027,400691,467336,868027,400691,467336,0,0,0,HI
195,196,Hawaii,2016,17748942,16563219,788476,413892,374584,784607,413776,370831,3869,116,3752,HI
196,197,Hawaii,2017,20347678,16781210,602541,415599,186942,600698,415016,185682,1843,583,1260,HI
197,198,Idaho,1977,4563176,4428833,622156,217408,404747,622156,217408,404747,0,0,0,ID
198,199,Idaho,1978,4816326,4453819,602138,246443,355695,602138,246443,355695,0,0,0,ID
199,200,Idaho,1979,4872793,4399934,524935,224433,300502,524935,224433,300502,0,0,0,ID
200,201,Idaho,1980,4672802,4324690,507517,188299,319218,507517,188299,319218,0,0,0,ID
201,202,Idaho,1981,4656943,4312084,460311,204908,255402,460311,204908,255402,0,0,0,ID
202,203,Idaho,1982,4618848,4407664,425140,176161,248978,425140,176161,248978,0,0,0,ID
203,204,Idaho,1983,4740439,4545864,467881,164287,303594,467881,164287,303594,0,0,0,ID
204,205,Idaho,1984,4958084,4538716,510241,189077,321164,510241,189077,321164,0,0,0,ID
205,206,Idaho,1985,5213504,4840708,550486,182938,367548,550486,182938,367548,0,0,0,ID
206,207,Idaho,1986,5465480,5025396,571114,188785,382329,571114,188785,382329,0,0,0,ID
207,208,Idaho,1987,5663864,5107528,535048,182720,352328,535048,182720,352328,0,0,0,ID
208,209,Idaho,1988,5607625,5178691,530503,179657,350847,530503,179657,350847,0,0,0,ID
209,210,Idaho,1989,6086867,5367306,610766,186248,424518,610766,186248,424518,0,0,0,ID
210,211,Idaho,1990,6324966,5525099,610820,184359,426460,610820,184359,426460,0,0,0,ID
211,212,Idaho,1991,6452356,5934110,582932,189849,393083,582932,189849,393083,0,0,0,ID
212,213,Idaho,1992,6870055,6492121,602786,232705,370081,602786,232705,370081,0,0,0,ID
213,214,Idaho,1993,7584691,6597619,571445,215059,356386,571445,215059,356386,0,0,0,ID
214,215,Idaho,1994,8200003,6958489,615703,222517,393186,615703,222517,393186,0,0,0,ID
215,216,Idaho,1995,8499366,7811140,742426,254323,488102,742426,254323,488102,0,0,0,ID
216,217,Idaho,1996,9267126,7925670,685141,272050,413090,685141,272050,413090,0,0,0,ID
217,218,Idaho,1997,9210667,8391791,752314,377998,374316,752314,377998,374316,0,0,0,ID
218,219,Idaho,1998,9922727,8616794,740938,376793,364145,740938,376793,364145,0,0,0,ID
219,220,Idaho,1999,10104507,9114514,771738,393919,377819,771738,393919,377819,0,0,0,ID
220,221,Idaho,2000,10804676,9115943,797928,372208,425720,797928,372208,425720,0,0,0,ID
221,222,Idaho,2002,9364271,10307134,842563,392238,450325,842563,392238,450325,0,0,0,ID
222,223,Idaho,2004,12657124,10933702,848149,383418,464731,848149,383418,464731,0,0,0,ID
223,224,Idaho,2005,12556299,11189139,858373,376895,481478,858373,376895,481478,0,0,0,ID
224,225,Idaho,2006,13188656,11342145,899769,398140,501629,899769,398140,501629,0,0,0,ID
225,226,Idaho,2007,14504254,11697355,923571,396363,527209,923410,396241,527170,161,122,39,ID
226,227,Idaho,2008,11992915,12270372,983242,427340,555902,983125,427222,555902,117,117,0,ID
227,228,Idaho,2009,10393258,13261075,1011770,423090,588680,1011770,423090,588680,0,0,0,ID
228,229,Idaho,2010,14040151,13550398,1092395,424039,668356,1092395,424039,668356,0,0,0,ID
229,230,Idaho,2011,15372632,13095910,1092189,429645,662544,1092189,429645,662544,0,0,0,ID
230,231,Idaho,2012,12349063,12129989,939951,420733,519217,939793,420607,519185,158,126,32,ID
231,232,Idaho,2013,13365846,12324877,915387,414031,501356,915225,413905,501320,162,126,36,ID
232,233,Idaho,2014,14460179,12152965,914528,419684,494844,914395,419585,494809,134,98,35,ID
233,234,Idaho,2015,13323104,12406495,914408,408848,505559,914262,408738,505524,146,111,35,ID
234,235,Idaho,2016,13387370,12772733,860176,397022,463154,860010,396893,463117,165,129,37,ID
235,236,Idaho,2017,15677660,13177791,884076,429638,454438,883958,429594,454364,118,44,74,ID
236,237,Illinois,1977,68792552,67796050,5729486,2181871,3547614,5489361,2072902,3416459,240125,108969,131155,IL
237,238,Illinois,1978,67210825,64420529,4323639,2132341,2191298,4129798,2010033,2119765,193840,122308,71532,IL
238,239,Illinois,1979,66840642,62540872,4823047,2262890,2560157,4592553,2162914,2429639,230494,99976,130518,IL
239,240,Illinois,1980,66234155,62346623,5470225,2143298,3326927,5272067,2045497,3226570,198158,97801,100356,IL
240,241,Illinois,1981,67849308,65000673,5103628,2002614,3101013,4915133,1911300,3003834,188494,91315,97180,IL
241,242,Illinois,1982,66325497,62907582,4188959,2061170,2127789,3997107,1975065,2022042,191851,86104,105747,IL
242,243,Illinois,1983,68701859,65185997,4506947,2085223,2421724,4284095,1967300,2316795,222852,117923,104929,IL
243,244,Illinois,1984,70682279,64242092,4860942,2148570,2712372,4550312,2038601,2511711,310630,109969,200661,IL
244,245,Illinois,1985,71945219,66136267,5473338,2301189,3172149,5136717,2187712,2949005,336621,113477,223143,IL
245,246,Illinois,1986,76072328,69987617,5374634,2325598,3049036,5061444,2213085,2848359,313190,112514,200676,IL
246,247,Illinois,1987,78023610,71796524,5512559,2355702,3156856,5275757,2231380,3044377,236802,124323,112479,IL
247,248,Illinois,1988,77044357,73090400,5609574,2392406,3217168,5123373,2270572,2852801,486202,121835,364367,IL
248,249,Illinois,1989,78241092,71114195,5536547,2331483,3205065,4931718,2220847,2710871,604830,110636,494194,IL
249,250,Illinois,1990,81659217,73655805,5663163,2418655,3244507,5210653,2294618,2916035,452510,124038,328472,IL
250,251,Illinois,1991,81600556,78710523,5902736,2474330,3428406,5576709,2326320,3250388,326028,148010,178018,IL
251,252,Illinois,1992,86673064,83120735,6274986,2636646,3638341,5921088,2488920,3432167,353899,147725,206173,IL
252,253,Illinois,1993,89384207,85909496,5695237,2421619,3273617,4984957,2269516,2715441,710280,152103,558176,IL
253,254,Illinois,1994,92062146,86577907,5696129,2609989,3086140,5220902,2448836,2772066,475227,161152,314074,IL
254,255,Illinois,1995,96653661,92909569,6008941,2545748,3463193,5505910,2372012,3133898,503032,173736,329296,IL
255,256,Illinois,1996,99842280,93355052,5627157,2603845,3023312,5295848,2443985,2851863,331309,159859,171450,IL
256,257,Illinois,1997,102655666,95632383,5789942,2667533,3122409,5352046,2506638,2845408,437896,160895,277001,IL
257,258,Illinois,1998,104353459,97809226,5520302,2631071,2889231,5147543,2456388,2691154,372760,174683,198077,IL
258,259,Illinois,1999,108292943,101936830,5611112,2605668,3005443,5089564,2434111,2655453,521548,171558,349990,IL
259,260,Illinois,2000,114866251,106371172,5803330,2987517,2815812,5317244,2804369,2512874,486086,183148,302938,IL
260,261,Illinois,2002,100378392,119087306,7733615,3094691,4638924,7198858,2903808,4295050,534757,190883,343874,IL
261,262,Illinois,2004,130515257,125870235,6477550,3095439,3382111,5862282,2858757,3003525,615268,236682,378586,IL
