,ID,Country,Investment Amount,Investment Type,Measure,Population,Year,Spending per Capita
422,444,Mexico,2996938700.0,Road infrastructure investment,Constant Euro,107151000.0,2005,27.969302199699488
423,445,Mexico,2537257060.0,Road infrastructure investment,Constant Euro,108408800.0,2006,23.404530444022996
424,446,Mexico,2232252318.0,Road infrastructure investment,Constant Euro,109787400.0,2007,20.332500068313852
425,447,Mexico,2694613817.0,Road infrastructure investment,Constant Euro,111299000.0,2008,24.210584255024752
426,448,Mexico,3542582674.0,Road infrastructure investment,Constant Euro,112852600.0,2009,31.39123665737431
427,449,Mexico,3937086683.0,Road infrastructure investment,Constant Euro,114255600.0,2010,34.45858831427081
428,450,Mexico,3818876560.0,Road infrastructure investment,Constant Euro,115682900.0,2011,33.01159082284417
429,451,Mexico,3659607566.0,Road infrastructure investment,Constant Euro,117053800.0,2012,31.264320902012578
430,452,Mexico,3786781539.0,Road infrastructure investment,Constant Euro,118395100.0,2013,31.98427586107871
431,454,Mexico,3763927623.0,Road infrastructure investment,Constant Euro,119713203.0,2015,31.441207224235743
432,455,Mexico,3302702454.0,Road infrastructure investment,Constant Euro,121005815.0,2016,27.29374992433215
433,456,Mexico,2054961015.0,Road infrastructure investment,Constant Euro,122273473.0,2017,16.806270113878256
434,457,Netherlands,1489940907.0,Road infrastructure investment,Constant Euro,15610650.0,1997,95.44387370160756
435,458,Netherlands,1756623120.0,Road infrastructure investment,Constant Euro,15707210.0,1998,111.83546409578786
436,459,Netherlands,1924261084.0,Road infrastructure investment,Constant Euro,15812090.0,1999,121.695555995444
437,460,Netherlands,2138143641.0,Road infrastructure investment,Constant Euro,15925510.0,2000,134.25903729299722
438,461,Netherlands,2194994414.0,Road infrastructure investment,Constant Euro,16046180.0,2001,136.79233400098965
439,462,Netherlands,2613592055.0,Road infrastructure investment,Constant Euro,16148930.0,2002,161.84304811526212
440,463,Netherlands,2613029228.0,Road infrastructure investment,Constant Euro,16225300.0,2003,161.0465894621363
441,464,Netherlands,2584889361.0,Road infrastructure investment,Constant Euro,16281780.0,2004,158.7596295368197
442,465,Netherlands,1777488049.0,Road infrastructure investment,Constant Euro,16319870.0,2005,108.91557647211651
443,466,Netherlands,1752341399.0,Road infrastructure investment,Constant Euro,16346100.0,2006,107.20241519383829
444,467,Netherlands,1743190661.0,Road infrastructure investment,Constant Euro,16381700.0,2007,106.41085241458457
445,468,Netherlands,2221457211.0,Road infrastructure investment,Constant Euro,16445590.0,2008,135.07920427299962
446,469,Netherlands,2383041378.0,Road infrastructure investment,Constant Euro,16530390.0,2009,144.1612314047037
447,470,Netherlands,2300000000.0,Road infrastructure investment,Constant Euro,16615390.0,2010,138.4258810656867
448,471,Netherlands,2283757065.0,Road infrastructure investment,Constant Euro,16693070.0,2011,136.80869157081352
449,472,New Zealand,311557681.4,Road infrastructure investment,Constant Euro,3815000.0,1998,81.6664957798165
450,473,New Zealand,310180929.7,Road infrastructure investment,Constant Euro,3835100.0,1999,80.8794893744622
451,474,New Zealand,341901500.0,Road infrastructure investment,Constant Euro,3857700.0,2000,88.62832776006428
452,475,New Zealand,280900246.2,Road infrastructure investment,Constant Euro,3880500.0,2001,72.38764236567452
453,476,New Zealand,275546362.0,Road infrastructure investment,Constant Euro,3948500.0,2002,69.78507331898189
454,477,New Zealand,285466851.0,Road infrastructure investment,Constant Euro,4027200.0,2003,70.88469681168057
455,478,New Zealand,355483446.8,Road infrastructure investment,Constant Euro,4087500.0,2004,86.96842735168195
456,479,New Zealand,408598976.8,Road infrastructure investment,Constant Euro,4133900.0,2005,98.84104037349718
457,480,New Zealand,484153911.5,Road infrastructure investment,Constant Euro,4184600.0,2006,115.69897039143527
458,481,New Zealand,553536461.7,Road infrastructure investment,Constant Euro,4223800.0,2007,131.0517689521284
459,482,New Zealand,613535460.1,Road infrastructure investment,Constant Euro,4259800.0,2008,144.02917040706137
460,483,New Zealand,686423761.6,Road infrastructure investment,Constant Euro,4302600.0,2009,159.53696871658997
461,484,New Zealand,765857842.8,Road infrastructure investment,Constant Euro,4350700.0,2010,176.03094738777668
462,485,New Zealand,840003764.3,Road infrastructure investment,Constant Euro,4384000.0,2011,191.60669806113137
463,486,New Zealand,519760059.4,Road infrastructure investment,Constant Euro,4408100.0,2012,117.91022422358839
464,487,New Zealand,647156110.8,Road infrastructure investment,Constant Euro,4442100.0,2013,145.68697480921185
465,488,New Zealand,714446971.2,Road infrastructure investment,Constant Euro,4509700.0,2014,158.42450078719207
466,489,New Zealand,793006776.3,Road infrastructure investment,Constant Euro,4595750.0,2015,172.55220068541587
467,490,New Zealand,759861362.7,Road infrastructure investment,Constant Euro,4693200.0,2016,161.9068786116083
468,491,New Zealand,654835213.4,Road infrastructure investment,Constant Euro,4793920.0,2017,136.5970256908751
469,492,Norway,1428245783.0,Road infrastructure investment,Constant Euro,4359183.0,1995,327.6407030858764
470,493,Norway,1314004977.0,Road infrastructure investment,Constant Euro,4381335.0,1996,299.9097254603905
471,494,Norway,1404863197.0,Road infrastructure investment,Constant Euro,4405156.0,1997,318.9133817281386
472,495,Norway,1587571073.0,Road infrastructure investment,Constant Euro,4431464.0,1998,358.24979577855083
473,496,Norway,1598572066.0,Road infrastructure investment,Constant Euro,4461913.0,1999,358.27055928701435
474,497,Norway,1349967457.0,Road infrastructure investment,Constant Euro,4490966.0,2000,300.59623185746676
475,498,Norway,1456645383.0,Road infrastructure investment,Constant Euro,4513751.0,2001,322.71283528931923
476,499,Norway,1518485341.0,Road infrastructure investment,Constant Euro,4538159.0,2002,334.60382084453187
477,500,Norway,1443638353.0,Road infrastructure investment,Constant Euro,4564854.0,2003,316.25071754759296
478,501,Norway,1544375869.0,Road infrastructure investment,Constant Euro,4591910.0,2004,336.3253785461823
479,502,Norway,1824397310.0,Road infrastructure investment,Constant Euro,4623291.0,2005,394.6100970066561
480,503,Norway,1775782371.0,Road infrastructure investment,Constant Euro,4660676.0,2006,381.01390678090473
481,504,Norway,1957846390.0,Road infrastructure investment,Constant Euro,4709152.0,2007,415.75349234851626
482,505,Norway,2286267761.0,Road infrastructure investment,Constant Euro,4768211.0,2008,479.4812479984632
483,506,Norway,2799180021.0,Road infrastructure investment,Constant Euro,4828725.0,2009,579.6934016743551
484,507,Norway,2673994504.0,Road infrastructure investment,Constant Euro,4889252.0,2010,546.9128005674488
485,508,Norway,2583610034.0,Road infrastructure investment,Constant Euro,4953000.0,2011,521.6252844740561
486,509,Norway,2831291005.0,Road infrastructure investment,Constant Euro,5019000.0,2012,564.114565650528
487,510,Norway,3391134602.0,Road infrastructure investment,Constant Euro,5080000.0,2013,667.546181496063
488,511,Norway,3492353200.0,Road infrastructure investment,Constant Euro,5137000.0,2014,679.8429433521511
489,512,Norway,3440458288.0,Road infrastructure investment,Constant Euro,5166493.0,2015,665.9175359378208
490,513,Norway,3398736668.0,Road infrastructure investment,Constant Euro,5210721.0,2016,652.2584241221128
491,514,Poland,1118692130.0,Road infrastructure investment,Constant Euro,38275000.0,1995,29.227749967341605
492,515,Poland,289094685.5,Road infrastructure investment,Constant Euro,38289000.0,1996,7.550332615111389
493,516,Poland,347920160.9,Road infrastructure investment,Constant Euro,38292000.0,1997,9.085975161913716
494,517,Poland,434774682.6,Road infrastructure investment,Constant Euro,38283000.0,1998,11.35686029308048
495,518,Poland,438568665.8,Road infrastructure investment,Constant Euro,38270000.0,1999,11.459855390645414
496,519,Poland,1346664832.0,Road infrastructure investment,Constant Euro,38255940.0,2000,35.20145713319291
497,520,Poland,1283844336.0,Road infrastructure investment,Constant Euro,38250790.0,2001,33.56386458946338
498,521,Poland,1252678436.0,Road infrastructure investment,Constant Euro,38232300.0,2002,32.764924841037555
499,522,Poland,1384225928.0,Road infrastructure investment,Constant Euro,38195180.0,2003,36.24085363650597
500,523,Poland,1661945330.0,Road infrastructure investment,Constant Euro,38180250.0,2004,43.5289273904702
501,524,Poland,2182623070.0,Road infrastructure investment,Constant Euro,38161310.0,2005,57.19465788779264
502,525,Poland,2886956425.0,Road infrastructure investment,Constant Euro,38132280.0,2006,75.70899051931855
503,526,Poland,3573860784.0,Road infrastructure investment,Constant Euro,38115970.0,2007,93.762818682038
504,527,Poland,4181167721.0,Road infrastructure investment,Constant Euro,38115910.0,2008,109.69612744389417
505,528,Poland,5881018255.0,Road infrastructure investment,Constant Euro,38153390.0,2009,154.1414342211793
506,529,Poland,6509637046.0,Road infrastructure investment,Constant Euro,38516690.0,2010,169.0082155553865
507,530,Poland,8312563543.0,Road infrastructure investment,Constant Euro,38525670.0,2011,215.76687811010166
508,531,Poland,4344790223.0,Road infrastructure investment,Constant Euro,38533790.0,2012,112.75273527467711
509,534,Poland,2118389288.0,Road infrastructure investment,Constant Euro,38005614.0,2015,55.73885184436173
510,535,Poland,3117933319.0,Road infrastructure investment,Constant Euro,37967209.0,2016,82.12174139531827
511,536,Poland,3111373931.0,Road infrastructure investment,Constant Euro,37972964.0,2017,81.93655704621847
512,537,Portugal,1130229420.0,Road infrastructure investment,Constant Euro,10026180.0,1995,112.72782056575885
513,538,Portugal,1084042260.0,Road infrastructure investment,Constant Euro,10063940.0,1996,107.71549313688277
514,539,Portugal,1364294856.0,Road infrastructure investment,Constant Euro,10108980.0,1997,134.9587056260869
515,540,Portugal,1335753926.0,Road infrastructure investment,Constant Euro,10160200.0,1998,131.469255132773
516,541,Portugal,786481634.5,Road infrastructure investment,Constant Euro,10217830.0,1999,76.97149340907022
517,542,Portugal,1200717295.0,Road infrastructure investment,Constant Euro,10289900.0,2000,116.68891777373929
518,543,Portugal,2041930107.0,Road infrastructure investment,Constant Euro,10362720.0,2001,197.0457666519987
519,544,Portugal,1954753747.0,Road infrastructure investment,Constant Euro,10419630.0,2002,187.60299041328722
520,545,Portugal,1836902439.0,Road infrastructure investment,Constant Euro,10458820.0,2003,175.6319010175144
521,546,Portugal,2250507231.0,Road infrastructure investment,Constant Euro,10483860.0,2004,214.66399122079082
522,547,Portugal,2318331504.0,Road infrastructure investment,Constant Euro,10503330.0,2005,220.7234756977073
523,548,Portugal,2055084746.0,Road infrastructure investment,Constant Euro,10522290.0,2006,195.30774631757916
524,549,Portugal,1511966701.0,Road infrastructure investment,Constant Euro,10542960.0,2007,143.4100765819087
525,550,Portugal,1353815659.0,Road infrastructure investment,Constant Euro,10558180.0,2008,128.22433970627515
526,551,Portugal,985492228.0,Road infrastructure investment,Constant Euro,10568250.0,2009,93.25027587348899
527,552,Portugal,1511000000.0,Road infrastructure investment,Constant Euro,10573100.0,2010,142.9098372284382
528,553,Portugal,249635568.5,Road infrastructure investment,Constant Euro,10514840.0,2012,23.741261731039177
529,554,Portugal,191765882.0,Road infrastructure investment,Constant Euro,10457300.0,2013,18.337991833456055
530,555,Slovak Republic,142515259.9,Road infrastructure investment,Constant Euro,5361998.0,1995,26.57876036134292
531,556,Slovak Republic,184747784.2,Road infrastructure investment,Constant Euro,5373361.0,1996,34.38216494294725
532,557,Slovak Republic,671928327.6,Road infrastructure investment,Constant Euro,5383291.0,1997,124.8173891398403
533,558,Slovak Republic,588246828.4,Road infrastructure investment,Constant Euro,5390516.0,1998,109.12625589090172
534,559,Slovak Republic,360220370.1,Road infrastructure investment,Constant Euro,5396019.0,1999,66.75669046013367
535,560,Slovak Republic,375157004.0,Road infrastructure investment,Constant Euro,5388720.0,2000,69.6189455009724
536,561,Slovak Republic,305294814.5,Road infrastructure investment,Constant Euro,5378867.0,2001,56.75820103006823
537,562,Slovak Republic,373923173.2,Road infrastructure investment,Constant Euro,5376912.0,2002,69.54236431617255
538,563,Slovak Republic,282569498.6,Road infrastructure investment,Constant Euro,5373374.0,2003,52.58697767920119
539,564,Slovak Republic,301556786.9,Road infrastructure investment,Constant Euro,5372280.0,2004,56.1319936600475
540,565,Slovak Republic,431639149.7,Road infrastructure investment,Constant Euro,5372806.0,2005,80.33775083261894
541,566,Slovak Republic,473529581.2,Road infrastructure investment,Constant Euro,5373054.0,2006,88.13043405110017
542,567,Slovak Republic,579981708.3,Road infrastructure investment,Constant Euro,5374622.0,2007,107.91116255245484
543,568,Slovak Republic,599498831.7,Road infrastructure investment,Constant Euro,5379232.0,2008,111.44691876089375
544,569,Slovak Republic,675523990.3,Road infrastructure investment,Constant Euro,5386405.0,2009,125.41277351034688
545,570,Slovak Republic,342000000.0,Road infrastructure investment,Constant Euro,5391428.0,2010,63.43402898081918
546,571,Slovak Republic,425611570.3,Road infrastructure investment,Constant Euro,5398384.0,2011,78.84055122792303
547,572,Slovak Republic,304749586.0,Road infrastructure investment,Constant Euro,5407579.0,2012,56.35601181231009
548,573,Slovak Republic,350877193.0,Road infrastructure investment,Constant Euro,5415949.0,2013,64.78591157339184
549,575,Slovak Republic,1071627599.0,Road infrastructure investment,Constant Euro,5421349.0,2015,197.66807099118688
550,576,Slovak Republic,701604108.3,Road infrastructure investment,Constant Euro,5426252.0,2016,129.29810637250168
551,577,Slovak Republic,679528586.6,Road infrastructure investment,Constant Euro,5435343.0,2017,125.02036883412877
552,578,Slovenia,357802400.7,Road infrastructure investment,Constant Euro,1987505.0,1995,180.02591223669876
553,579,Slovenia,511536591.1,Road infrastructure investment,Constant Euro,1991169.0,1996,256.90264919753173
554,580,Slovenia,497402641.5,Road infrastructure investment,Constant Euro,1986848.0,1997,250.3476066110744
555,581,Slovenia,421204356.2,Road infrastructure investment,Constant Euro,1982603.0,1998,212.45017595554933
556,582,Slovenia,552148201.6,Road infrastructure investment,Constant Euro,1985557.0,1999,278.0822719267188
557,583,Slovenia,541800174.8,Road infrastructure investment,Constant Euro,1990272.0,2000,272.2241858399254
558,584,Slovenia,379826403.3,Road infrastructure investment,Constant Euro,1992035.0,2001,190.6725551006885
559,585,Slovenia,429660606.4,Road infrastructure investment,Constant Euro,1995718.0,2002,215.2912417485837
560,586,Slovenia,584613471.0,Road infrastructure investment,Constant Euro,1996773.0,2003,292.77913463373153
561,587,Slovenia,590947541.5,Road infrastructure investment,Constant Euro,1997004.0,2004,295.9170544976375
562,588,Slovenia,521539584.9,Road infrastructure investment,Constant Euro,2001114.0,2005,260.62462453413445
563,589,Slovenia,648527514.3,Road infrastructure investment,Constant Euro,2008516.0,2006,322.8888962298533
564,590,Slovenia,714492613.7,Road infrastructure investment,Constant Euro,2019406.0,2007,353.8132568190845
565,591,Slovenia,705048103.8,Road infrastructure investment,Constant Euro,2022629.0,2008,348.5800430034376
566,592,Slovenia,414120911.1,Road infrastructure investment,Constant Euro,2042335.0,2009,202.7683563666098
567,593,Slovenia,221000000.0,Road infrastructure investment,Constant Euro,2049261.0,2010,107.8437544070765
568,594,Slovenia,107899807.3,Road infrastructure investment,Constant Euro,2052496.0,2011,52.570045106056234
569,595,Slovenia,97292966.29,Road infrastructure investment,Constant Euro,2056262.0,2012,47.315452160279186
570,596,Slovenia,98903502.52,Road infrastructure investment,Constant Euro,2059114.0,2013,48.03206744259909
571,597,Slovenia,123081657.0,Road infrastructure investment,Constant Euro,2061623.0,2014,59.701340642784835
572,598,Slovenia,98573582.28,Road infrastructure investment,Constant Euro,2062874.0,2015,47.78458707608899
573,599,Slovenia,98013271.0,Road infrastructure investment,Constant Euro,2064188.0,2016,47.48272492621796
574,600,Slovenia,116105811.1,Road infrastructure investment,Constant Euro,2065895.0,2017,56.20121598629165
575,601,Spain,6729387993.0,Road infrastructure investment,Constant Euro,39718900.0,1995,169.42533637638505
576,602,Spain,6118027585.0,Road infrastructure investment,Constant Euro,39884250.0,1996,153.3945751769182
577,603,Spain,5913051236.0,Road infrastructure investment,Constant Euro,40049970.0,1997,147.64183933221423
578,604,Spain,7118956620.0,Road infrastructure investment,Constant Euro,40214060.0,1998,177.0265578755291
579,605,Spain,6262298877.0,Road infrastructure investment,Constant Euro,40369670.0,1999,155.12385602854818
580,606,Spain,6240802240.0,Road infrastructure investment,Constant Euro,40554390.0,2000,153.88721763537808
581,607,Spain,7135246165.0,Road infrastructure investment,Constant Euro,40766050.0,2001,175.0291275460831
582,608,Spain,8722354046.0,Road infrastructure investment,Constant Euro,41423520.0,2002,210.56525486004085
583,609,Spain,9072095963.0,Road infrastructure investment,Constant Euro,42196230.0,2003,214.9977844703188
584,610,Spain,8439349457.0,Road infrastructure investment,Constant Euro,42859170.0,2004,196.9088402085248
585,611,Spain,9298797009.0,Road infrastructure investment,Constant Euro,43662610.0,2005,212.96933483820595
586,612,Spain,8468501123.0,Road infrastructure investment,Constant Euro,44360520.0,2006,190.90175505156387
587,613,Spain,7660571342.0,Road infrastructure investment,Constant Euro,45236000.0,2007,169.34678888495887
588,614,Spain,7577872825.0,Road infrastructure investment,Constant Euro,45983170.0,2008,164.79665984315565
589,615,Spain,9520345166.0,Road infrastructure investment,Constant Euro,46367550.0,2009,205.323446375752
590,616,Spain,7851000000.0,Road infrastructure investment,Constant Euro,46562480.0,2010,168.61215296092476
591,617,Spain,5665986039.0,Road infrastructure investment,Constant Euro,46736260.0,2011,121.2331932208525
592,618,Spain,5016514108.0,Road infrastructure investment,Constant Euro,46766400.0,2012,107.26748494645729
593,619,Spain,4428051314.0,Road infrastructure investment,Constant Euro,46593240.0,2013,95.03634677476819
594,620,Spain,4167224464.0,Road infrastructure investment,Constant Euro,46464050.0,2014,89.68706912118078
595,621,Spain,4271725707.0,Road infrastructure investment,Constant Euro,46449565.0,2015,91.96481618288567
596,622,Spain,3868296530.0,Road infrastructure investment,Constant Euro,46440099.0,2016,83.2964746694446
597,623,Spain,3527488600.0,Road infrastructure investment,Constant Euro,46528024.0,2017,75.8142791535699
598,624,Sweden,1398191559.0,Road infrastructure investment,Constant Euro,8826938.0,1995,158.40051884356728
599,625,Sweden,1404653521.0,Road infrastructure investment,Constant Euro,8840997.0,1996,158.87953824664797
600,626,Sweden,1241749788.0,Road infrastructure investment,Constant Euro,8846062.0,1997,140.37317260493992
601,627,Sweden,1465423459.0,Road infrastructure investment,Constant Euro,8850973.0,1998,165.5663686918941
602,628,Sweden,1270045190.0,Road infrastructure investment,Constant Euro,8857874.0,1999,143.38036305325633
603,629,Sweden,1151750440.0,Road infrastructure investment,Constant Euro,8872109.0,2000,129.81698489051476
604,630,Sweden,1341370838.0,Road infrastructure investment,Constant Euro,8895960.0,2001,150.78427038790642
605,631,Sweden,1656941968.0,Road infrastructure investment,Constant Euro,8924958.0,2002,185.65263477990598
606,632,Sweden,1739069576.0,Road infrastructure investment,Constant Euro,8958229.0,2003,194.13095780427136
607,633,Sweden,1739141708.0,Road infrastructure investment,Constant Euro,8993531.0,2004,193.37696261902028
608,634,Sweden,1532561696.0,Road infrastructure investment,Constant Euro,9029572.0,2005,169.72694785533577
609,635,Sweden,1571993425.0,Road infrastructure investment,Constant Euro,9080504.0,2006,173.11742002426297
610,636,Sweden,1497070693.0,Road infrastructure investment,Constant Euro,9148092.0,2007,163.64840810520926
611,637,Sweden,1671870273.0,Road infrastructure investment,Constant Euro,9219637.0,2008,181.33797165766939
612,638,Sweden,1795680227.0,Road infrastructure investment,Constant Euro,9298514.0,2009,193.11475220664292
613,639,Sweden,1666090563.0,Road infrastructure investment,Constant Euro,9378126.0,2010,177.65708874033044
614,640,Sweden,1748181629.0,Road infrastructure investment,Constant Euro,9449212.0,2011,185.00819211168084
615,641,Sweden,1908545365.0,Road infrastructure investment,Constant Euro,9519374.0,2012,200.49063782975645
616,642,Sweden,1703077968.0,Road infrastructure investment,Constant Euro,9609000.0,2013,177.23779456759289
617,644,Sweden,1663346724.0,Road infrastructure investment,Constant Euro,9747355.0,2015,170.64595718530822
618,645,Sweden,1530283910.0,Road infrastructure investment,Constant Euro,9851017.0,2016,155.3427336487187
619,646,Sweden,1728045394.0,Road infrastructure investment,Constant Euro,9995153.0,2017,172.88833837761163
620,647,Switzerland,3619326411.0,Road infrastructure investment,Constant Euro,7040687.0,1995,514.0587006637278
621,648,Switzerland,3517497855.0,Road infrastructure investment,Constant Euro,7071851.0,1996,497.39422606613175
622,649,Switzerland,3565576296.0,Road infrastructure investment,Constant Euro,7088906.0,1997,502.97976810526194
623,650,Switzerland,3366072438.0,Road infrastructure investment,Constant Euro,7110002.0,1998,473.427776532271
624,651,Switzerland,3555880696.0,Road infrastructure investment,Constant Euro,7143991.0,1999,497.7442855121178
625,652,Switzerland,3427380503.0,Road infrastructure investment,Constant Euro,7184250.0,2000,477.06865754950064
626,653,Switzerland,3316826643.0,Road infrastructure investment,Constant Euro,7226647.0,2001,458.9717254765592
627,654,Switzerland,3420092715.0,Road infrastructure investment,Constant Euro,7284754.0,2002,469.4863704388645
628,655,Switzerland,3397241993.0,Road infrastructure investment,Constant Euro,7339002.0,2003,462.9024481802839
629,656,Switzerland,3354011421.0,Road infrastructure investment,Constant Euro,7389626.0,2004,453.88107882591083
630,657,Switzerland,3338954419.0,Road infrastructure investment,Constant Euro,7437116.0,2005,448.95822775925507
631,658,Switzerland,3172204400.0,Road infrastructure investment,Constant Euro,7483935.0,2006,423.86851302155884
632,659,Switzerland,3161541975.0,Road infrastructure investment,Constant Euro,7551117.0,2007,418.6853382089034
633,660,Switzerland,3190572701.0,Road infrastructure investment,Constant Euro,7647676.0,2008,417.1950669719795
634,661,Switzerland,3294687726.0,Road infrastructure investment,Constant Euro,7744000.0,2009,425.4503778409091
635,662,Switzerland,3418463319.0,Road infrastructure investment,Constant Euro,7827970.0,2010,436.6985717880881
636,663,Switzerland,3307657325.0,Road infrastructure investment,Constant Euro,7912398.0,2011,418.03475065334175
637,667,Turkey,1080405916.0,Road infrastructure investment,Constant Euro,59756000.0,1995,18.080291786598835
638,668,Turkey,1387587529.0,Road infrastructure investment,Constant Euro,60671000.0,1996,22.87068828600155
639,669,Turkey,1660972472.0,Road infrastructure investment,Constant Euro,61582000.0,1997,26.971720177974085
640,670,Turkey,1360928162.0,Road infrastructure investment,Constant Euro,62464000.0,1998,21.78740013447746
641,671,Turkey,1139262555.0,Road infrastructure investment,Constant Euro,63364000.0,1999,17.979650195694717
642,672,Turkey,1206649898.0,Road infrastructure investment,Constant Euro,64268750.0,2000,18.775064055236797
643,673,Turkey,1925292412.0,Road infrastructure investment,Constant Euro,65166330.0,2001,29.544281717261047
644,674,Turkey,1285618369.0,Road infrastructure investment,Constant Euro,66002500.0,2002,19.478328381500702
645,675,Turkey,1327101086.0,Road infrastructure investment,Constant Euro,66794550.0,2003,19.86840372455537
646,676,Turkey,1569930230.0,Road infrastructure investment,Constant Euro,67598740.0,2004,23.224252848499837
647,677,Turkey,2049811254.0,Road infrastructure investment,Constant Euro,68435380.0,2005,29.95250781101822
648,678,Turkey,2439574307.0,Road infrastructure investment,Constant Euro,69295260.0,2006,35.20550044837122
649,679,Turkey,2297236044.0,Road infrastructure investment,Constant Euro,70158110.0,2007,32.7436991104806
650,680,Turkey,3238162536.0,Road infrastructure investment,Constant Euro,71051680.0,2008,45.57474975961159
651,681,Turkey,3785794088.0,Road infrastructure investment,Constant Euro,72039210.0,2009,52.55185458030425
652,682,Turkey,5135425892.0,Road infrastructure investment,Constant Euro,73142150.0,2010,70.21157967054565
653,683,Turkey,5218316654.0,Road infrastructure investment,Constant Euro,74223630.0,2011,70.30532802020058
654,684,Turkey,4652570686.0,Road infrastructure investment,Constant Euro,75175820.0,2012,61.889191045737846
655,685,Turkey,6125420369.0,Road infrastructure investment,Constant Euro,76054620.0,2013,80.53975378484569
656,687,Turkey,9044539484.0,Road infrastructure investment,Constant Euro,77695904.0,2015,116.40947615462457
657,688,Turkey,7690852667.0,Road infrastructure investment,Constant Euro,78741053.0,2016,97.67271802931059
658,689,Turkey,7562448111.0,Road infrastructure investment,Constant Euro,79814871.0,2017,94.7498632303747
659,690,United Kingdom,7274494582.0,Road infrastructure investment,Constant Euro,58025000.0,1995,125.36828232658337
660,691,United Kingdom,6519895613.0,Road infrastructure investment,Constant Euro,58164000.0,1996,112.09503495289182
661,692,United Kingdom,5457408150.0,Road infrastructure investment,Constant Euro,58314000.0,1997,93.58658555406934
662,693,United Kingdom,5033674645.0,Road infrastructure investment,Constant Euro,58475000.0,1998,86.08250782385635
663,694,United Kingdom,4825037207.0,Road infrastructure investment,Constant Euro,58684000.0,1999,82.22065992434054
664,695,United Kingdom,4683791568.0,Road infrastructure investment,Constant Euro,58886000.0,2000,79.53998519172639
665,696,United Kingdom,4908078830.0,Road infrastructure investment,Constant Euro,59113000.0,2001,83.02875560367431
666,697,United Kingdom,5186897026.0,Road infrastructure investment,Constant Euro,58569630.0,2002,88.55949791726532
667,698,United Kingdom,4822037288.0,Road infrastructure investment,Constant Euro,58838950.0,2003,81.95314987775954
668,699,United Kingdom,4470237741.0,Road infrastructure investment,Constant Euro,59149120.0,2004,75.57572692543862
669,700,United Kingdom,4925901245.0,Road infrastructure investment,Constant Euro,59591040.0,2005,82.66177675368645
670,701,United Kingdom,5148968472.0,Road infrastructure investment,Constant Euro,60002570.0,2006,85.81246556605825
671,702,United Kingdom,4739505138.0,Road infrastructure investment,Constant Euro,60481820.0,2007,78.36247550090259
672,703,United Kingdom,5317200167.0,Road infrastructure investment,Constant Euro,60982380.0,2008,87.19240159206643
673,704,United Kingdom,6695336948.0,Road infrastructure investment,Constant Euro,61423720.0,2009,109.00246595289246
674,705,United Kingdom,6482927057.0,Road infrastructure investment,Constant Euro,61914640.0,2010,104.70749821043941
675,706,United Kingdom,5393280240.0,Road infrastructure investment,Constant Euro,62435200.0,2011,86.38204474399058
676,707,United Kingdom,4782957632.0,Road infrastructure investment,Constant Euro,62858800.0,2012,76.09050175949906
677,708,United Kingdom,5226851988.0,Road infrastructure investment,Constant Euro,63237940.0,2013,82.65373584275515
678,709,United Kingdom,6197568466.0,Road infrastructure investment,Constant Euro,63650010.0,2014,97.36948141877747
679,710,United Kingdom,6378040257.0,Road infrastructure investment,Constant Euro,64853393.0,2015,98.3455138114362
680,711,United Kingdom,6757385704.0,Road infrastructure investment,Constant Euro,65379044.0,2016,103.35705893772322
681,712,United Kingdom,7540172662.0,Road infrastructure investment,Constant Euro,65844142.0,2017,114.51546687327173
682,713,United States,54834396226.0,Road infrastructure investment,Constant Euro,266278400.0,1995,205.92881820680913
683,714,United States,55341317010.0,Road infrastructure investment,Constant Euro,269394300.0,1996,205.42868579624735
684,715,United States,60220069192.0,Road infrastructure investment,Constant Euro,272646900.0,1997,220.87201135241222
685,716,United States,63544412659.0,Road infrastructure investment,Constant Euro,275854100.0,1998,230.35515027327853
686,717,United States,67816093487.0,Road infrastructure investment,Constant Euro,279040200.0,1999,243.033417719024
687,718,United States,67831659414.0,Road infrastructure investment,Constant Euro,282162400.0,2000,240.3993565903891
688,719,United States,74190488468.0,Road infrastructure investment,Constant Euro,284969000.0,2001,260.34582171394084
689,720,United States,73718368663.0,Road infrastructure investment,Constant Euro,287625200.0,2002,256.3001039651602
690,721,United States,71916720996.0,Road infrastructure investment,Constant Euro,290107900.0,2003,247.89645851078168
691,722,United States,67239807153.0,Road infrastructure investment,Constant Euro,292805300.0,2004,229.6399933778521
692,723,United States,64548171608.0,Road infrastructure investment,Constant Euro,295516600.0,2005,218.42485873213215
693,724,United States,65078878044.0,Road infrastructure investment,Constant Euro,298379900.0,2006,218.10744639300435
694,725,United States,64529808347.0,Road infrastructure investment,Constant Euro,301231200.0,2007,214.2202014499162
695,726,United States,59741587264.0,Road infrastructure investment,Constant Euro,304094000.0,2008,196.45763238998467
696,727,United States,65912778569.0,Road infrastructure investment,Constant Euro,306771500.0,2009,214.8595243332578
697,728,United States,62104311125.0,Road infrastructure investment,Constant Euro,309347100.0,2010,200.75931251658736
698,729,United States,57368080123.0,Road infrastructure investment,Constant Euro,311721600.0,2011,184.03626865446603
699,730,United States,56697552450.0,Road infrastructure investment,Constant Euro,314112100.0,2012,180.50101365085905
700,731,United States,55245941493.0,Road infrastructure investment,Constant Euro,316497500.0,2013,174.55411651908784
