,ID,Country,Investment Amount,Investment Type,Measure,Population,Year,Spending per Capita
0,1,Australia,4957819615.0,Road infrastructure investment,Constant Euro,18005000.0,1995,275.3579347403499
1,2,Australia,5505514006.0,Road infrastructure investment,Constant Euro,18225000.0,1996,302.08581651577504
2,3,Australia,5854420568.0,Road infrastructure investment,Constant Euro,18423000.0,1997,317.7778086088042
3,4,Australia,7149710737.0,Road infrastructure investment,Constant Euro,18608000.0,1998,384.22779111135
4,5,Australia,7104844364.0,Road infrastructure investment,Constant Euro,18812000.0,1999,377.6761834998937
5,6,Australia,6193145267.0,Road infrastructure investment,Constant Euro,19029000.0,2000,325.4582619685743
6,7,Australia,5846321035.0,Road infrastructure investment,Constant Euro,19275000.0,2001,303.31107833981844
7,8,Australia,5820346382.0,Road infrastructure investment,Constant Euro,19495000.0,2002,298.55585442421136
8,9,Australia,6690336113.0,Road infrastructure investment,Constant Euro,19721000.0,2003,339.24933385730947
9,10,Australia,7920096199.0,Road infrastructure investment,Constant Euro,19933000.0,2004,397.33588516530375
10,11,Australia,9365560232.0,Road infrastructure investment,Constant Euro,20177000.0,2005,464.17010616047975
11,12,Australia,9431503035.0,Road infrastructure investment,Constant Euro,20451000.0,2006,461.17564104444773
12,13,Australia,10105670244.0,Road infrastructure investment,Constant Euro,20828000.0,2007,485.1963819857884
13,14,Australia,11731433923.0,Road infrastructure investment,Constant Euro,21249000.0,2008,552.0934595980988
14,15,Australia,11689017976.0,Road infrastructure investment,Constant Euro,21692000.0,2009,538.8630820579016
15,16,Australia,11200596051.0,Road infrastructure investment,Constant Euro,22032000.0,2010,508.3785426198257
16,17,Australia,12267782816.0,Road infrastructure investment,Constant Euro,22340000.0,2011,549.1397858549686
17,18,Australia,12568822900.0,Road infrastructure investment,Constant Euro,22728000.0,2012,553.0105112636396
18,19,Australia,10887140552.0,Road infrastructure investment,Constant Euro,23126000.0,2013,470.7749092795987
19,20,Australia,9485923226.0,Road infrastructure investment,Constant Euro,23491000.0,2014,403.8109584947427
20,21,Australia,9495095038.0,Road infrastructure investment,Constant Euro,23777777.0,2015,399.32643989385554
21,22,Australia,10902186496.0,Road infrastructure investment,Constant Euro,24210809.0,2016,450.3024453251438
22,23,Australia,11994667305.0,Road infrastructure investment,Constant Euro,24598933.0,2017,487.60925138500926
23,24,Austria,757199191.4,Road infrastructure investment,Constant Euro,7948278.0,1995,95.26581624346808
24,25,Austria,683469973.8,Road infrastructure investment,Constant Euro,7959016.0,1996,85.87367757521784
25,26,Austria,571670216.8,Road infrastructure investment,Constant Euro,7968041.0,1997,71.74539096874626
26,27,Austria,677229344.5,Road infrastructure investment,Constant Euro,7976788.0,1998,84.90000542825007
27,28,Austria,603777081.2,Road infrastructure investment,Constant Euro,7992323.0,1999,75.54462966524251
28,29,Austria,677835492.9,Road infrastructure investment,Constant Euro,8011566.0,2000,84.60711587472412
29,30,Austria,900926264.8,Road infrastructure investment,Constant Euro,8042293.0,2001,112.02355656527311
30,31,Austria,741494417.9,Road infrastructure investment,Constant Euro,8082121.0,2002,91.74502805637282
31,32,Austria,885341469.4,Road infrastructure investment,Constant Euro,8118245.0,2003,109.05577121656219
32,33,Austria,942346705.1,Road infrastructure investment,Constant Euro,8169441.0,2004,115.35020634826789
33,34,Austria,854424476.1,Road infrastructure investment,Constant Euro,8225278.0,2005,103.87788426117635
34,35,Austria,922507102.8,Road infrastructure investment,Constant Euro,8267948.0,2006,111.57630681760456
35,36,Austria,970765454.1,Road infrastructure investment,Constant Euro,8295189.0,2007,117.02752693157444
36,37,Austria,894015714.2,Road infrastructure investment,Constant Euro,8321541.0,2008,107.43391328601278
37,38,Austria,691613279.0,Road infrastructure investment,Constant Euro,8341483.0,2009,82.91250836332101
38,39,Austria,390000000.0,Road infrastructure investment,Constant Euro,8361069.0,2010,46.64475320081679
39,40,Austria,286931818.2,Road infrastructure investment,Constant Euro,8388534.0,2011,34.205239938229965
40,41,Austria,296464188.6,Road infrastructure investment,Constant Euro,8426311.0,2012,35.18315293608318
41,42,Austria,328209764.9,Road infrastructure investment,Constant Euro,8468570.0,2013,38.75622034180505
42,44,Austria,424044734.4,Road infrastructure investment,Constant Euro,8584926.0,2015,49.394104783197896
43,45,Austria,417972831.8,Road infrastructure investment,Constant Euro,8700471.0,2016,48.040253429957986
44,46,Belgium,207382828.7,Road infrastructure investment,Constant Euro,10136810.0,1995,20.458391614324427
45,47,Belgium,206041286.0,Road infrastructure investment,Constant Euro,10156640.0,1996,20.28636300981427
46,48,Belgium,193639021.4,Road infrastructure investment,Constant Euro,10181250.0,1997,19.01917951135666
47,49,Belgium,193912178.2,Road infrastructure investment,Constant Euro,10203010.0,1998,19.005389409595793
48,50,Belgium,204182572.2,Road infrastructure investment,Constant Euro,10226420.0,1999,19.966182906628124
49,51,Belgium,181073559.6,Road infrastructure investment,Constant Euro,10251250.0,2000,17.663559039141568
50,52,Belgium,176678445.2,Road infrastructure investment,Constant Euro,10286570.0,2001,17.175642143105037
51,53,Belgium,203079248.1,Road infrastructure investment,Constant Euro,10332780.0,2002,19.65388289501954
52,54,Belgium,217496090.9,Road infrastructure investment,Constant Euro,10376130.0,2003,20.961195638450945
53,55,Belgium,179020208.6,Road infrastructure investment,Constant Euro,10421140.0,2004,17.178562863563872
54,56,Belgium,174046925.7,Road infrastructure investment,Constant Euro,10478620.0,2005,16.609718235798223
55,57,Belgium,179766197.6,Road infrastructure investment,Constant Euro,10547960.0,2006,17.0427454787466
56,58,Belgium,169025557.5,Road infrastructure investment,Constant Euro,10625700.0,2007,15.907239758321804
57,59,Belgium,154302670.6,Road infrastructure investment,Constant Euro,10709970.0,2008,14.407385884367557
58,60,Belgium,175000000.0,Road infrastructure investment,Constant Euro,10796490.0,2009,16.208971619480035
59,61,Belgium,348000000.0,Road infrastructure investment,Constant Euro,10920270.0,2010,31.867343939298205
60,62,Belgium,238691049.1,Road infrastructure investment,Constant Euro,11047740.0,2011,21.60541876438077
61,63,Belgium,522190746.0,Road infrastructure investment,Constant Euro,11128250.0,2012,46.924785658122346
62,66,Belgium,713107241.1,Road infrastructure investment,Constant Euro,11237274.0,2015,63.459095248545154
63,67,Belgium,731046931.4,Road infrastructure investment,Constant Euro,11311117.0,2016,64.63083454976197
64,68,Belgium,584586452.8,Road infrastructure investment,Constant Euro,11351727.0,2017,51.49757854465668
65,69,Canada,6437619398.0,Road infrastructure investment,Constant Euro,29302310.0,1995,219.6966518339339
66,70,Canada,5691455315.0,Road infrastructure investment,Constant Euro,29610220.0,1996,192.21253050467035
67,71,Canada,5318311622.0,Road infrastructure investment,Constant Euro,29905950.0,1997,177.8345654292875
68,72,Canada,5128717106.0,Road infrastructure investment,Constant Euro,30155170.0,1998,170.0775391417127
69,73,Canada,4870978939.0,Road infrastructure investment,Constant Euro,30401290.0,1999,160.2227714350279
70,74,Canada,4691262583.0,Road infrastructure investment,Constant Euro,30685730.0,2000,152.88091836172708
71,75,Canada,5504484540.0,Road infrastructure investment,Constant Euro,31019020.0,2001,177.4551401043618
72,76,Canada,5270005831.0,Road infrastructure investment,Constant Euro,31353660.0,2002,168.08263631741877
73,77,Canada,5381162014.0,Road infrastructure investment,Constant Euro,31639670.0,2003,170.0764266504676
74,78,Canada,5645292533.0,Road infrastructure investment,Constant Euro,31940680.0,2004,176.74302904634467
75,79,Canada,6726133947.0,Road infrastructure investment,Constant Euro,32245210.0,2005,208.59327469103164
76,80,Canada,7629780417.0,Road infrastructure investment,Constant Euro,32576070.0,2006,234.21426884826806
77,81,Canada,8770114126.0,Road infrastructure investment,Constant Euro,32927520.0,2007,266.3460268492738
78,82,Canada,10038122468.0,Road infrastructure investment,Constant Euro,33317660.0,2008,301.28533840611857
79,83,Canada,12996115492.0,Road infrastructure investment,Constant Euro,33726920.0,2009,385.33359974762
80,84,Canada,15378704720.0,Road infrastructure investment,Constant Euro,34126550.0,2010,450.63754525435473
81,85,Canada,14690226572.0,Road infrastructure investment,Constant Euro,34483980.0,2011,426.0014816155212
82,86,Canada,13276299237.0,Road infrastructure investment,Constant Euro,34880490.0,2012,380.6224980497694
83,89,Canada,5448215603.0,Road infrastructure investment,Constant Euro,35886196.0,2015,151.81925671364
84,90,Canada,5731450646.0,Road infrastructure investment,Constant Euro,36259928.0,2016,158.06569296000808
85,91,Chile,1020930468.0,Road infrastructure investment,Constant Euro,14996650.0,1998,68.07723511584254
86,92,Chile,1213047414.0,Road infrastructure investment,Constant Euro,15197210.0,1999,79.82040216592388
87,93,Chile,1261171737.0,Road infrastructure investment,Constant Euro,15397780.0,2000,81.90607587587301
88,94,Chile,1653432441.0,Road infrastructure investment,Constant Euro,15571680.0,2001,106.18202024444376
89,95,Chile,1465293298.0,Road infrastructure investment,Constant Euro,15745580.0,2002,93.06061116834057
90,96,Chile,1357910981.0,Road infrastructure investment,Constant Euro,15919480.0,2003,85.29870203046833
91,97,Chile,1572428272.0,Road infrastructure investment,Constant Euro,16093380.0,2004,97.70652728016115
92,98,Chile,1197890648.0,Road infrastructure investment,Constant Euro,16267280.0,2005,73.63804200825214
93,99,Chile,748584170.9,Road infrastructure investment,Constant Euro,16432670.0,2006,45.554628121905935
94,100,Chile,767080144.1,Road infrastructure investment,Constant Euro,16598070.0,2007,46.21502042707375
95,101,Chile,805822642.6,Road infrastructure investment,Constant Euro,16763470.0,2008,48.07015746739786
96,102,Chile,778007580.8,Road infrastructure investment,Constant Euro,16928870.0,2009,45.95744316070712
97,103,Chile,758516029.7,Road infrastructure investment,Constant Euro,17094280.0,2010,44.37250528831867
98,104,Chile,968624983.4,Road infrastructure investment,Constant Euro,17248450.0,2011,56.157218961703805
99,105,Chile,1098146077.0,Road infrastructure investment,Constant Euro,17402630.0,2012,63.10230562851707
100,106,Chile,1294058759.0,Road infrastructure investment,Constant Euro,17556820.0,2013,73.70689902841175
101,108,Chile,1173858459.0,Road infrastructure investment,Constant Euro,17971423.0,2015,65.31805850877808
102,109,Chile,1201426625.0,Road infrastructure investment,Constant Euro,18167147.0,2016,66.1318271382953
103,110,Czech Republic,774367086.5,Road infrastructure investment,Constant Euro,10330760.0,1995,74.95741712129602
104,111,Czech Republic,745908887.0,Road infrastructure investment,Constant Euro,10315350.0,1996,72.31057472601512
105,112,Czech Republic,871096809.0,Road infrastructure investment,Constant Euro,10303640.0,1997,84.5426285273942
106,113,Czech Republic,786942989.7,Road infrastructure investment,Constant Euro,10294940.0,1998,76.43978398125681
107,114,Czech Republic,659623345.5,Road infrastructure investment,Constant Euro,10282780.0,1999,64.14834757721161
108,115,Czech Republic,583841411.0,Road infrastructure investment,Constant Euro,10272500.0,2000,56.835377074714046
109,116,Czech Republic,522038073.0,Road infrastructure investment,Constant Euro,10224190.0,2001,51.05911304465195
110,117,Czech Republic,783755645.9,Road infrastructure investment,Constant Euro,10200770.0,2002,76.83298867634502
111,118,Czech Republic,956756068.5,Road infrastructure investment,Constant Euro,10201650.0,2003,93.78444354589699
112,119,Czech Republic,1526316457.0,Road infrastructure investment,Constant Euro,10206920.0,2004,149.5374174579599
113,120,Czech Republic,1894118009.0,Road infrastructure investment,Constant Euro,10234090.0,2005,185.07928003369133
114,121,Czech Republic,1854689061.0,Road infrastructure investment,Constant Euro,10266650.0,2006,180.65182518153438
115,122,Czech Republic,1747515905.0,Road infrastructure investment,Constant Euro,10322690.0,2007,169.2888098935452
116,123,Czech Republic,2055912327.0,Road infrastructure investment,Constant Euro,10429690.0,2008,197.12113466459692
117,124,Czech Republic,2078626727.0,Road infrastructure investment,Constant Euro,10491490.0,2009,198.12502580662994
118,125,Czech Republic,1719545029.0,Road infrastructure investment,Constant Euro,10517250.0,2010,163.49759005443437
119,126,Czech Republic,1267319138.0,Road infrastructure investment,Constant Euro,10496670.0,2011,120.73535111611588
120,127,Czech Republic,885364018.3,Road infrastructure investment,Constant Euro,10509290.0,2012,84.24584518078765
121,128,Czech Republic,683719643.1,Road infrastructure investment,Constant Euro,10510720.0,2013,65.04974379490653
122,129,Czech Republic,672939981.4,Road infrastructure investment,Constant Euro,10524780.0,2014,63.938626878661594
123,130,Czech Republic,964377938.6,Road infrastructure investment,Constant Euro,10538275.0,2015,91.51193516965537
124,131,Czech Republic,905271614.0,Road infrastructure investment,Constant Euro,10553843.0,2016,85.77649051629818
125,132,Czech Republic,1008433681.0,Road infrastructure investment,Constant Euro,10578820.0,2017,95.32572451369812
126,133,Denmark,583542614.7,Road infrastructure investment,Constant Euro,5233373.0,1995,111.50411306436595
127,134,Denmark,646738951.7,Road infrastructure investment,Constant Euro,5263074.0,1996,122.88235956781152
128,135,Denmark,626862084.3,Road infrastructure investment,Constant Euro,5284991.0,1997,118.61176003894802
129,136,Denmark,599771409.1,Road infrastructure investment,Constant Euro,5304219.0,1998,113.07440531772916
130,137,Denmark,623441398.1,Road infrastructure investment,Constant Euro,5321799.0,1999,117.14861799553121
131,138,Denmark,629073985.2,Road infrastructure investment,Constant Euro,5339616.0,2000,117.81258899516371
132,139,Denmark,669331264.6,Road infrastructure investment,Constant Euro,5358783.0,2001,124.90359557384578
133,140,Denmark,526426296.9,Road infrastructure investment,Constant Euro,5375931.0,2002,97.92281502496962
134,141,Denmark,756463839.2,Road infrastructure investment,Constant Euro,5390574.0,2003,140.3308514455047
135,142,Denmark,909865183.7,Road infrastructure investment,Constant Euro,5404523.0,2004,168.35254169516904
136,143,Denmark,1100757188.0,Road infrastructure investment,Constant Euro,5419432.0,2005,203.1130177479854
137,144,Denmark,1344393157.0,Road infrastructure investment,Constant Euro,5437272.0,2006,247.2550861902807
138,145,Denmark,1113008657.0,Road infrastructure investment,Constant Euro,5461438.0,2007,203.79406614155465
139,146,Denmark,938771030.8,Road infrastructure investment,Constant Euro,5493621.0,2008,170.88383614377474
140,147,Denmark,742549596.5,Road infrastructure investment,Constant Euro,5523095.0,2009,134.44447298118175
141,148,Denmark,936593619.1,Road infrastructure investment,Constant Euro,5547683.0,2010,168.82608813445182
142,149,Denmark,1001611783.0,Road infrastructure investment,Constant Euro,5570572.0,2011,179.80411760228571
143,150,Denmark,1226329123.0,Road infrastructure investment,Constant Euro,5591572.0,2012,219.3174161040938
144,151,Denmark,975739991.3,Road infrastructure investment,Constant Euro,5614932.0,2013,173.77592307440233
145,153,Denmark,1049869038.0,Road infrastructure investment,Constant Euro,5659715.0,2015,185.49856980430994
146,154,Denmark,1036169375.0,Road infrastructure investment,Constant Euro,5707251.0,2016,181.55314616441436
147,155,Estonia,17574306.36,Road infrastructure investment,Constant Euro,1436633.0,1995,12.23298250840681
148,156,Estonia,22202897.48,Road infrastructure investment,Constant Euro,1415594.0,1996,15.68450945680753
149,157,Estonia,16809265.27,Road infrastructure investment,Constant Euro,1399535.0,1997,12.010607287420465
150,158,Estonia,26524785.07,Road infrastructure investment,Constant Euro,1386155.0,1998,19.135511591416545
151,159,Estonia,32123353.68,Road infrastructure investment,Constant Euro,1380619.0,1999,23.26735593237526
152,160,Estonia,32818676.81,Road infrastructure investment,Constant Euro,1379342.0,2000,23.792994638023057
153,161,Estonia,31044944.61,Road infrastructure investment,Constant Euro,1373510.0,2001,22.602634571280877
154,162,Estonia,63742642.47,Road infrastructure investment,Constant Euro,1367507.0,2002,46.61229702663314
155,163,Estonia,62746738.48,Road infrastructure investment,Constant Euro,1361564.0,2003,46.08431074852155
156,164,Estonia,68766500.89,Road infrastructure investment,Constant Euro,1356152.0,2004,50.70707478955161
157,165,Estonia,116728845.8,Road infrastructure investment,Constant Euro,1351231.0,2005,86.38703952173981
158,166,Estonia,134858968.6,Road infrastructure investment,Constant Euro,1346034.0,2006,100.18986786366466
159,167,Estonia,115943095.9,Road infrastructure investment,Constant Euro,1342330.0,2007,86.3745099193194
160,168,Estonia,126349132.9,Road infrastructure investment,Constant Euro,1340264.0,2008,94.27182473005318
161,169,Estonia,115708104.4,Road infrastructure investment,Constant Euro,1338497.0,2009,86.44629341716866
162,170,Estonia,137000000.0,Road infrastructure investment,Constant Euro,1336886.0,2010,102.47695016628194
163,171,Estonia,153244813.4,Road infrastructure investment,Constant Euro,1334947.0,2011,114.79467978878563
164,172,Estonia,184029162.7,Road infrastructure investment,Constant Euro,1329301.0,2012,138.4405508609412
165,173,Estonia,189173221.4,Road infrastructure investment,Constant Euro,1320174.0,2013,143.2941577398131
166,175,Estonia,161508518.4,Road infrastructure investment,Constant Euro,1314870.0,2015,122.83230920167013
167,176,Estonia,130707456.3,Road infrastructure investment,Constant Euro,1315944.0,2016,99.32600194233189
168,177,Estonia,170716489.3,Road infrastructure investment,Constant Euro,1315635.0,2017,129.759765664489
169,178,Finland,720945274.4,Road infrastructure investment,Constant Euro,5107000.0,1995,141.16805842960642
170,179,Finland,677885754.9,Road infrastructure investment,Constant Euro,5126000.0,1996,132.24458737807257
171,180,Finland,673796130.3,Road infrastructure investment,Constant Euro,5137000.0,1997,131.16529692427486
172,181,Finland,672925021.3,Road infrastructure investment,Constant Euro,5156000.0,1998,130.51299870054305
173,182,Finland,686409687.7,Road infrastructure investment,Constant Euro,5165000.0,1999,132.89635773475317
174,183,Finland,681307328.2,Road infrastructure investment,Constant Euro,5175000.0,2000,131.65358999033816
175,184,Finland,692050950.2,Road infrastructure investment,Constant Euro,5187000.0,2001,133.42027187198767
176,185,Finland,695270821.4,Road infrastructure investment,Constant Euro,5200000.0,2002,133.70592719230768
177,186,Finland,697452271.0,Road infrastructure investment,Constant Euro,5211000.0,2003,133.8423087699098
178,187,Finland,756896094.2,Road infrastructure investment,Constant Euro,5227000.0,2004,144.80506872010716
179,188,Finland,715350581.9,Road infrastructure investment,Constant Euro,5248000.0,2005,136.30918100228658
180,189,Finland,739249604.8,Road infrastructure investment,Constant Euro,5267000.0,2006,140.3549657869755
181,190,Finland,870414586.5,Road infrastructure investment,Constant Euro,5290000.0,2007,164.53961937618146
182,191,Finland,978676322.7,Road infrastructure investment,Constant Euro,5313000.0,2008,184.20408859401468
183,192,Finland,946505014.8,Road infrastructure investment,Constant Euro,5338000.0,2009,177.3145400524541
184,193,Finland,890000000.0,Road infrastructure investment,Constant Euro,5362000.0,2010,165.9828422230511
185,194,Finland,918097754.3,Road infrastructure investment,Constant Euro,5386000.0,2011,170.46003607500927
186,195,Finland,1013932584.0,Road infrastructure investment,Constant Euro,5413000.0,2012,187.31435137631627
187,196,Finland,1025549401.0,Road infrastructure investment,Constant Euro,5440000.0,2013,188.5201104779412
188,198,Finland,1129076210.0,Road infrastructure investment,Constant Euro,5471753.0,2015,206.34634092584224
189,199,Finland,1086816127.0,Road infrastructure investment,Constant Euro,5487308.0,2016,198.05998259984676
190,200,Finland,1111011155.0,Road infrastructure investment,Constant Euro,5503297.0,2017,201.88100969291682
191,201,France,16905153582.0,Road infrastructure investment,Constant Euro,57844250.0,1995,292.25296519533055
192,202,France,16555259828.0,Road infrastructure investment,Constant Euro,58025990.0,1996,285.30766692649274
193,203,France,15814319589.0,Road infrastructure investment,Constant Euro,58207490.0,1997,271.6887395247588
194,204,France,14879394577.0,Road infrastructure investment,Constant Euro,58397790.0,1998,254.79379574124295
195,205,France,14276194582.0,Road infrastructure investment,Constant Euro,58677400.0,1999,243.29971304113678
196,206,France,14265326773.0,Road infrastructure investment,Constant Euro,59062380.0,2000,241.52983291563936
197,207,France,14115080021.0,Road infrastructure investment,Constant Euro,59476240.0,2001,237.32300530430302
198,208,France,13041509927.0,Road infrastructure investment,Constant Euro,59893870.0,2002,217.74365101136394
199,209,France,13643496616.0,Road infrastructure investment,Constant Euro,60303630.0,2003,226.24668889750086
200,210,France,13802705755.0,Road infrastructure investment,Constant Euro,60734340.0,2004,227.26361651415
201,211,France,14102542873.0,Road infrastructure investment,Constant Euro,61181500.0,2005,230.50338538610526
202,212,France,14115106860.0,Road infrastructure investment,Constant Euro,61597480.0,2006,229.15071947748513
203,213,France,14758852274.0,Road infrastructure investment,Constant Euro,61965050.0,2007,238.18026894192775
204,214,France,14090284922.0,Road infrastructure investment,Constant Euro,62300290.0,2008,226.16724451844445
205,215,France,14984583808.0,Road infrastructure investment,Constant Euro,62615470.0,2009,239.31120868373264
206,216,France,14497093953.0,Road infrastructure investment,Constant Euro,62917790.0,2010,230.4132734636738
207,217,France,11845247795.0,Road infrastructure investment,Constant Euro,63223160.0,2011,187.35614915483504
208,218,France,11984263390.0,Road infrastructure investment,Constant Euro,63514000.0,2012,188.68695704883962
209,219,France,11840967579.0,Road infrastructure investment,Constant Euro,63786140.0,2013,185.63543081616163
210,220,France,10064915505.0,Road infrastructure investment,Constant Euro,64062250.0,2014,157.11148929361676
211,221,France,9813292218.0,Road infrastructure investment,Constant Euro,66458153.0,2015,147.66122401866932
212,222,France,9180978289.0,Road infrastructure investment,Constant Euro,66638391.0,2016,137.77310873247225
213,223,France,8891747178.0,Road infrastructure investment,Constant Euro,66804121.0,2017,133.10177643082827
214,224,Germany,11540503598.0,Road infrastructure investment,Constant Euro,81678050.0,1995,141.2925944975425
215,225,Germany,12490738038.0,Road infrastructure investment,Constant Euro,81914830.0,1996,152.48445291286083
216,226,Germany,12222869172.0,Road infrastructure investment,Constant Euro,82034770.0,1997,148.9962021225878
217,227,Germany,12075547295.0,Road infrastructure investment,Constant Euro,82047190.0,1998,147.17807270425715
218,228,Germany,12365621221.0,Road infrastructure investment,Constant Euro,82100240.0,1999,150.6161397457547
219,229,Germany,13336528067.0,Road infrastructure investment,Constant Euro,82211500.0,2000,162.22217167914465
220,230,Germany,12718289556.0,Road infrastructure investment,Constant Euro,82349930.0,2001,154.44202024215443
221,231,Germany,12051593850.0,Road infrastructure investment,Constant Euro,82488500.0,2002,146.10029094964753
222,232,Germany,11575266049.0,Road infrastructure investment,Constant Euro,82534180.0,2003,140.24814990589354
223,233,Germany,11365204011.0,Road infrastructure investment,Constant Euro,82516260.0,2004,137.73290271517396
224,234,Germany,10757224214.0,Road infrastructure investment,Constant Euro,82469420.0,2005,130.43894590261456
225,235,Germany,11281792470.0,Road infrastructure investment,Constant Euro,82376450.0,2006,136.95409877458908
226,236,Germany,11212431376.0,Road infrastructure investment,Constant Euro,82266370.0,2007,136.29422783574867
227,237,Germany,11698484631.0,Road infrastructure investment,Constant Euro,82110100.0,2008,142.47315045286754
228,238,Germany,12715621473.0,Road infrastructure investment,Constant Euro,81902300.0,2009,155.25353345388348
229,239,Germany,11240000000.0,Road infrastructure investment,Constant Euro,81776930.0,2010,137.44707706684514
230,240,Germany,11219946572.0,Road infrastructure investment,Constant Euro,81039750.0,2011,138.44991589929634
231,241,Germany,11234860222.0,Road infrastructure investment,Constant Euro,80425820.0,2012,139.69220608506075
232,242,Germany,11209433890.0,Road infrastructure investment,Constant Euro,80645610.0,2013,138.99620686110504
233,244,Germany,10757734710.0,Road infrastructure investment,Constant Euro,81197537.0,2015,132.48843631796368
234,245,Germany,11252281788.0,Road infrastructure investment,Constant Euro,82175684.0,2016,136.92957868169373
235,246,Germany,11815319667.0,Road infrastructure investment,Constant Euro,82521653.0,2017,143.17841726946503
236,247,Greece,1725729619.0,Road infrastructure investment,Constant Euro,10917480.0,2000,158.07032566123317
237,248,Greece,1932343870.0,Road infrastructure investment,Constant Euro,10950000.0,2001,176.4697598173516
238,249,Greece,2006427208.0,Road infrastructure investment,Constant Euro,10983000.0,2002,182.6848045160703
239,250,Greece,1897009543.0,Road infrastructure investment,Constant Euro,11016000.0,2003,172.204933097313
240,251,Greece,1706179381.0,Road infrastructure investment,Constant Euro,11057000.0,2004,154.30762241114226
241,252,Greece,1191395477.0,Road infrastructure investment,Constant Euro,11093000.0,2005,107.40065599927883
242,253,Greece,1492809420.0,Road infrastructure investment,Constant Euro,11131000.0,2006,134.11278591321533
243,254,Greece,1581621475.0,Road infrastructure investment,Constant Euro,11163000.0,2007,141.68426722207292
244,255,Greece,1761708858.0,Road infrastructure investment,Constant Euro,11186000.0,2008,157.49229912390487
245,256,Greece,1796461242.0,Road infrastructure investment,Constant Euro,11185000.0,2009,160.6134324541797
246,257,Greece,1394000000.0,Road infrastructure investment,Constant Euro,11153000.0,2010,124.98879225320542
247,258,Greece,1310891406.0,Road infrastructure investment,Constant Euro,11124000.0,2011,117.84352804746494
248,259,Greece,1095030093.0,Road infrastructure investment,Constant Euro,11090000.0,2012,98.74031496844003
249,262,Greece,1501004126.0,Road infrastructure investment,Constant Euro,10858018.0,2015,138.23923721622123
250,263,Greece,3132773922.0,Road infrastructure investment,Constant Euro,10783748.0,2016,290.5088214227558
251,264,Greece,4529508136.0,Road infrastructure investment,Constant Euro,10768193.0,2017,420.6377185104316
252,265,Hungary,263651387.9,Road infrastructure investment,Constant Euro,10328960.0,1995,25.525453472566454
253,266,Hungary,233061917.3,Road infrastructure investment,Constant Euro,10311240.0,1996,22.602705135366843
254,267,Hungary,517417988.7,Road infrastructure investment,Constant Euro,10290490.0,1997,50.28118084755925
255,268,Hungary,497668786.0,Road infrastructure investment,Constant Euro,10266570.0,1998,48.474688820122005
256,269,Hungary,352821671.8,Road infrastructure investment,Constant Euro,10237530.0,1999,34.46355437297864
257,270,Hungary,276493536.9,Road infrastructure investment,Constant Euro,10210970.0,2000,27.078087282599007
258,271,Hungary,336443501.5,Road infrastructure investment,Constant Euro,10187580.0,2001,33.02486964519542
259,272,Hungary,364849224.7,Road infrastructure investment,Constant Euro,10158610.0,2002,35.91527036671356
260,273,Hungary,308522272.9,Road infrastructure investment,Constant Euro,10129550.0,2003,30.457648454274867
261,274,Hungary,1722046136.0,Road infrastructure investment,Constant Euro,10107150.0,2004,170.3790025872773
262,275,Hungary,1941653910.0,Road infrastructure investment,Constant Euro,10087070.0,2005,192.48938591682221
263,276,Hungary,659737252.8,Road infrastructure investment,Constant Euro,10071370.0,2006,65.50620747723497
264,277,Hungary,656591935.0,Road infrastructure investment,Constant Euro,10055780.0,2007,65.29497811209076
265,278,Hungary,940146418.1,Road infrastructure investment,Constant Euro,10038190.0,2008,93.65696585739063
266,279,Hungary,1623485118.0,Road infrastructure investment,Constant Euro,10022650.0,2009,161.98162342294702
267,280,Hungary,840161143.7,Road infrastructure investment,Constant Euro,10000020.0,2010,84.01594633810733
268,281,Hungary,294932079.1,Road infrastructure investment,Constant Euro,9958823.0,2011,29.615154230575243
269,282,Hungary,152520932.9,Road infrastructure investment,Constant Euro,9920361.0,2012,15.374534545668247
270,283,Hungary,400744585.8,Road infrastructure investment,Constant Euro,9886774.0,2013,40.53340207837258
271,285,Hungary,1241115721.0,Road infrastructure investment,Constant Euro,9855571.0,2015,125.93037186785017
272,286,Hungary,780756847.6,Road infrastructure investment,Constant Euro,9830485.0,2016,79.4220069101372
273,287,Hungary,1163040055.0,Road infrastructure investment,Constant Euro,9797561.0,2017,118.70710016503087
274,288,Iceland,97551128.41,Road infrastructure investment,Constant Euro,267380.0,1995,364.84078244446107
275,289,Iceland,86184297.2,Road infrastructure investment,Constant Euro,268927.0,1996,320.4746909012483
276,290,Iceland,92259596.71,Road infrastructure investment,Constant Euro,270915.0,1997,340.54813026225935
277,291,Iceland,151517114.2,Road infrastructure investment,Constant Euro,273794.0,1998,553.3982271342688
278,292,Iceland,112656110.8,Road infrastructure investment,Constant Euro,277184.0,1999,406.4307853267144
279,293,Iceland,121317826.4,Road infrastructure investment,Constant Euro,281154.0,2000,431.4995568265079
280,294,Iceland,116558011.5,Road infrastructure investment,Constant Euro,285054.0,2001,408.8980035361721
281,295,Iceland,120547390.9,Road infrastructure investment,Constant Euro,287559.0,2002,419.2092436682559
282,296,Iceland,162615332.8,Road infrastructure investment,Constant Euro,289272.0,2003,562.1537265964214
283,297,Iceland,131442680.3,Road infrastructure investment,Constant Euro,292587.0,2004,449.24306377248473
284,298,Iceland,118446098.7,Road infrastructure investment,Constant Euro,295864.0,2005,400.33967870372874
