ID,Year,State,Count_All,Count_Good,Count_Fair,Count_Poor,Area_All,Area_Good,Area_Fair,Area_Poor,Percentage_Good,Percentage_Fair,Percentage_Poor,Area_Percentage_Good,Area_Percentage_Fair,Area_Percentage_Poor,Total_Tunnel ,Tunnel_Condition_Good,Tunnel_Condtion_Fair,Tunnel_Condition_Poor,Tunnel_Condition_Severe,Tunnel_Percentage_Good,Tunnel_Percentage_Fair,Tunnel_Percentage_Poor,Tunnel_Percentage_Severe,Road_Total,Road_Not_Reported,Road_Road_Good_below95,Road_Fair_95to170,Road_Poor_above170,Road_NotReported_Percentage,Road_Good_Percentage,Road_Fair_Percentage,Road_Poor_Percentage
24,2011,MINNESOTA,13117,8147,3932,1037,6135900,3570715,2276946,285487,0.621102386,0.299763665,0.079057711,0.581938265,0.371085904,0.046527323,,,,,,,,,,,,,,,,,,
25,2011,MISSISSIPPI,17032,11237,4038,1757,8671427,6062822,2112726,495879,0.659758102,0.237083138,0.10315876,0.699172351,0.243642252,0.057185398,,,,,,,,,,,,,,,,,,
26,2011,MISSOURI,24286,11967,10202,2116,10166842,4908473,4312490,945791,0.492753026,0.420077411,0.087128387,0.482792297,0.424172029,0.093027019,,,,,,,,,,,,,,,,,,
27,2011,MONTANA,5097,2019,2821,257,1951887,701821,1137943,112123,0.396115362,0.553462821,0.050421817,0.359560261,0.582996352,0.057443387,,,,,,,,,,,,,,,,,,
28,2011,NEBRASKA,15395,8186,5325,1864,3881523,2393304,1222485,264104,0.531731082,0.345891523,0.121078272,0.616588901,0.314949828,0.068041333,,,,,,,,,,,,,,,,,,
29,2011,NEVADA,1783,1130,619,34,1411994,866989,530502,14503,0.63376332,0.347167695,0.019068985,0.614017482,0.375711228,0.01027129,,,,,,,,,,,,,,,,,,
30,2011,NEW HAMPSHIRE,2423,1262,905,256,1061054,563459,384004,113590,0.520841931,0.373503921,0.105654148,0.531037063,0.361908065,0.107053929,,,,,,,,,,,,,,,,,,
31,2011,NEW JERSEY,6514,2048,3843,622,6588208,1776824,4151724,659148,0.314399754,0.589960086,0.095486644,0.269697617,0.630175004,0.100049664,,,,,,,,,,,,,,,,,,
32,2011,NEW MEXICO,3932,1415,2209,308,1661742,643674,884094,133974,0.359867752,0.56180061,0.078331638,0.387348939,0.532028438,0.080622624,,,,,,,,,,,,,,,,,,
33,2011,NEW YORK,17384,6535,8731,2117,12670592,3576105,7321928,1772020,0.375920387,0.502243442,0.121778647,0.282236615,0.577867869,0.139852976,,,,,,,,,,,,,,,,,,
34,2011,NORTH CAROLINA,18214,7427,8836,1939,8767108,3840272,3993842,928957,0.407763259,0.485121335,0.106456572,0.438031789,0.455548397,0.105959343,,,,,,,,,,,,,,,,,,
35,2011,NORTH DAKOTA,4410,2348,1542,520,1210675,738524,407012,65140,0.532426304,0.349659864,0.117913832,0.610010118,0.336186012,0.053804696,,,,,,,,,,,,,,,,,,
36,2011,OHIO,27403,13086,11651,2597,13288223,5289949,6852278,1037372,0.477538956,0.425172426,0.094770646,0.398093033,0.515665488,0.078067022,,,,,,,,,,,,,,,,,,
37,2011,OKLAHOMA,23730,9790,9584,4351,8293455,3778929,3377194,1136478,0.412557944,0.403876949,0.183354404,0.455651957,0.407211952,0.137033118,,,,,,,,,,,,,,,,,,
38,2011,OREGON,7353,2967,3960,426,4812021,1361808,3177457,272756,0.403508772,0.538555692,0.057935537,0.283001259,0.660316528,0.056682213,,,,,,,,,,,,,,,,,,
39,2011,PENNSYLVANIA,22320,5491,11138,5674,12400088,3010263,7214689,2161810,0.246012545,0.499014337,0.25421147,0.242761422,0.581825629,0.174338279,,,,,,,,,,,,,,,,,,
40,2011,RHODE ISLAND,751,133,462,156,771017,126713,461518,182787,0.177097204,0.61517976,0.207723036,0.164345274,0.598583429,0.237072594,,,,,,,,,,,,,,,,,,
41,2011,SOUTH CAROLINA,9270,4387,3873,1010,6624856,3192662,2902112,530082,0.473247033,0.417799353,0.108953614,0.48192172,0.438064163,0.080014117,,,,,,,,,,,,,,,,,,
42,2011,SOUTH DAKOTA,5877,1877,2897,1103,1662166,413863,1068189,180114,0.319380636,0.492938574,0.18768079,0.248990173,0.642648809,0.108361018,,,,,,,,,,,,,,,,,,
43,2011,TENNESSEE,19937,9789,8983,1162,9211083,4085086,4619405,506316,0.490996639,0.450569293,0.058283593,0.443496818,0.501505089,0.054968129,,,,,,,,,,,,,,,,,,
44,2011,TEXAS,51878,27926,22825,1117,42687445,23210275,18721207,730270,0.538301399,0.439974556,0.021531285,0.54372603,0.438564711,0.017107372,,,,,,,,,,,,,,,,,,
45,2011,UTAH,2946,1719,1115,112,1838207,1062092,738684,37431,0.583503055,0.378479294,0.038017651,0.577786941,0.401850281,0.020362777,,,,,,,,,,,,,,,,,,
46,2011,VERMONT,2717,1298,1232,186,842490,388488,390122,63881,0.477732794,0.453441296,0.068457858,0.461118826,0.463058315,0.075824045,,,,,,,,,,,,,,,,,,
47,2011,VIRGINIA,13524,4811,7551,1161,9081335,3283233,5235552,548894,0.355737947,0.558340728,0.085847382,0.361536382,0.57651788,0.060441994,,,,,,,,,,,,,,,,,,
48,2011,WASHINGTON,7743,3966,3412,362,6789382,2411987,3756585,620499,0.512204572,0.440656076,0.046751905,0.355258697,0.553302937,0.09139256,,,,,,,,,,,,,,,,,,
49,2011,WEST VIRGINIA,7099,3376,2775,947,3423490,1323650,1782514,317275,0.475559938,0.390900127,0.13339907,0.386637612,0.520671595,0.092675895,,,,,,,,,,,,,,,,,,
50,2011,WISCONSIN,14024,7555,5399,1059,6338056,3134317,2866316,333810,0.538719338,0.384982886,0.075513406,0.4945234,0.452238983,0.052667569,,,,,,,,,,,,,,,,,,
51,2011,WYOMING,3068,752,1916,399,1238371,194665,865124,178525,0.245110821,0.624511082,0.130052151,0.157194411,0.698598401,0.14416116,,,,,,,,,,,,,,,,,,
52,2011,PUERTO RICO,2222,467,1508,247,2082626,538909,1329613,214104,0.210171017,0.678667867,0.111161116,0.258764176,0.638431,0.102804824,,,,,,,,,,,,,,,,,,
53,2011,TOTALS,605103,285909,260799,58160,355076225,159968735,165750887,29101217,0.472496418,0.430999351,0.096115868,0.45051942,0.466803676,0.081957661,,,,,,,,,,,,,,,,,,
1,2012, ALABAMA ,16070,7320,7900,850,8985363,3717955,5005293,262115,0.455507156,0.491599253,0.052893591,0.413779054,0.557049615,0.029171331,,,,,,,,,,,,,,,,,,
2,2012, ALASKA ,1173,528,518,124,658950,266633,323524,68497,0.450127877,0.441602728,0.10571185,0.404633128,0.490968966,0.103948706,,,,,,,,,,,,,,,,,,
3,2012, ARIZONA ,7835,5163,2453,218,4845663,2604684,2029887,210817,0.658966177,0.313082323,0.027823867,0.53752892,0.418908001,0.043506327,,,,,,,,,,,,,,,,,,
4,2012, ARKANSAS ,12696,7076,4997,621,6159353,3299394,2553162,305777,0.557340895,0.393588532,0.048913043,0.535672172,0.414517888,0.049644338,,,,,,,,,,,,,,,,,,
5,2012, CALIFORNIA ,24812,10460,11490,2862,28081411,8969774,14716442,4395195,0.421570208,0.463082379,0.115347413,0.319420345,0.524063481,0.156516174,,,,,,,,,,,,,,,,,,
6,2012, COLORADO ,8591,4275,3817,499,4769085,2606491,1912227,250367,0.497613782,0.444302177,0.058084041,0.546539011,0.400963078,0.052497911,,,,,,,,,,,,,,,,,,
7,2012, CONNECTICUT ,4208,1420,2388,400,3290172,680345,2063941,545886,0.337452471,0.567490494,0.095057034,0.206780983,0.627304895,0.165914122,,,,,,,,,,,,,,,,,,
8,2012, DELAWARE ,862,286,523,53,942620,225509,676663,40448,0.331786543,0.606728538,0.061484919,0.239236384,0.71785343,0.042910187,,,,,,,,,,,,,,,,,,
9,2012, DIST. OF COL. ,239,39,170,30,538596,36395,404649,97552,0.163179916,0.711297071,0.125523013,0.06757384,0.751303389,0.181122771,,,,,,,,,,,,,,,,,,
10,2012, FLORIDA ,11982,8535,3202,243,15897095,11157618,4291915,446280,0.712318478,0.267234185,0.020280421,0.701865215,0.269981088,0.028073054,,,,,,,,,,,,,,,,,,
11,2012, GEORGIA ,14739,7292,6767,680,9099922,5055381,3775796,268745,0.494741841,0.459122057,0.046136101,0.555541135,0.414926194,0.029532671,,,,,,,,,,,,,,,,,,
12,2012, HAWAII ,1131,347,712,72,1313634,306144,984599,22892,0.306808134,0.629531388,0.063660477,0.233051215,0.749523079,0.017426467,,,,,,,,,,,,,,,,,,
13,2012, IDAHO ,4214,1133,2721,360,1639123,356293,1162427,120403,0.268865686,0.645704794,0.085429521,0.217368068,0.709176188,0.073455744,,,,,,,,,,,,,,,,,,
14,2012, ILLINOIS ,26514,15242,9067,2200,12703301,5727541,5716441,1258231,0.574866108,0.34197028,0.082975032,0.45087029,0.449996501,0.099047563,,,,,,,,,,,,,,,,,,
15,2012, INDIANA ,18789,7763,9111,1913,7524222,3113139,3656217,754645,0.413167279,0.484911384,0.101814892,0.413748956,0.485926253,0.100295419,,,,,,,,,,,,,,,,,,
16,2012, IOWA ,24496,9568,10134,4774,8018713,3598862,3556851,860514,0.390594383,0.413700196,0.194888961,0.448807932,0.443568812,0.107313231,,,,,,,,,,,,,,,,,,
17,2012, KANSAS ,25176,14170,9227,1778,8089654,5582550,2212464,294579,0.562837623,0.366499841,0.070622815,0.690085138,0.273493032,0.036414289,,,,,,,,,,,,,,,,,,
18,2012, KENTUCKY ,14031,5754,7173,1103,5858993,2476608,3004573,377277,0.410091939,0.511225144,0.078611646,0.42270199,0.512813891,0.064392806,,,,,,,,,,,,,,,,,,
19,2012, LOUISIANA ,13175,7164,4463,1506,15839239,7829116,6003615,1453874,0.543757116,0.338747628,0.1143074,0.494286121,0.379034308,0.091789385,,,,,,,,,,,,,,,,,,
20,2012, MAINE ,2408,775,1294,338,1205832,469726,597082,138422,0.321843854,0.537375415,0.140365449,0.389545144,0.495161847,0.114793769,,,,,,,,,,,,,,,,,,
21,2012, MARYLAND ,5294,1842,3103,349,5070918,1527411,3307691,235816,0.347941065,0.586135247,0.065923687,0.301209958,0.65228643,0.046503611,,,,,,,,,,,,,,,,,,
22,2012, MASSACHUSETTS ,5120,1518,3126,474,4035412,979144,2448019,607433,0.296484375,0.610546875,0.092578125,0.242637926,0.606634217,0.150525646,,,,,,,,,,,,,,,,,,
23,2012, MICHIGAN ,11000,4665,5020,1307,6216299,2307568,3344821,562938,0.424090909,0.456363636,0.118818182,0.371212517,0.538072734,0.090558385,,,,,,,,,,,,,,,,,,
24,2012, MINNESOTA ,13121,8027,3948,1146,6135192,3501716,2268428,365049,0.611767396,0.3008917,0.087340904,0.570758992,0.369740344,0.059500827,,,,,,,,,,,,,,,,,,
25,2012, MISSISSIPPI ,17061,11156,4218,1682,8759007,6047988,2276334,434087,0.653888987,0.247230526,0.098587422,0.69048786,0.259884939,0.049558928,,,,,,,,,,,,,,,,,,
26,2012, MISSOURI ,24334,12120,10213,2001,10240360,4896125,4418530,925704,0.498068546,0.41970083,0.082230624,0.478120398,0.431481901,0.090397603,,,,,,,,,,,,,,,,,,
27,2012, MONTANA ,5120,1978,2881,261,1952228,659436,1174786,118005,0.386328125,0.562695313,0.050976563,0.337786365,0.601766802,0.060446321,,,,,,,,,,,,,,,,,,
28,2012, NEBRASKA ,15393,8071,5487,1813,3883237,2333469,1291810,255894,0.524329241,0.356460729,0.117780809,0.600908211,0.332663188,0.065897085,,,,,,,,,,,,,,,,,,
29,2012, NEVADA ,1798,1152,613,33,1432367,914136,503754,14477,0.640711902,0.340934372,0.018353726,0.638199568,0.351693386,0.010107047,,,,,,,,,,,,,,,,,,
30,2012, NEW HAMPSHIRE ,2429,1289,890,250,1087628,600304,382837,104487,0.530671058,0.366405928,0.102923014,0.551938714,0.351992593,0.096068693,,,,,,,,,,,,,,,,,,
31,2012, NEW JERSEY ,6554,2000,3952,602,6559741,1699672,4164255,695813,0.305157156,0.60299054,0.091852304,0.259106571,0.634820033,0.106073243,,,,,,,,,,,,,,,,,,
32,2012, NEW MEXICO ,3924,1420,2208,296,1689108,644252,921497,123359,0.361875637,0.562691131,0.075433231,0.381415516,0.545552445,0.073032038,,,,,,,,,,,,,,,,,,
33,2012, NEW YORK ,17420,6433,8850,2132,12717760,3501267,7486831,1727929,0.369288175,0.508036739,0.12238806,0.275305321,0.588691012,0.135867401,,,,,,,,,,,,,,,,,,
34,2012, NORTH CAROLINA ,18165,7623,8353,2173,8873890,3872635,4089854,899515,0.419653179,0.459840352,0.119625654,0.436407821,0.460886263,0.101366481,,,,,,,,,,,,,,,,,,
35,2012, NORTH DAKOTA ,4453,2340,1581,530,1225928,716253,440824,68850,0.525488435,0.355041545,0.119020885,0.584253725,0.359583923,0.056161536,,,,,,,,,,,,,,,,,,
36,2012, OHIO ,27045,13641,10995,2364,13348244,5756524,6511055,971564,0.504381586,0.406544648,0.087409872,0.431257025,0.487783637,0.072785904,,,,,,,,,,,,,,,,,,
37,2012, OKLAHOMA ,23781,10114,9163,4477,8283934,3858720,3384957,1037301,0.425297506,0.385307599,0.188259535,0.465807671,0.408617089,0.125218405,,,,,,,,,,,,,,,,,,
38,2012, OREGON ,7633,3129,4105,399,4861870,1333486,3309508,218876,0.409930565,0.53779641,0.052273025,0.274274302,0.680706806,0.045018892,,,,,,,,,,,,,,,,,,
39,2012, PENNSYLVANIA ,22669,5831,11389,5445,12487161,3115192,7428043,1943064,0.257223521,0.502404164,0.240195862,0.249471597,0.594854427,0.155604945,,,,,,,,,,,,,,,,,,
40,2012, RHODE ISLAND ,757,131,470,156,775400,122793,478847,173760,0.173051519,0.620871863,0.206076618,0.158360846,0.617548362,0.224090792,,,,,,,,,,,,,,,,,,
41,2012, SOUTH CAROLINA ,9271,4241,4047,983,6571218,3117351,2919064,534803,0.457447956,0.436522489,0.106029555,0.474394701,0.444219626,0.081385673,,,,,,,,,,,,,,,,,,
42,2012, SOUTH DAKOTA ,5870,1880,2895,1095,1662716,408048,1072828,181840,0.320272572,0.49318569,0.186541738,0.245410521,0.645226244,0.109363235,,,,,,,,,,,,,,,,,,
43,2012, TENNESSEE ,19985,10025,8856,1102,9318680,4213964,4614422,490077,0.50162622,0.443132349,0.055141356,0.452206106,0.495179789,0.052590818,,,,,,,,,,,,,,,,,,
44,2012, TEXAS ,52260,28062,23187,974,43680940,23333455,19523029,698224,0.536969001,0.443685419,0.018637581,0.534179324,0.446946174,0.015984638,,,,,,,,,,,,,,,,,,
45,2012, UTAH ,2947,1695,1137,115,1843134,1060406,747093,35634,0.575161181,0.385816084,0.039022735,0.575327676,0.405338407,0.019333375,,,,,,,,,,,,,,,,,,
46,2012, VERMONT ,2727,1346,1204,177,844764,399165,385139,60461,0.493582692,0.441510818,0.064906491,0.472516585,0.455913131,0.071571468,,,,,,,,,,,,,,,,,,
47,2012, VIRGINIA ,13769,4805,7811,1151,9275725,3234139,5410843,547960,0.348972329,0.567288837,0.08359358,0.348666978,0.583333702,0.059074628,,,,,,,,,,,,,,,,,,
48,2012, WASHINGTON ,7840,4145,3349,345,6934653,2624481,3690034,620138,0.52869898,0.427168367,0.044005102,0.378458879,0.532115161,0.08942596,,,,,,,,,,,,,,,,,,
49,2012, WEST VIRGINIA ,7093,3409,2774,910,3534957,1398977,1842923,293057,0.480614691,0.391089807,0.128295503,0.395755026,0.52134241,0.082902564,,,,,,,,,,,,,,,,,,
50,2012, WISCONSIN ,14057,7632,5413,1012,6455677,3252691,2845979,357008,0.542932347,0.385075052,0.071992602,0.503849712,0.440849039,0.055301404,,,,,,,,,,,,,,,,,,
51,2012, WYOMING ,3101,742,1962,397,1246462,174528,879766,192167,0.239277652,0.632699129,0.128023218,0.140018709,0.705810526,0.154169963,,,,,,,,,,,,,,,,,,
52,2012, PUERTO RICO ,2248,422,1551,274,2081522,442147,1414387,224850,0.18772242,0.689946619,0.121886121,0.212415242,0.679496541,0.108021919,,,,,,,,,,,,,,,,,,
53,2012, TOTALS ,607380,287194,262878,57049,358547072,160127599,169625957,27892654,0.472840726,0.43280648,0.093926372,0.446601329,0.473092573,0.077793562,,,,,,,,,,,,,,,,,,
1,2013, ALABAMA ,16078,7239,8039,800,9072109,3734094,5066809,271206,0.450242567,0.5,0.049757433,0.411601536,0.558503982,0.029894482,,,,,,,,,,,,,,,,,,
2,2013, ALASKA ,1196,538,526,131,668953,273896,322205,72799,0.449832776,0.439799331,0.109531773,0.409439826,0.481655662,0.108825284,,,,,,,,,,,,,,,,,,
3,2013, ARIZONA ,7862,4959,2696,207,4857523,2477040,2193159,187325,0.630755533,0.342915289,0.026329178,0.509938913,0.451497399,0.038563894,,,,,,,,,,,,,,,,,,
4,2013, ARKANSAS ,12748,7003,5127,618,6181639,3194303,2660255,327081,0.549341073,0.402180734,0.048478193,0.516740463,0.430347841,0.052911695,,,,,,,,,,,,,,,,,,
5,2013, CALIFORNIA ,24955,10607,11679,2669,28397676,9426789,15021550,3949336,0.425045081,0.468002404,0.106952515,0.331956354,0.528971103,0.139072507,,,,,,,,,,,,,,,,,,
6,2013, COLORADO ,8612,4169,3972,469,4808599,2626103,1955975,226307,0.484091965,0.461216907,0.054458895,0.546126429,0.406766087,0.04706298,,,,,,,,,,,,,,,,,,
7,2013, CONNECTICUT ,4218,1417,2395,406,3291651,656573,1990386,644692,0.335941204,0.567804647,0.096254149,0.199466165,0.604677106,0.19585673,,,,,,,,,,,,,,,,,,
8,2013, DELAWARE ,864,280,528,56,962618,247103,655528,59987,0.324074074,0.611111111,0.064814815,0.256698919,0.680984565,0.062316516,,,,,,,,,,,,,,,,,,
9,2013, DIST. OF COL. ,252,62,169,21,563541,78619,406615,78307,0.246031746,0.670634921,0.083333333,0.139508927,0.721535789,0.138955285,,,,,,,,,,,,,,,,,,
10,2013, FLORIDA ,12070,8589,3241,238,16066813,11150814,4547274,367442,0.711599006,0.268516984,0.01971831,0.694027745,0.283022775,0.022869626,,,,,,,,,,,,,,,,,,
11,2013, GEORGIA ,14769,7183,6925,661,9172250,4833942,4074111,264197,0.486356558,0.468887535,0.044755908,0.527018125,0.444177928,0.028803947,,,,,,,,,,,,,,,,,,
12,2013, HAWAII ,1125,328,722,75,1314136,293854,997253,23029,0.291555556,0.641777778,0.066666667,0.223610037,0.758865901,0.017524061,,,,,,,,,,,,,,,,,,
13,2013, IDAHO ,4232,1135,2736,359,1670346,391787,1157967,120536,0.268194707,0.646502836,0.084829868,0.234554398,0.693249782,0.072162295,,,,,,,,,,,,,,,,,,
14,2013, ILLINOIS ,26621,15133,9291,2172,12756290,5555584,5913038,1276412,0.568460989,0.34901018,0.081589722,0.435517223,0.463539007,0.100061381,,,,,,,,,,,,,,,,,,
15,2013, INDIANA ,18953,7887,9232,1833,7710036,3341385,3719838,648695,0.416134649,0.487099668,0.096712921,0.433381245,0.482467008,0.084136442,,,,,,,,,,,,,,,,,,
16,2013, IOWA ,24398,9579,10134,4665,8057618,3610959,3595001,846984,0.392614149,0.415361915,0.191204197,0.448142243,0.446161756,0.105115929,,,,,,,,,,,,,,,,,,
17,2013, KANSAS ,25171,14111,9340,1718,8141442,5576779,2284204,280341,0.560605459,0.371061936,0.068253148,0.68498664,0.28056504,0.034433826,,,,,,,,,,,,,,,,,,
18,2013, KENTUCKY ,14116,5694,7326,1095,5880096,2426540,3086990,366031,0.40337206,0.518985548,0.07757155,0.412670133,0.524989728,0.062249154,,,,,,,,,,,,,,,,,,
19,2013, LOUISIANA ,13050,6932,4514,1597,16022497,8070601,6510258,1440272,0.531187739,0.345900383,0.122375479,0.503704323,0.406319814,0.089890608,,,,,,,,,,,,,,,,,,
20,2013, MAINE ,2402,762,1291,349,1207094,472675,600629,133790,0.317235637,0.537468776,0.145295587,0.391580937,0.497582624,0.110836439,,,,,,,,,,,,,,,,,,
21,2013, MARYLAND ,5291,1824,3148,319,5083217,1457640,3441968,183609,0.344736345,0.594972595,0.06029106,0.286755415,0.677123955,0.03612063,,,,,,,,,,,,,,,,,,
22,2013, MASSACHUSETTS ,5136,1512,3153,469,4050788,958276,2512036,579659,0.294392523,0.613901869,0.091316199,0.23656533,0.620135144,0.143097837,,,,,,,,,,,,,,,,,,
23,2013, MICHIGAN ,11022,4714,5041,1256,6274311,2386520,3346366,538383,0.427690074,0.457358011,0.11395391,0.380363677,0.53334398,0.085807509,,,,,,,,,,,,,,,,,,
24,2013, MINNESOTA ,13137,8136,3957,1043,6153862,3419524,2424237,309898,0.619319479,0.301210322,0.079394078,0.555671219,0.393937498,0.050358295,,,,,,,,,,,,,,,,,,
25,2013, MISSISSIPPI ,17044,11157,4278,1600,8823379,6050567,2363100,408220,0.654599859,0.250997418,0.093874677,0.685742616,0.267822565,0.046265722,,,,,,,,,,,,,,,,,,
26,2013, MISSOURI ,24350,11834,10557,1959,10250819,4779458,4634922,836440,0.485995893,0.433552361,0.080451745,0.466251331,0.452151384,0.081597383,,,,,,,,,,,,,,,,,,
27,2013, MONTANA ,5126,1958,2914,253,1971369,636414,1223161,110786,0.381974249,0.568474444,0.049356223,0.322828451,0.620462734,0.056197495,,,,,,,,,,,,,,,,,,
28,2013, NEBRASKA ,15370,8062,5482,1808,3910425,2357989,1279942,270872,0.524528302,0.356668835,0.11763175,0.603000697,0.327315317,0.069269197,,,,,,,,,,,,,,,,,,
29,2013, NEVADA ,1853,1159,663,31,1558332,947723,597136,13474,0.625472207,0.357798165,0.016729628,0.608165012,0.383189205,0.008646425,,,,,,,,,,,,,,,,,,
30,2013, NEW HAMPSHIRE ,2438,1307,877,254,1099451,621220,384523,93707,0.53609516,0.359721083,0.104183757,0.565027455,0.349740916,0.08523072,,,,,,,,,,,,,,,,,,
31,2013, NEW JERSEY ,6566,1998,3992,576,6669022,1666049,4322263,680710,0.304294852,0.607980506,0.087724642,0.249819089,0.648110473,0.102070439,,,,,,,,,,,,,,,,,,
32,2013, NEW MEXICO ,3935,1440,2208,287,1736625,639913,982637,114076,0.365946633,0.56111817,0.072935197,0.368480818,0.565831426,0.065688332,,,,,,,,,,,,,,,,,,
33,2013, NEW YORK ,17442,6429,8955,2057,12758149,3469748,7621821,1666310,0.368593051,0.513415893,0.117933723,0.271963276,0.597408057,0.130607504,,,,,,,,,,,,,,,,,,
34,2013, NORTH CAROLINA ,18168,7827,8035,2292,8967236,4156548,3777005,1022686,0.430812417,0.442261118,0.126155878,0.463526108,0.42120058,0.114046959,,,,,,,,,,,,,,,,,,
35,2013, NORTH DAKOTA ,4439,2329,1583,525,1229786,720992,438981,69737,0.524667718,0.35661185,0.118269881,0.58627436,0.356957227,0.056706614,,,,,,,,,,,,,,,,,,
36,2013, OHIO ,27015,14089,10670,2166,13411198,6108201,6312625,838474,0.521525079,0.39496576,0.080177679,0.455455284,0.470698069,0.06252044,,,,,,,,,,,,,,,,,,
37,2013, OKLAHOMA ,22912,10408,9065,3437,8282210,3932988,3450502,898256,0.454259777,0.395644204,0.150008729,0.474871804,0.416616096,0.108456076,,,,,,,,,,,,,,,,,,
38,2013, OREGON ,7656,3093,4165,396,4886278,1262462,3398634,224893,0.403996865,0.544017764,0.051724138,0.258368844,0.69554659,0.046025421,,,,,,,,,,,,,,,,,,
39,2013, PENNSYLVANIA ,22660,6029,11498,5132,12498891,3151086,7680711,1666565,0.266063548,0.507413945,0.226478376,0.252109247,0.614511399,0.13333703,,,,,,,,,,,,,,,,,,
40,2013, RHODE ISLAND ,766,141,458,167,780819,150558,478556,151705,0.184073107,0.597911227,0.218015666,0.192820615,0.612889799,0.194289586,,,,,,,,,,,,,,,,,,
41,2013, SOUTH CAROLINA ,9275,4201,4177,897,6592414,3106656,2988746,497012,0.452938005,0.450350404,0.09671159,0.471247103,0.453361394,0.075391503,,,,,,,,,,,,,,,,,,
42,2013, SOUTH DAKOTA ,5875,1882,2886,1107,1661593,397397,1070074,194121,0.320340426,0.491234043,0.188425532,0.23916627,0.64400488,0.116828249,,,,,,,,,,,,,,,,,,
43,2013, TENNESSEE ,20058,10095,8893,1067,9460965,4272682,4694113,493889,0.503290458,0.443364244,0.053195732,0.451611648,0.496155836,0.052202814,,,,,,,,,,,,,,,,,,
44,2013, TEXAS ,52561,28122,23518,920,44732496,23835649,20227341,669506,0.535035483,0.44744202,0.017503472,0.532848625,0.452184492,0.014966882,,,,,,,,,,,,,,,,,,
45,2013, UTAH ,2974,1727,1140,107,1901763,1109848,760150,31764,0.580699395,0.383322125,0.03597848,0.583589017,0.39970806,0.016702397,,,,,,,,,,,,,,,,,,
46,2013, VERMONT ,2731,1396,1189,146,845943,420099,375115,50729,0.51116807,0.435371659,0.053460271,0.496604381,0.443428222,0.059967397,,,,,,,,,,,,,,,,,,
47,2013, VIRGINIA ,13765,4813,7884,1068,9377546,3403984,5457970,515593,0.349654922,0.572756992,0.077588086,0.362993047,0.582025404,0.054981655,,,,,,,,,,,,,,,,,,
48,2013, WASHINGTON ,7902,4179,3373,350,6967018,2656360,3709274,601384,0.528853455,0.426853961,0.044292584,0.381276466,0.532404825,0.086318709,,,,,,,,,,,,,,,,,,
49,2013, WEST VIRGINIA ,7125,3380,2842,903,3699838,1483423,1932474,283940,0.474385965,0.398877193,0.126736842,0.40094269,0.522313139,0.076743901,,,,,,,,,,,,,,,,,,
50,2013, WISCONSIN ,14088,7566,5470,1052,6517870,3308866,2854393,354612,0.537052811,0.388273708,0.074673481,0.507660631,0.437933405,0.054406117,,,,,,,,,,,,,,,,,,
51,2013, WYOMING ,3099,734,1946,419,1250112,159659,884782,205672,0.236850597,0.627944498,0.135204905,0.127715757,0.707762185,0.164522859,,,,,,,,,,,,,,,,,,
52,2013, PUERTO RICO ,2280,433,1556,290,2221352,565710,1436386,219118,0.189912281,0.68245614,0.127192982,0.254669228,0.646626919,0.098641728,,,,,,,,,,,,,,,,,,
53,2013, TOTALS ,607751,287581,265456,54492,362428004,162033650,173820990,26380569,0.473188855,0.436784144,0.08966172,0.447078173,0.479601433,0.07278844,,,,,,,,,,,,,,,,,,
1,2014, ALABAMA ,16088,7210,8095,783,9106533,3716215,5123841,266477,0.448160119,0.503170065,0.048669816,0.408082308,0.562655513,0.029262179,,,,,,,,,,,,,,,,,,
2,2014, ALASKA ,1544,718,673,150,706252,298050,332405,75540,0.465025907,0.435880829,0.097150259,0.422016504,0.470660614,0.106958989,,,,,,,,,,,,,,,,,,
3,2014, ARIZONA ,8035,4860,2952,223,4965164,2480124,2289071,195969,0.604853765,0.367392657,0.027753578,0.499504951,0.461026262,0.039468787,,,,,,,,,,,,,,,,,,
4,2014, ARKANSAS ,12806,7016,5183,607,6108972,3083705,2709626,315641,0.547868187,0.404732157,0.047399656,0.504782965,0.443548604,0.051668431,,,,,,,,,,,,,,,,,,
5,2014, CALIFORNIA ,25406,11104,11913,2388,28955537,10382961,15276920,3241083,0.437062111,0.468904983,0.093993545,0.35858292,0.527599264,0.111933099,,,,,,,,,,,,,,,,,,
6,2014, COLORADO ,8668,4022,4174,470,4877734,2617998,2029663,229908,0.464005538,0.481541301,0.054222427,0.536724225,0.416107766,0.047134182,,,,,,,,,,,,,,,,,,
7,2014, CONNECTICUT ,4218,1363,2479,376,3275350,622910,2055939,596502,0.323138928,0.587719298,0.089141773,0.190181202,0.627700551,0.182118552,,,,,,,,,,,,,,,,,,
8,2014, DELAWARE ,865,268,549,48,965247,174471,736219,54557,0.30982659,0.634682081,0.055491329,0.180752699,0.762726017,0.056521284,,,,,,,,,,,,,,,,,,
9,2014, DIST. OF COL. ,253,67,172,14,558645,87693,431303,39649,0.264822134,0.679841897,0.055335968,0.156974465,0.772052019,0.070973516,,,,,,,,,,,,,,,,,,
10,2014, FLORIDA ,12137,8575,3342,219,16358157,11159400,4831230,366363,0.706517261,0.275356348,0.018043998,0.682191765,0.295340728,0.022396349,,,,,,,,,,,,,,,,,,
