ID,Year,State,Count_All,Count_Good,Count_Fair,Count_Poor,Area_All,Area_Good,Area_Fair,Area_Poor
1,2016,Alabama,16098,7040,8338,720,9238041,3655465,5329991,252585
2,2016,Alaska,1488,644,702,141,710704,272581,378038,60040
3,2016,Arizona,8154,4931,3042,181,5055871,2531160,2382734,141977
4,2016,Arkansas,12871,6984,5291,596,6381829,3181917,2786039,413873
5,2016,California,25431,16788,7439,1204,29478068,18644074,9141389,1692605
6,2016,Colorado,8682,3861,4364,455,4928137,2510935,2196537,220495
7,2016,Connecticut,4214,1250,2628,336,3265917,598052,2211627,456237
8,2016,Delaware,877,267,567,43,978596,164793,761239,52565
9,2016,Dist. Of Col.,245,67,169,9,568827,86987,453801,28039
10,2016,Florida,12313,8534,3545,233,16759416,11232342,5149876,376033
11,2016,Georgia,14835,7021,7275,539,9404058,4729225,4440092,234742
12,2016,Hawaii,1132,436,634,62,1319917,358370,942557,18989
13,2016,Idaho,4445,1218,2867,360,1723199,440164,1175413,107622
14,2016,Illinois,26704,13815,10732,2157,13004417,5122813,6534662,1346942
15,2016,Indiana,19245,7876,9902,1464,7997458,3555887,3970859,469032
16,2016,Iowa,24184,9182,10300,4671,8248470,3670682,3719124,856322
17,2016,Kansas,25013,13890,9664,1458,8192549,5406322,2545021,241147
18,2016,Kentucky,14265,5471,7733,1059,6053639,2368980,3335062,348738
19,2016,Louisiana,12915,6647,4730,1534,16387706,7876622,7021946,1488330
20,2016,Maine,2450,774,1337,339,1217856,464261,648569,105027
21,2016,Maryland,5321,1782,3242,297,5155225,1489367,3486651,179207
22,2016,Massachusetts,5171,1409,3294,468,4055694,888577,2572176,594941
23,2016,Michigan,11156,4674,5274,1202,6357402,2391519,3395873,569394
24,2016,Minnesota,13355,8431,4144,776,6455617,3707646,2447826,298304
25,2016,Mississippi,17068,11104,4480,1479,9093624,5911845,2776915,404221
26,2016,Missouri,24468,11009,11335,2124,10361960,4446311,5047221,868429
27,2016,Montana,5276,1841,3066,369,2000704,568632,1273332,158739
28,2016,Nebraska,15334,7899,5945,1478,3969666,2275543,1459582,233401
29,2016,Nevada,1933,981,925,27,1595544,768109,815529,11906
30,2016,New Hampshire,2486,1321,916,249,1120426,633143,385777,101506
31,2016,New Jersey,6730,1882,4280,568,6878063,1692627,4655124,530312
32,2016,New Mexico,3973,1511,2212,250,1728339,667164,968523,92652
33,2016,New York,17462,6215,9342,1884,12869629,3305860,8103332,1448499
34,2016,North Carolina,18099,7764,8564,1764,9221998,4185933,4190659,841275
35,2016,North Dakota,4400,2323,1567,509,1232040,693676,465871,72388
36,2016,Ohio,28284,15957,10445,1882,13317571,7327592,5435717,554262
37,2016,Oklahoma,23053,10900,9273,2877,8350749,4158923,3496916,694269
38,2016,Oregon,8118,3063,4655,398,5017158,1168751,3677492,170627
39,2016,Pennsylvania,22791,6539,11821,4430,12377123,3453038,7597766,1325791
40,2016,Rhode Island,772,128,452,192,786182,124630,464259,197294
41,2016,South Carolina,9358,4256,4276,826,6800337,3218877,3156739,424721
42,2016,South Dakota,5849,1879,2915,1055,1664937,399380,1089217,176339
43,2016,Tennessee,20123,9990,9207,924,9659962,4347862,4838725,473155
44,2016,Texas,53488,28168,24667,653,47253739,25040038,21691402,522299
45,2016,Utah,3039,1760,1191,88,1922456,1080203,817734,24519
46,2016,Vermont,2766,1458,1225,83,853120,419485,398780,34855
47,2016,Virginia,13892,4857,8154,881,9620709,3379558,5792054,449097
48,2016,Washington,8178,4337,3477,364,6890270,2716859,3582779,590633
49,2016,West Virginia,7217,2641,3353,1222,3805060,1077213,2310910,416833
50,2016,Wisconsin,14230,7413,5725,1092,6706707,3524686,2849283,332738
51,2016,Wyoming,3128,780,2029,319,1269969,177613,940085,152270
52,2016,Puerto Rico,2308,444,1596,268,2157266,472465,1456118,228682
53,2016,Totals,614387,291412,274306,48559,371463919,172584754,176764943,22084898
1,2017,Alabama,16129,6899,8497,733,9207383,3498240,5458713,250430
2,2017,Alaska,1569,689,715,163,725363,284845,379832,60538
3,2017,Arizona,8289,5052,3069,167,5151663,2592826,2446441,112396
4,2017,Arkansas,12864,6915,5362,587,6377740,3165687,2808335,403717
5,2017,California,25657,16586,7676,1395,29699888,19362087,8700310,1637490
6,2017,Colorado,8717,3785,4481,448,5043659,2495142,2338493,209748
7,2017,Connecticut,4238,1255,2654,329,3322219,663034,2215253,443932
8,2017,Delaware,879,227,613,39,980591,146752,775365,58474
9,2017,Dist. Of Col.,245,64,173,8,570789,80393,463112,27285
10,2017,Florida,12355,8482,3625,247,16976405,11395537,5326203,253500
11,2017,Georgia,14863,6545,7781,537,9485343,4464000,4763439,257903
12,2017,Hawaii,1135,428,642,65,1320446,356706,944069,19671
13,2017,Idaho,4492,1270,2880,341,1748545,457776,1206246,84455
14,2017,Illinois,26775,13536,11015,2224,13091565,5010213,6725114,1356238
15,2017,Indiana,19291,7948,9972,1368,8119288,3711966,3968447,437194
16,2017,Iowa,24215,9096,10304,4805,8277421,3678671,3709516,888439
17,2017,Kansas,25001,13687,9885,1429,8280831,5417909,2604259,258663
18,2017,Kentucky,14280,5361,7903,1014,6083768,2327849,3447374,307687
19,2017,Louisiana,12910,6558,4699,1649,16413320,7659900,7422691,1330125
20,2017,Maine,2458,776,1359,323,1220750,470792,653992,95966
21,2017,Maryland,5335,1772,3275,288,5160901,1509101,3476784,175016
22,2017,Massachusetts,5192,1400,3316,473,4078753,891298,2596750,590249
23,2017,Michigan,11180,4605,5424,1146,6374178,2351097,3474397,547983
24,2017,Minnesota,13329,8419,4204,706,6497340,3673454,2605244,218642
25,2017,Mississippi,17072,10987,4635,1432,9382208,6130251,2862816,387639
26,2017,Missouri,24487,10812,11595,2080,10401265,4378951,5139636,882677
27,2017,Montana,5302,1694,3181,427,2013880,496791,1347964,169124
28,2017,Nebraska,15330,7885,6006,1435,4007227,2304989,1476011,225642
29,2017,Nevada,1944,958,960,26,1609549,745281,851284,12984
30,2017,New Hampshire,2479,1326,930,223,1122819,636613,394944,91262
31,2017,New Jersey,6737,1851,4330,556,6921627,1665266,4727915,528446
32,2017,New Mexico,3999,1541,2215,243,1696984,629095,971217,96672
33,2017,New York,17456,6360,9313,1771,12870778,3434021,8056464,1369029
34,2017,North Carolina,18183,7466,8907,1803,9273649,3879012,4507066,883441
35,2017,North Dakota,4377,2343,1546,488,1228730,704274,459123,65333
36,2017,Ohio,27345,15858,9888,1598,13391034,7733118,5162174,495610
37,2017,Oklahoma,23071,10438,9947,2684,8382718,4041989,3743144,597121
38,2017,Oregon,8147,2955,4778,414,5030363,1112932,3738465,178967
39,2017,Pennsylvania,22779,6760,11871,4147,12403798,3520514,7654383,1228374
40,2017,Rhode Island,778,131,466,181,799588,130368,484090,185131
41,2017,South Carolina,9341,4265,4295,781,6796044,3147523,3219195,429326
42,2017,South Dakota,5818,1888,2927,1003,1665379,413323,1105011,147045
43,2017,Tennessee,20169,9714,9564,889,9731932,4148857,5103802,479052
44,2017,Texas,53869,28219,25017,632,47928260,24928415,22548318,451467
45,2017,Utah,3051,1722,1248,81,1871580,1005503,845073,21003
46,2017,Vermont,2772,1476,1219,77,854371,420104,401389,32878
47,2017,Virginia,13932,4831,8328,773,9679909,3406117,5830335,443457
48,2017,Washington,8233,4339,3528,366,7149525,2766771,3884539,498216
49,2017,West Virginia,7228,2232,3645,1351,3734304,822503,2400992,510809
50,2017,Wisconsin,14253,7364,5777,1112,6759890,3559295,2905965,294630
51,2017,Wyoming,3127,814,2022,291,1281937,199335,934412,148190
52,2017,Puerto Rico,2325,446,1608,271,2164787,458254,1501706,204827
53,2017,Totals,615002,288030,279270,47619,374362285,172484743,180767814,21084089
1,2018,Alabama,16130,6838,8603,689,9760735,3661978,5851785,246971
2,2018,Alaska,1592,711,725,155,743788,298515,385915,59158
3,2018,Arizona,8294,5068,3076,150,5846176,3169212,2581507,95457
4,2018,Arkansas,12892,6816,5488,588,6708589,3475609,2919170,313811
5,2018,California,25737,14779,9146,1812,30067631,17623112,10442456,2002063
6,2018,Colorado,8786,3694,4618,473,5024622,2359789,2457413,207344
7,2018,Connecticut,4270,1238,2724,308,3414833,600502,2406635,407696
8,2018,Delaware,863,195,634,34,1000357,141858,800016,58483
9,2018,Dist. Of Col.,244,62,174,8,569296,75891,470820,22586
10,2018,Florida,12435,8389,3717,328,17516213,11658699,5575956,280394
11,2018,Georgia,14879,6303,8082,494,10082064,4640184,5205927,235953
12,2018,Hawaii,1137,355,704,78,1324180,326663,968926,28592
13,2018,Idaho,4482,1259,2907,315,1756871,442282,1229647,84873
14,2018,Illinois,26809,13438,11098,2273,13524885,5027056,6999849,1497979
15,2018,Indiana,19280,7959,10114,1203,8197646,3735606,4134643,325675
16,2018,Iowa,24123,9180,10263,4675,8806907,4044915,3872593,888963
17,2018,Kansas,24906,13594,10024,1288,8680998,5693563,2743165,244271
18,2018,Kentucky,14368,5239,8111,1016,6509802,2480985,3717280,310678
19,2018,Louisiana,12899,6484,4733,1678,16587147,7752468,7449875,1384201
20,2018,Maine,2473,786,1362,325,1264519,451266,708474,104779
21,2018,Maryland,5357,1757,3326,274,5426511,1602956,3648777,174778
22,2018,Massachusetts,5215,1370,3364,481,4119863,869419,2766279,484164
23,2018,Michigan,11228,4479,5548,1196,6445678,2281475,3564054,599552
24,2018,Minnesota,13358,8259,4431,668,7132639,3859452,3022860,250327
25,2018,Mississippi,17071,10711,4757,1603,9940070,6504401,3019248,416420
26,2018,Missouri,24512,10579,11817,2116,10701764,4325670,5466291,909803
27,2018,Montana,5265,1605,3270,390,2084807,459891,1463582,161334
28,2018,Nebraska,15349,7985,6003,1358,4340537,2586969,1528921,224124
29,2018,Nevada,1979,978,974,27,1791492,838231,939426,13835
30,2018,New Hampshire,2494,1323,947,224,1130225,631927,404980,93318
31,2018,New Jersey,6746,1819,4383,544,7002430,1654510,4852975,494945
32,2018,New Mexico,4010,1519,2259,232,2080960,750052,1230457,100451
33,2018,New York,17521,6400,9364,1757,13089606,3596940,8164313,1328353
34,2018,North Carolina,18377,7186,9313,1871,9994006,4051533,5028174,910169
35,2018,North Dakota,4355,2341,1545,469,1320937,770811,482267,67859
36,2018,Ohio,27277,15974,9785,1518,13956582,8043801,5430710,482071
37,2018,Oklahoma,23116,10304,10268,2540,8738610,4203648,3991370,542486
38,2018,Oregon,8161,2881,4858,422,5060329,1043269,3829407,187653
39,2018,Pennsylvania,22737,6985,11979,3770,13945241,3817119,8956109,1170852
40,2018,Rhode Island,780,134,466,180,793527,109894,493870,189763
41,2018,South Carolina,9401,4225,4381,795,6985851,3191638,3339881,454332
42,2018,South Dakota,5824,1906,2945,973,1803770,517279,1142586,143905
43,2018,Tennessee,20177,9221,10084,871,10275911,4306805,5561752,407294
44,2018,Texas,54131,28020,25411,695,50368715,26200337,23665660,502093
45,2018,Utah,3061,1659,1336,66,1948005,1013841,919942,14222
46,2018,Vermont,2778,1473,1239,66,884043,451405,404534,28104
47,2018,Virginia,13931,4786,8499,646,10125635,3560099,6146720,418815
48,2018,Washington,8278,4317,3579,382,7224042,2790592,3893877,539572
49,2018,West Virginia,7269,1978,3844,1444,3811742,743138,2535381,532829
50,2018,Wisconsin,14275,7383,5838,1054,7006791,3677689,3034479,294623
51,2018,Wyoming,3129,926,1946,257,1339545,317802,900448,121296
52,2018,Guam,10,2,6,2,789,133,485,171
53,2018,Puerto Rico,2325,444,1608,273,2180690,459866,1525035,195789
54,2018,Totals,616096,283316,285676,47054,390438601,176892746,192276900,21255232
